id,flight_id,age,annual_income,family_size,booking_lead_days,loyalty_tier,travel_risk,frequent_flyer
90,708,46,65643.0,1,15,1,0.204,0
91,305,52,37469.0,4,4,1,0.064,0
92,169,37,26106.0,1,12,1,0.115,1
93,240,30,181963.0,2,19,1,0.216,1
94,202,31,119809.0,1,18,4,0.057,1
95,392,37,44648.0,4,5,2,0.325,1
96,627,30,36889.0,3,14,1,0.099,1
97,698,39,33978.0,1,20,2,0.218,1
98,710,27,24338.0,2,26,0,0.192,0
99,688,45,15348.0,3,10,2,0.073,1
100,214,43,47775.0,2,8,2,0.141,1
101,375,21,60919.0,2,5,0,0.212,1
102,361,18,134511.0,1,23,4,0.241,1
103,398,18,62044.0,1,14,1,0.205,0
104,618,18,303099.0,1,69,0,0.122,0
105,45,41,21142.0,2,5,0,0.135,0
106,179,35,134049.0,2,5,0,0.285,1
107,677,44,28703.0,1,16,0,0.118,0
108,216,43,45886.0,2,49,0,0.129,1
109,474,33,41382.0,1,15,2,0.073,1
110,528,34,52285.0,1,19,1,0.123,0
111,302,56,95265.0,1,8,0,0.3,1
112,3,30,16499.0,1,16,0,0.176,0
113,358,24,45105.0,1,39,0,0.133,0
114,644,58,16559.0,1,27,2,0.266,1
115,401,31,65713.0,1,23,2,0.203,1
116,416,46,98716.0,2,21,0,0.286,0
117,137,29,96061.0,3,13,1,0.122,0
118,538,58,95361.0,1,27,3,0.187,1
119,183,46,54756.0,6,23,1,0.05,1
120,710,24,38077.0,2,13,1,0.133,0
121,168,42,54499.0,4,8,1,0.149,0
122,390,38,24482.0,6,4,0,0.204,0
123,103,30,64407.0,1,17,2,0.131,1
124,274,25,37546.0,1,7,4,0.136,1
125,41,18,161566.0,1,7,1,0.138,0
126,482,35,35054.0,1,2,2,0.292,1
127,248,35,86449.0,1,16,1,0.122,1
128,578,34,27545.0,1,17,2,0.104,1
129,653,18,14416.0,3,4,2,0.229,0
130,42,33,47775.0,1,7,1,0.263,0
131,206,58,15727.0,1,13,2,0.098,1
132,629,39,31908.0,1,17,2,0.062,0
133,59,58,38223.0,1,19,0,0.33,0
134,292,38,32855.0,2,16,3,0.119,0
135,84,38,58878.0,1,6,1,0.167,0
136,614,27,34234.0,1,8,2,0.351,1
137,94,19,49146.0,1,21,1,0.207,1
138,18,30,12000.0,2,2,1,0.128,1
139,669,23,227434.0,1,7,2,0.224,1
140,168,51,60654.0,2,17,2,0.154,0
141,85,34,39022.0,3,5,2,0.135,1
142,595,18,65317.0,2,4,2,0.192,1
143,40,49,55219.0,1,1,1,0.118,0
144,617,42,108782.0,2,4,2,0.105,1
145,252,22,56939.0,6,19,3,0.203,1
146,399,20,39623.0,1,16,1,0.168,0
147,417,23,23006.0,5,6,0,0.24,0
148,199,25,79211.0,1,20,1,0.414,0
149,200,27,20737.0,1,22,1,0.272,1
150,577,56,50873.0,1,22,0,0.193,0
151,654,37,61200.0,4,6,1,0.151,0
152,682,19,37732.0,1,14,2,0.203,0
153,270,55,213077.0,3,7,3,0.12,0
154,114,42,144758.0,1,8,4,0.079,0
155,123,27,189483.0,1,18,2,0.234,1
156,481,18,138544.0,5,22,3,0.069,1
157,45,24,30308.0,1,10,1,0.164,1
158,7,40,80473.0,1,15,0,0.08,1
159,98,22,12000.0,1,25,0,0.249,0
160,264,28,40466.0,4,18,0,0.261,0
161,650,55,68957.0,2,9,0,0.186,0
162,142,57,235151.0,2,15,0,0.201,0
163,138,22,12000.0,1,2,0,0.14,1
164,290,54,99085.0,2,11,1,0.162,1
165,286,38,16937.0,1,15,1,0.153,0
166,698,18,35677.0,4,36,1,0.225,0
167,96,33,15303.0,3,46,0,0.136,0
168,30,18,12259.0,6,20,0,0.156,1
169,292,37,35654.0,2,8,1,0.222,1
170,143,61,42282.0,3,45,3,0.118,1
171,192,35,17653.0,3,20,0,0.1,1
172,268,35,46660.0,1,10,2,0.183,1
173,271,37,195772.0,2,13,4,0.144,1
174,696,42,27274.0,1,17,0,0.151,0
175,234,40,72417.0,4,12,1,0.27,1
176,78,47,56848.0,1,9,1,0.237,1
177,522,23,99572.0,2,7,1,0.079,1
178,482,41,57372.0,1,20,0,0.232,0
179,377,47,50928.0,1,17,0,0.348,1
180,270,43,34339.0,2,22,2,0.143,1
181,626,38,150648.0,2,3,1,0.054,1
182,693,33,144355.0,1,33,1,0.131,1
183,257,38,36839.0,1,32,2,0.133,1
184,410,32,38468.0,5,24,4,0.083,1
185,643,28,106303.0,2,2,2,0.157,0
186,143,41,70963.0,1,7,4,0.068,0
187,615,63,16874.0,1,17,0,0.098,1
188,417,41,34326.0,1,13,2,0.039,1
189,272,32,79629.0,1,24,2,0.372,0
190,250,62,26277.0,1,11,2,0.337,1
191,147,53,68562.0,3,11,0,0.156,0
192,626,44,49736.0,6,33,0,0.14,0
193,73,59,57303.0,1,3,0,0.085,1
194,430,43,12000.0,3,9,0,0.184,1
195,229,56,83309.0,3,37,0,0.179,1
196,706,27,48717.0,2,22,0,0.174,0
197,447,18,24988.0,3,15,1,0.196,1
198,489,64,107175.0,5,13,0,0.344,1
199,552,51,56982.0,1,17,2,0.157,1
200,494,23,52126.0,1,19,1,0.066,1
201,698,35,72524.0,4,42,2,0.238,0
202,239,18,27444.0,1,34,1,0.383,1
203,492,65,111913.0,6,6,1,0.125,0
204,688,49,22173.0,1,10,0,0.138,1
205,319,28,38230.0,5,15,0,0.435,0
206,274,52,13393.0,2,14,1,0.271,1
207,146,31,28775.0,3,23,2,0.114,0
208,118,42,577913.0,2,13,3,0.211,1
209,230,58,15419.0,2,11,0,0.212,0
210,6,30,89470.0,1,2,1,0.245,0
211,16,19,28811.0,3,51,0,0.114,1
212,7,51,82002.0,1,2,2,0.085,0
213,159,47,27521.0,1,5,1,0.068,0
214,258,27,91671.0,5,10,0,0.292,0
215,641,33,27857.0,2,7,1,0.123,0
216,100,52,15136.0,1,13,0,0.145,0
217,30,55,49608.0,2,14,0,0.266,1
218,507,32,35848.0,4,10,0,0.108,0
219,460,33,111219.0,1,5,4,0.091,1
220,369,24,26264.0,1,52,1,0.128,0
221,626,43,26478.0,1,4,1,0.117,1
222,591,33,43506.0,1,29,4,0.128,1
223,446,50,17198.0,4,3,2,0.407,1
224,141,36,33385.0,1,2,4,0.095,1
225,561,24,29995.0,3,4,1,0.211,1
226,437,42,40047.0,2,11,0,0.322,0
227,349,36,35969.0,2,8,1,0.159,0
228,95,20,121337.0,1,11,4,0.136,1
229,48,25,95165.0,3,11,0,0.091,1
230,25,56,33284.0,1,11,0,0.201,0
231,393,30,18795.0,1,12,2,0.321,0
232,138,44,79638.0,1,11,2,0.216,1
233,350,32,74502.0,1,6,1,0.121,0
234,629,18,92298.0,3,9,1,0.393,0
235,180,48,71914.0,2,27,1,0.179,1
236,384,42,20888.0,1,17,2,0.141,0
237,616,34,78446.0,1,7,1,0.046,1
238,256,26,62758.0,1,20,3,0.121,0
239,165,54,73262.0,1,1,0,0.183,0
240,50,24,38766.0,1,7,1,0.16,1
241,680,18,128170.0,1,6,3,0.087,0
242,194,22,24991.0,1,2,1,0.34,0
243,472,56,159269.0,3,12,0,0.311,1
244,457,33,28777.0,5,17,0,0.132,1
245,22,33,50778.0,2,9,4,0.15,1
246,65,18,12000.0,1,9,1,0.056,1
247,348,18,25366.0,1,25,0,0.117,0
248,34,18,16176.0,4,6,1,0.128,0
249,250,33,46182.0,6,25,1,0.454,1
250,488,56,78074.0,2,1,0,0.145,0
251,705,26,19607.0,3,10,3,0.328,1
252,362,48,15308.0,3,11,1,0.252,0
253,99,86,47977.0,4,2,3,0.149,1
254,456,33,57582.0,4,9,2,0.162,0
255,26,18,35816.0,1,54,2,0.231,1
256,78,39,42868.0,1,19,2,0.118,1
257,113,41,66615.0,4,11,0,0.254,0
258,366,18,37850.0,1,12,1,0.164,0
259,553,44,110140.0,5,7,1,0.289,0
260,218,36,15782.0,1,10,1,0.145,0
261,719,45,38289.0,1,3,3,0.14,1
262,448,27,103954.0,6,32,4,0.188,0
263,79,28,54297.0,3,32,0,0.193,1
264,419,20,32047.0,1,4,3,0.271,0
265,633,42,91037.0,4,13,0,0.384,0
266,451,40,90120.0,2,19,3,0.148,1
267,332,61,47758.0,1,18,0,0.139,0
268,502,30,12000.0,3,16,1,0.113,0
269,550,32,54252.0,1,12,3,0.236,1
270,698,59,40937.0,4,16,3,0.22,1
271,260,18,15290.0,1,21,3,0.152,1
272,79,61,52078.0,1,40,1,0.309,1
273,487,40,149650.0,2,26,1,0.167,1
274,33,40,98203.0,1,10,3,0.178,1
275,560,48,29341.0,3,45,3,0.173,1
276,216,42,31064.0,3,11,1,0.137,1
277,265,24,35029.0,3,17,0,0.247,0
278,113,36,19236.0,1,10,0,0.135,1
279,553,19,28013.0,3,6,4,0.162,1
280,559,18,71814.0,1,14,3,0.117,0
281,440,35,13700.0,4,20,0,0.244,1
282,461,34,36829.0,2,18,1,0.077,0
283,554,18,17487.0,4,48,0,0.211,0
284,56,43,54571.0,1,2,0,0.23,0
285,620,46,52439.0,1,21,2,0.224,1
286,536,46,12737.0,2,13,1,0.085,1
287,384,55,27275.0,1,19,1,0.221,0
288,162,42,12000.0,1,5,1,0.264,0
289,565,45,73268.0,2,7,0,0.179,0
290,346,20,21072.0,1,38,1,0.272,1
291,226,67,73278.0,1,4,1,0.211,0
292,336,30,21609.0,1,7,0,0.154,0
293,616,21,35241.0,3,28,1,0.074,1
294,549,47,70979.0,1,14,3,0.147,1
295,117,20,105572.0,5,9,1,0.13,0
296,456,28,124452.0,1,18,2,0.132,0
297,316,52,118533.0,1,3,3,0.118,1
298,593,18,47465.0,1,28,0,0.142,0
299,322,34,72654.0,1,11,1,0.11,1
300,128,59,12000.0,2,6,0,0.187,0
301,340,21,100355.0,2,4,1,0.114,0
302,427,24,12000.0,2,13,2,0.157,1
303,247,74,94722.0,1,9,2,0.153,0
304,233,67,103446.0,2,19,2,0.132,1
305,256,42,21385.0,4,7,4,0.125,1
306,210,30,28477.0,1,11,1,0.139,1
307,465,53,16399.0,1,16,0,0.069,0
308,424,36,31902.0,1,35,1,0.142,0
309,706,46,31117.0,2,17,3,0.071,1
310,280,18,40543.0,1,7,4,0.084,1
311,457,30,48253.0,1,25,2,0.085,1
312,352,49,82839.0,5,3,4,0.174,1
313,85,18,15728.0,1,21,0,0.083,0
314,108,37,26982.0,2,48,1,0.366,1
315,574,50,48204.0,5,14,3,0.058,0
316,145,46,93290.0,1,16,0,0.237,0
317,93,55,139403.0,1,11,3,0.072,1
318,77,27,12000.0,1,9,0,0.114,1
319,266,36,49049.0,1,17,3,0.149,0
320,409,20,58510.0,3,6,4,0.064,0
321,400,28,25963.0,5,22,0,0.149,1
322,113,33,111544.0,2,51,4,0.26,1
323,606,23,74735.0,5,18,1,0.191,1
324,213,30,30961.0,1,20,0,0.272,0
325,629,28,41308.0,1,56,0,0.158,1
326,463,33,48699.0,1,15,0,0.14,0
327,31,40,48375.0,6,9,3,0.117,0
328,180,62,31856.0,1,10,2,0.122,1
329,507,40,48920.0,2,11,1,0.13,1
330,91,33,37215.0,1,11,3,0.091,1
331,510,61,14326.0,2,15,3,0.184,0
332,12,37,35531.0,1,1,1,0.151,1
333,404,40,31803.0,2,24,1,0.099,0
334,613,52,76188.0,1,9,4,0.092,1
335,39,31,94718.0,1,21,1,0.099,1
336,626,41,28711.0,1,20,3,0.222,1
337,426,42,21310.0,2,13,1,0.162,1
338,538,67,73303.0,2,12,0,0.138,0
339,528,34,26216.0,2,17,2,0.268,1
340,155,45,66747.0,1,22,0,0.287,0
341,278,56,24292.0,3,14,1,0.192,0
342,618,23,34837.0,5,9,1,0.19,0
343,666,56,97522.0,4,8,4,0.183,1
344,534,21,225937.0,5,28,2,0.159,0
345,698,47,29478.0,3,16,2,0.057,1
346,498,40,52069.0,4,21,3,0.1,1
347,373,45,76326.0,1,33,0,0.373,1
348,587,18,62548.0,1,38,1,0.117,1
349,409,27,36357.0,1,36,0,0.095,1
350,296,61,59751.0,3,13,2,0.099,0
351,636,39,36649.0,1,10,0,0.073,1
352,687,28,55528.0,4,16,0,0.508,0
353,705,18,186533.0,1,9,3,0.168,1
354,349,32,28222.0,4,20,1,0.208,0
355,614,54,24975.0,1,26,1,0.151,0
356,442,33,123086.0,2,16,1,0.166,0
357,339,36,69924.0,1,21,2,0.101,1
358,259,43,72108.0,2,31,2,0.18,0
359,154,25,53107.0,5,9,0,0.136,0
360,587,40,80155.0,1,51,2,0.126,0
361,211,41,24326.0,5,15,1,0.058,1
362,561,20,12000.0,4,5,2,0.165,0
363,39,75,41676.0,2,33,0,0.341,1
364,247,44,106790.0,1,14,3,0.062,1
365,278,39,128481.0,2,15,3,0.084,1
366,558,44,12000.0,1,17,2,0.117,0
367,646,42,26111.0,3,13,1,0.077,1
368,123,26,64291.0,2,20,1,0.08,0
369,232,23,20158.0,2,27,0,0.216,0
370,422,36,85900.0,1,13,2,0.084,0
371,711,31,43850.0,2,30,0,0.097,0
372,278,30,56981.0,3,4,1,0.235,1
373,1,34,89820.0,3,14,4,0.1,1
374,417,42,65702.0,1,10,3,0.092,1
375,443,32,36065.0,1,26,1,0.143,0
376,108,32,71711.0,5,11,4,0.245,1
377,525,39,21233.0,2,9,4,0.085,1
378,25,22,53036.0,2,13,0,0.31,0
379,563,33,75406.0,1,36,0,0.098,0
380,450,18,17080.0,3,16,4,0.299,0
381,696,56,88203.0,6,15,0,0.215,0
382,573,67,39370.0,3,1,3,0.082,0
383,387,45,63208.0,3,21,3,0.069,1
384,111,36,70380.0,5,6,2,0.076,1
385,53,39,42283.0,1,15,1,0.268,0
386,185,33,108465.0,3,13,1,0.261,1
387,583,48,66110.0,5,18,0,0.146,0
388,557,55,203878.0,2,5,4,0.17,1
389,243,43,75452.0,1,23,3,0.121,1
390,524,18,60875.0,1,16,0,0.232,1
391,142,37,126305.0,2,22,2,0.147,1
392,482,18,22829.0,1,12,0,0.127,1
393,82,34,22823.0,1,20,1,0.134,1
394,271,33,58616.0,2,12,0,0.059,0
395,348,18,36211.0,1,1,1,0.175,1
396,463,38,155515.0,1,15,0,0.1,0
397,195,41,71354.0,2,9,2,0.094,0
398,107,43,50057.0,2,9,2,0.149,0
399,184,18,21327.0,1,44,1,0.127,1
400,710,59,85961.0,2,6,1,0.188,0
401,656,29,92646.0,1,30,3,0.149,1
402,265,18,22446.0,3,24,0,0.135,0
403,63,25,41569.0,3,15,3,0.174,0
404,116,18,17944.0,1,54,0,0.318,1
405,62,57,18640.0,1,4,0,0.216,1
406,639,38,30716.0,3,15,1,0.255,0
407,301,37,31026.0,6,9,1,0.118,0
408,498,35,12000.0,2,12,0,0.093,1
409,213,59,192008.0,4,10,3,0.181,1
410,501,41,52796.0,1,14,0,0.326,0
411,644,40,59238.0,2,12,0,0.197,0
412,375,33,29805.0,5,32,0,0.2,0
413,162,42,12000.0,1,23,0,0.127,0
414,241,18,41513.0,2,21,3,0.146,1
415,203,31,56343.0,2,51,2,0.136,1
416,640,76,100706.0,2,8,2,0.154,1
417,192,35,117137.0,1,8,0,0.166,0
418,400,18,55030.0,2,5,0,0.112,0
419,621,39,51316.0,1,64,3,0.235,1
420,248,21,27475.0,1,24,3,0.292,1
421,568,38,36754.0,2,3,2,0.144,1
422,121,54,54754.0,1,1,2,0.104,1
423,88,34,67566.0,5,7,3,0.243,1
424,197,25,52024.0,2,21,0,0.111,0
425,227,19,52446.0,3,19,2,0.116,1
426,208,23,180559.0,2,17,3,0.109,1
427,385,26,67002.0,2,12,1,0.135,1
428,554,28,40092.0,1,24,0,0.08,0
429,31,39,38816.0,4,4,0,0.091,0
430,5,49,26680.0,1,17,1,0.169,1
431,201,28,16286.0,3,1,3,0.134,1
432,596,62,35856.0,2,6,3,0.076,0
433,306,28,36502.0,2,17,1,0.042,0
434,166,43,82942.0,1,8,2,0.09,1
435,202,18,32212.0,2,44,1,0.101,1
436,639,32,47444.0,5,4,0,0.215,0
437,551,21,20987.0,1,8,1,0.236,1
438,696,19,26365.0,2,4,0,0.285,0
439,274,50,28537.0,1,39,2,0.287,0
440,617,48,60625.0,6,8,4,0.127,1
441,354,62,78655.0,1,33,3,0.186,1
442,433,31,117425.0,2,24,4,0.123,1
443,641,20,59671.0,2,15,3,0.105,1
444,162,35,45032.0,1,11,2,0.187,1
445,61,49,30041.0,4,19,2,0.172,1
446,383,32,15078.0,1,6,0,0.209,0
447,381,32,27277.0,1,5,2,0.111,1
448,60,25,33701.0,1,10,0,0.086,1
449,185,22,40230.0,1,9,4,0.197,1
450,459,52,12017.0,4,16,3,0.107,1
451,126,29,37424.0,2,60,0,0.165,1
452,230,22,45053.0,3,19,1,0.147,0
453,74,51,177745.0,3,22,1,0.153,0
454,310,33,137920.0,3,35,2,0.158,1
455,151,39,46069.0,1,6,1,0.167,0
456,167,63,97130.0,1,9,1,0.161,0
457,11,34,86971.0,2,18,1,0.146,0
458,597,54,107987.0,2,12,2,0.067,0
459,618,18,34646.0,1,35,2,0.123,1
460,387,24,134601.0,1,3,3,0.23,0
461,717,49,47620.0,2,13,0,0.212,1
462,610,18,114751.0,1,10,2,0.324,0
463,583,35,274512.0,3,24,1,0.355,1
464,589,24,12000.0,1,3,0,0.304,0
465,678,18,45943.0,1,9,0,0.124,1
466,362,46,30483.0,1,40,2,0.195,1
467,55,43,15178.0,2,58,1,0.192,1
468,125,45,25224.0,1,14,3,0.112,0
469,508,30,93388.0,1,22,0,0.174,0
470,510,37,12000.0,2,24,1,0.135,1
471,485,50,332866.0,2,12,3,0.092,1
472,9,30,54889.0,2,17,0,0.172,0
473,66,31,190160.0,4,14,4,0.293,1
474,540,54,31513.0,2,6,2,0.115,1
475,173,42,24354.0,4,37,1,0.116,1
476,457,38,117144.0,3,39,0,0.209,1
477,175,22,28882.0,1,11,0,0.082,0
478,647,40,19039.0,2,4,2,0.188,1
479,584,38,109848.0,2,11,1,0.136,0
480,118,62,17992.0,3,4,2,0.21,1
481,396,38,36831.0,1,19,0,0.377,0
482,291,23,22798.0,1,2,1,0.202,1
483,21,67,17913.0,1,27,2,0.132,1
484,436,21,26771.0,4,6,0,0.248,1
485,196,46,106076.0,3,16,1,0.183,0
486,222,46,47541.0,6,16,1,0.121,0
487,280,45,52585.0,2,9,0,0.113,0
488,161,31,52639.0,3,1,0,0.251,0
489,247,32,12000.0,1,11,0,0.078,0
490,514,46,44356.0,1,11,1,0.105,1
491,28,31,109232.0,4,7,1,0.369,1
492,106,41,197495.0,2,36,0,0.144,0
493,504,45,12000.0,3,19,0,0.215,0
494,56,22,118785.0,3,8,4,0.301,1
495,674,31,43049.0,1,4,0,0.11,0
496,406,20,16792.0,1,23,3,0.098,1
497,515,18,66327.0,1,16,0,0.187,0
498,505,61,12441.0,2,16,1,0.198,1
499,133,37,133181.0,2,13,1,0.23,1
500,492,36,66874.0,2,21,3,0.115,1
501,28,53,48266.0,4,3,3,0.22,0
502,293,52,136102.0,1,6,4,0.096,1
503,525,19,80414.0,1,11,1,0.319,0
504,186,56,123526.0,4,41,1,0.251,0
505,138,44,67990.0,1,38,4,0.125,1
506,120,42,167994.0,2,12,4,0.065,1
507,523,35,58227.0,2,11,3,0.162,0
508,695,48,53171.0,1,40,0,0.232,0
509,94,34,58765.0,4,14,4,0.113,1
510,655,41,73652.0,4,5,0,0.193,1
511,132,56,15361.0,3,9,0,0.086,0
512,712,23,42152.0,1,9,2,0.099,0
513,317,24,34800.0,1,13,0,0.146,1
514,352,18,95559.0,1,11,1,0.047,0
515,717,49,66224.0,2,32,4,0.138,0
516,405,18,86499.0,1,3,1,0.104,0
517,90,42,175231.0,1,32,2,0.169,0
518,437,66,298214.0,6,8,3,0.13,1
519,63,22,28100.0,3,8,1,0.164,0
520,713,53,28138.0,1,3,0,0.472,0
521,272,20,72247.0,2,6,1,0.116,0
522,530,18,30201.0,1,9,0,0.126,0
523,70,19,183035.0,1,17,1,0.092,1
524,593,52,51496.0,1,34,4,0.134,1
525,472,70,48361.0,2,16,0,0.119,0
526,202,37,12000.0,3,20,0,0.178,0
527,251,40,36990.0,1,18,4,0.166,1
528,607,40,39914.0,1,6,0,0.091,0
529,638,18,88818.0,1,16,1,0.151,1
530,75,22,20594.0,6,18,0,0.308,0
531,300,41,117870.0,1,9,0,0.158,1
532,50,21,28647.0,1,9,1,0.144,1
533,704,46,161097.0,1,10,2,0.077,1
534,411,36,18713.0,2,15,1,0.137,1
535,172,31,24332.0,5,11,0,0.134,0
536,381,29,19021.0,3,13,1,0.299,1
537,226,36,388867.0,1,11,4,0.061,1
538,638,26,33059.0,1,54,3,0.055,1
539,154,51,58536.0,2,10,2,0.209,1
540,368,41,12000.0,4,18,2,0.184,1
541,178,20,67380.0,4,8,0,0.078,1
542,15,69,49946.0,1,29,0,0.125,0
543,480,18,32514.0,1,10,4,0.067,1
544,4,60,97932.0,4,4,0,0.141,0
545,533,44,54170.0,1,35,0,0.161,0
546,296,35,37342.0,1,10,2,0.228,1
547,350,28,23347.0,1,6,0,0.106,0
548,705,36,90683.0,3,12,0,0.116,0
549,582,45,140786.0,1,14,0,0.064,1
550,665,43,34440.0,2,16,0,0.046,0
551,444,30,56147.0,1,8,4,0.141,0
552,260,56,25497.0,1,13,1,0.202,0
553,686,47,43159.0,1,7,0,0.299,0
554,158,34,64376.0,2,11,2,0.139,0
555,594,33,60423.0,4,22,0,0.3,0
556,379,40,12000.0,1,7,4,0.14,1
557,670,41,25555.0,1,11,0,0.136,1
558,662,45,22043.0,6,17,1,0.165,0
559,259,48,79530.0,2,8,3,0.31,1
560,638,60,84727.0,4,8,1,0.153,0
561,46,27,52877.0,1,6,3,0.197,1
562,156,18,115353.0,3,9,0,0.103,0
563,104,62,27106.0,2,10,1,0.275,0
564,507,31,527807.0,4,4,3,0.134,1
565,144,46,16015.0,2,8,2,0.171,1
566,604,25,20229.0,4,11,0,0.317,0
567,167,58,75145.0,1,31,1,0.153,0
568,213,39,43626.0,6,33,1,0.187,1
569,54,46,77316.0,3,9,3,0.217,1
570,327,45,132073.0,1,18,2,0.098,1
571,648,57,63612.0,5,12,0,0.275,0
572,663,43,85942.0,1,53,0,0.177,1
573,180,37,22692.0,1,6,0,0.08,0
574,98,44,20509.0,5,8,0,0.339,1
575,652,51,42987.0,1,10,0,0.151,0
576,708,35,40514.0,1,25,0,0.141,1
577,55,54,71125.0,1,39,0,0.213,1
578,470,39,14791.0,1,5,1,0.056,0
579,473,45,110510.0,1,8,0,0.202,0
580,266,49,20808.0,1,3,4,0.08,1
581,561,42,72024.0,5,6,3,0.138,0
582,250,23,51354.0,2,2,3,0.206,0
583,402,25,15255.0,3,13,0,0.241,0
584,612,35,100925.0,2,5,1,0.098,1
585,55,45,17146.0,2,24,0,0.163,1
586,534,40,35093.0,1,10,1,0.204,0
587,499,49,165197.0,1,24,2,0.099,0
588,546,53,122300.0,3,12,3,0.098,1
589,587,34,12000.0,2,8,0,0.285,0
590,261,25,37127.0,1,32,0,0.089,1
591,439,54,240461.0,2,6,2,0.351,1
592,98,54,38988.0,6,26,0,0.171,1
593,548,35,43022.0,1,37,0,0.175,1
594,579,37,21267.0,1,18,1,0.142,0
595,293,44,32590.0,1,9,0,0.119,0
596,675,24,12564.0,1,0,0,0.102,0
597,444,56,44475.0,2,7,0,0.077,0
598,465,23,76836.0,4,22,0,0.226,0
599,116,50,29319.0,5,10,2,0.132,1
600,236,52,31758.0,2,32,2,0.143,1
601,272,36,62112.0,4,21,0,0.11,1
602,615,46,118341.0,1,24,3,0.141,0
603,693,47,47235.0,1,14,0,0.183,1
604,524,28,64398.0,1,27,0,0.118,0
