id,ticket_id,passenger_id,bag_count,bag_weight,is_priority,oversize_flag,fragile_flag
283,1053,1799,2,30.25,0,1,1
284,528,1640,3,25.3,0,0,0
285,615,4,2,18.54,0,0,0
286,2326,534,1,23.47,0,0,0
287,1869,89,1,13.81,1,0,0
288,1055,1405,4,20.58,0,0,1
289,2590,1428,3,18.84,0,0,0
290,1012,809,2,21.42,1,0,1
291,1932,1153,1,23.02,0,0,1
292,2340,165,5,22.29,0,0,0
293,539,960,3,16.3,0,0,0
294,613,164,3,21.1,1,0,0
295,2290,170,5,29.1,0,1,0
296,969,510,2,15.31,0,0,0
297,1956,1150,2,14.85,0,0,0
298,1680,1436,3,22.73,1,0,0
299,1797,1799,1,15.12,0,0,0
300,494,35,1,17.54,0,0,0
301,2492,1648,1,16.41,0,0,1
302,434,434,2,19.31,0,0,0
303,2280,550,3,19.03,0,0,0
304,2515,301,2,24.98,1,0,1
305,2964,440,2,21.17,0,0,0
306,1560,529,1,17.68,0,0,0
307,871,1404,1,17.62,0,0,0
308,238,1187,3,18.9,0,0,0
309,2259,959,3,12.51,0,0,0
310,137,322,2,16.03,1,0,0
311,1522,1441,1,13.5,1,0,0
312,929,1326,3,20.31,0,0,0
313,59,1790,1,17.32,0,0,0
314,2578,908,2,11.29,1,0,0
315,1113,1101,1,8.25,0,0,0
316,2886,860,2,19.56,0,0,0
317,1552,295,2,17.6,0,0,0
318,1717,701,1,16.25,0,0,0
319,500,511,1,15.02,0,0,0
320,2028,642,2,18.48,0,0,0
321,642,1265,1,13.42,1,0,0
322,1961,1234,3,19.95,0,0,0
323,872,447,2,19.36,0,0,0
324,623,1578,2,18.12,0,0,0
325,2032,461,3,29.81,0,1,0
326,1971,538,3,16.23,0,0,0
327,2756,895,2,15.93,0,0,0
328,180,696,2,17.48,0,0,0
329,867,1433,2,16.41,0,0,0
330,1116,1799,2,14.13,1,0,1
331,2680,1399,2,13.21,0,0,0
332,41,706,4,20.55,0,0,1
333,2281,1067,1,14.95,1,0,0
334,139,91,5,28.34,0,1,0
335,1010,1592,1,14.05,0,0,0
336,674,1098,1,13.23,0,0,0
337,1842,1148,4,21.13,0,0,1
338,1845,717,2,22.01,0,0,0
339,651,1265,4,22.71,0,0,0
340,2392,1501,3,18.26,1,0,0
341,268,34,2,13.26,0,0,0
342,2703,244,3,21.37,0,0,0
343,2582,1151,2,18.1,1,0,0
344,215,774,1,10.32,0,0,0
345,517,607,3,19.77,0,0,0
346,2306,1430,1,11.25,0,0,0
347,1239,121,3,18.9,0,0,0
348,1136,1680,1,21.92,0,0,0
349,3,1494,1,15.63,0,0,0
350,2307,859,2,22.55,0,0,0
351,2328,1130,2,19.8,0,0,0
352,2705,1040,3,24.42,0,0,0
353,625,1559,1,14.59,0,0,0
354,1592,437,2,11.75,0,0,0
355,394,192,3,19.22,0,0,0
356,2272,1344,2,15.27,0,0,0
357,2636,362,4,18.45,0,0,0
358,2127,780,3,16.82,0,0,0
359,1307,1692,4,19.52,0,0,0
360,2367,952,1,24.15,0,0,1
361,545,755,3,27.87,0,0,1
362,2506,269,2,18.42,0,0,0
363,1388,665,2,14.01,0,0,0
364,660,1514,2,17.24,0,0,0
365,1208,487,3,14.84,1,0,0
366,805,1047,2,17.4,0,0,0
367,1961,1234,2,14.12,1,0,0
368,1799,1570,3,13.93,0,0,0
369,2977,1005,2,19.39,0,0,0
370,208,79,2,17.87,0,0,0
371,2660,857,1,16.07,0,0,0
372,2614,729,2,18.81,0,0,0
373,1431,1166,3,20.59,0,0,1
374,969,510,2,28.67,0,1,0
375,1396,1563,2,17.72,1,0,0
376,2109,192,3,16.31,0,0,0
377,2765,956,3,18.83,0,0,0
378,2520,117,3,14.75,0,0,0
379,580,1202,3,21.09,0,0,1
380,48,1327,2,29.82,0,1,0
381,1230,304,4,21.45,1,0,0
382,2330,1057,2,18.23,0,0,1
383,2530,837,2,18.31,0,0,1
384,2403,1660,2,12.68,0,0,0
385,75,1226,1,18.76,0,0,0
386,582,689,2,9.46,0,0,0
387,634,1433,1,10.35,0,0,0
388,656,1793,2,18.79,0,0,1
389,1030,1646,2,20.87,0,0,1
390,2796,1394,2,14.8,1,0,0
391,2625,1432,1,16.18,0,0,0
392,1054,1756,2,17.67,0,0,0
393,2896,327,3,15.1,0,0,0
394,17,1274,3,20.69,0,0,0
395,1612,731,3,24.85,0,0,0
396,1552,295,2,11.69,0,0,1
397,487,1560,2,18.71,0,0,1
398,1831,693,3,23.29,0,0,0
399,1345,1487,4,25.5,0,0,0
400,1090,1628,5,28.36,1,1,1
401,624,853,2,18.08,0,0,0
402,2240,140,2,14.35,0,0,0
403,2041,1328,3,21.29,0,0,0
404,25,1191,3,27.85,0,0,0
405,2302,587,2,19.98,0,0,0
406,1606,245,1,14.23,0,0,0
407,669,1772,2,12.99,0,0,0
408,2523,1688,3,18.74,0,0,0
409,629,1160,3,22.35,0,0,1
410,500,511,1,15.7,0,0,0
411,1000,419,2,17.14,0,0,0
412,1260,1083,1,13.26,0,0,0
413,1711,1294,5,24.6,0,0,0
414,2163,1314,3,26.48,1,0,0
415,1806,954,1,14.68,1,0,1
416,135,134,4,19.34,1,0,0
417,2455,1173,3,21.16,0,0,1
418,1910,1329,3,15.18,0,0,1
419,1802,758,3,16.32,0,0,1
420,266,761,1,16.72,0,0,0
421,35,670,3,21.81,0,0,0
422,2243,1175,1,19.59,0,0,0
423,2675,262,3,18.52,0,0,1
424,1317,1092,3,19.79,0,0,0
425,14,814,2,16.77,0,0,0
426,1546,1103,3,19.0,1,0,1
427,2416,1233,2,15.73,0,0,0
428,521,697,1,22.97,0,0,0
429,1455,1411,4,24.3,0,0,1
430,1439,731,4,27.89,0,0,1
431,967,1562,3,22.3,0,0,0
432,203,1692,1,18.59,0,0,0
433,2640,1427,1,14.04,0,0,0
434,992,957,3,22.9,0,0,0
435,1797,1799,2,13.28,0,0,0
436,2169,906,2,21.8,0,0,0
437,2680,1399,5,24.44,0,0,1
438,2782,1687,3,21.35,0,0,0
439,983,1408,4,22.36,0,0,0
440,366,1422,3,18.39,0,0,0
441,2967,591,2,18.88,0,0,0
442,2804,194,1,17.05,0,0,1
443,644,1278,1,18.99,1,0,1
444,1598,774,1,21.3,0,0,0
445,2529,420,1,15.19,0,0,0
446,2331,250,1,15.58,1,0,0
447,677,1571,4,25.76,0,0,0
448,1229,36,3,17.67,0,0,0
449,1135,1782,1,10.94,0,0,0
450,526,987,2,17.35,0,0,0
451,2401,533,1,15.36,1,0,0
452,1075,1212,3,22.96,0,0,0
453,1531,1472,2,14.83,1,0,1
454,888,1582,4,25.44,0,0,0
455,2362,161,2,18.6,0,0,0
456,2208,1572,2,18.45,1,0,1
457,1854,1314,3,20.07,0,0,0
458,2567,1559,3,22.25,0,0,0
459,1748,49,1,19.45,0,0,0
460,2111,1439,1,11.48,0,0,0
461,944,1645,3,19.32,0,0,0
462,2154,1703,2,21.92,0,0,1
463,2445,1136,5,26.98,0,0,1
464,2150,327,2,15.94,0,0,1
465,2481,783,4,20.97,0,0,0
466,960,1413,2,17.18,1,0,0
467,1237,1601,4,20.74,0,0,0
468,2972,249,3,18.29,0,0,0
469,2804,194,1,19.04,0,0,0
470,2814,1273,2,18.91,0,0,0
471,1632,1013,2,17.82,0,0,0
472,985,1313,4,25.16,0,0,0
473,2048,355,2,24.19,0,0,0
474,949,430,3,14.41,0,0,0
475,425,122,2,17.47,0,0,0
476,247,9,2,24.65,0,0,0
477,1815,783,4,20.61,0,0,0
478,1623,1200,1,15.17,0,0,0
479,965,1131,1,18.41,0,0,1
480,29,1750,2,19.5,0,0,0
481,2160,1368,2,20.53,0,0,0
482,1183,1698,4,22.84,0,0,1
483,1286,1733,2,14.54,0,0,0
484,2100,1412,1,19.54,0,0,0
485,2456,574,2,16.44,0,0,0
486,2926,1256,1,14.31,0,0,0
487,968,1518,1,14.07,0,0,0
488,1237,1601,3,17.66,0,0,1
489,2858,759,3,17.87,0,0,0
490,693,1318,2,11.69,0,0,1
491,1951,200,1,19.96,0,0,1
492,2084,988,3,20.14,0,0,0
493,797,343,2,26.7,0,0,0
494,2388,738,1,11.81,0,0,0
495,304,712,3,17.38,1,0,0
496,1583,1287,1,15.79,1,0,0
497,1805,337,3,21.22,0,0,0
498,115,474,1,16.61,0,0,0
499,1161,1096,4,18.21,0,0,0
500,911,1090,1,14.83,0,0,0
501,2690,1540,1,9.78,0,0,1
502,1153,308,3,19.66,0,0,0
503,597,1475,3,22.03,0,0,0
504,265,1067,2,17.38,0,0,0
505,72,1341,5,25.77,1,0,0
506,1659,1095,2,14.12,0,0,1
507,2752,1768,2,22.78,1,0,1
508,142,64,4,22.5,0,0,0
509,1760,1093,4,14.82,0,0,0
510,1534,382,1,20.31,1,0,0
511,1051,245,3,17.29,0,0,0
512,524,1141,2,17.03,0,0,0
513,2578,908,1,16.85,1,0,1
514,495,735,3,16.05,0,0,0
515,2818,373,2,16.98,1,0,0
516,1366,1699,4,20.13,0,0,0
517,2603,157,2,17.0,0,0,0
518,1581,709,1,15.09,1,0,0
519,1355,820,1,16.4,0,0,0
520,2894,1473,1,18.42,0,0,0
521,1736,1002,2,13.5,0,0,0
522,2534,1714,3,18.94,0,0,0
523,1635,1551,2,19.53,0,0,0
524,975,888,2,17.34,0,0,0
525,1054,1756,3,22.48,0,0,1
526,1728,330,2,19.37,0,0,0
527,1565,766,2,15.83,0,0,0
528,1673,776,3,17.54,0,0,0
529,2674,528,3,18.52,0,0,1
530,1974,904,3,17.66,0,0,0
531,2916,1208,3,18.39,0,0,1
532,329,318,1,14.86,0,0,1
533,2269,779,4,20.33,1,0,0
534,2533,718,2,12.89,0,0,0
535,572,1691,2,13.71,0,0,1
536,146,903,1,13.18,0,0,0
537,1288,1248,2,17.93,1,0,0
538,2251,229,2,11.89,0,0,0
539,2421,604,2,23.88,0,0,0
540,885,552,3,28.93,1,1,0
541,1980,482,4,26.36,0,0,0
542,1290,1423,2,18.89,0,0,1
543,2741,855,3,24.3,0,0,1
544,1896,1705,2,19.22,1,0,0
545,382,1786,1,19.84,0,0,1
546,148,103,3,11.75,0,0,0
547,1276,1765,5,24.34,0,0,1
548,2781,608,4,27.42,0,0,0
549,1277,847,1,8.98,1,0,1
550,2354,1139,1,13.27,0,0,0
551,644,1278,2,16.2,0,0,0
552,1076,1409,5,24.18,0,0,0
553,2710,212,4,27.31,0,0,1
554,769,1386,2,14.31,1,0,0
555,2557,1555,1,10.65,0,0,1
556,1247,1514,3,16.15,0,0,0
557,2878,1110,3,22.42,0,0,0
558,2703,244,2,20.74,0,0,0
559,2405,137,4,25.35,0,0,0
560,2073,1268,3,21.74,0,0,0
561,2783,401,1,18.62,0,0,0
562,992,957,3,22.03,0,0,0
563,620,95,4,25.36,1,0,1
564,684,1345,3,24.75,0,0,0
565,1849,164,1,18.73,0,0,0
566,1921,1545,3,17.38,0,0,0
567,705,1110,3,25.12,0,0,0
568,1439,731,3,14.78,0,0,0
569,1854,1314,3,31.73,0,1,0
570,1565,766,1,13.39,0,0,0
571,751,1262,4,16.1,0,0,0
572,938,758,2,30.13,0,1,0
573,1238,800,2,24.34,0,0,0
574,921,1716,1,20.89,0,0,0
575,2726,697,2,18.68,0,0,0
576,2058,1655,2,21.42,0,0,0
577,2074,688,2,13.74,0,0,1
578,2239,44,1,13.45,0,0,0
579,626,561,4,31.57,0,1,0
580,1723,51,2,15.59,0,0,0
581,1834,681,2,13.38,0,0,0
582,2911,31,2,14.37,0,0,1
583,283,837,3,27.34,0,0,0
584,2880,114,1,23.61,0,0,0
585,1291,623,3,19.26,0,0,0
586,1520,249,2,18.44,0,0,0
587,1693,210,1,20.96,1,0,0
588,1404,659,2,14.44,0,0,1
589,2019,580,1,20.31,0,0,0
590,697,31,1,19.6,0,0,0
591,2437,1389,2,15.16,0,0,1
592,1387,1157,2,12.74,0,0,0
593,2437,1389,2,21.85,1,0,1
594,2286,273,2,17.39,0,0,0
595,592,1560,3,20.84,0,0,0
596,2724,1151,2,19.31,0,0,0
597,1238,800,2,19.31,0,0,0
598,165,1587,1,16.46,0,0,0
599,29,1750,2,19.42,1,0,1
600,2545,1071,2,15.35,0,0,0
601,2628,1380,2,17.16,1,0,0
602,704,899,1,10.58,0,0,0
603,2774,782,2,9.59,0,0,1
604,1755,417,3,19.64,0,0,0
605,1099,1500,3,21.95,0,0,0
606,597,1475,2,18.45,0,0,0
607,732,1533,2,15.87,0,0,0
608,802,498,1,14.28,1,0,1
609,1221,837,3,16.65,0,0,0
610,1134,1506,2,21.49,0,0,1
611,2021,700,2,23.38,0,0,1
612,1532,1479,1,15.61,0,0,0
613,1728,330,1,11.99,1,0,0
614,2212,765,2,21.64,0,0,1
615,452,1506,1,21.61,0,0,0
616,328,1030,1,15.42,1,0,0
617,1623,1200,1,14.95,0,0,0
618,1696,1503,2,15.37,1,0,0
619,2548,1488,5,26.51,0,0,1
620,2360,711,3,15.13,0,0,0
621,776,732,2,18.27,0,0,0
622,943,430,1,8.74,0,0,1
623,1653,132,3,19.45,0,0,0
624,2671,1126,3,19.9,0,0,0
625,1563,1361,2,15.7,0,0,1
626,122,340,4,21.99,0,0,0
627,2905,1342,2,11.82,0,0,0
628,810,1346,1,16.39,1,0,1
629,2139,235,3,17.11,0,0,1
630,1743,280,2,18.96,0,0,0
631,319,867,3,20.21,0,0,0
632,2296,796,1,11.11,0,0,0
633,1991,903,1,17.09,0,0,1
634,1921,1545,1,11.06,0,0,0
635,2108,171,3,13.49,0,0,0
636,2590,1428,1,17.77,0,0,0
637,2031,1729,1,16.28,0,0,0
638,1444,637,1,10.99,0,0,0
639,719,1780,5,27.24,0,0,1
640,1702,1108,2,16.59,1,0,0
641,1091,1038,3,19.39,1,0,0
642,613,164,4,22.29,0,0,1
643,39,63,2,14.77,0,0,0
644,1531,1472,2,19.57,1,0,0
645,2918,393,2,16.3,0,0,0
646,1019,596,1,13.19,0,0,0
647,2950,1430,1,16.51,0,0,0
648,2794,1083,2,20.18,0,0,0
649,1011,606,2,18.25,0,0,0
650,105,1176,2,14.38,0,0,0
651,1875,863,2,12.03,0,0,0
652,2152,634,1,9.37,0,0,0
653,2406,791,1,8.02,0,0,0
654,666,1053,1,6.7,0,0,1
655,1904,1610,3,22.95,0,0,0
656,2358,1075,2,21.18,0,0,0
657,201,1262,3,25.89,0,0,1
658,993,111,2,20.57,1,0,0
659,2940,1562,2,17.19,0,0,0
660,2995,558,2,18.8,0,0,0
661,2372,347,1,10.54,1,0,0
662,2771,718,1,17.79,1,0,1
663,1236,707,2,19.19,0,0,1
664,2269,779,4,21.65,0,0,0
665,2677,575,2,18.3,0,0,0
666,2236,728,2,19.2,0,0,0
667,790,482,1,13.18,0,0,0
668,295,894,1,17.69,0,0,0
669,2092,1281,4,26.3,1,0,0
670,1600,613,2,18.22,0,0,0
671,2166,486,3,25.69,1,0,0
672,619,1396,1,15.47,0,0,0
673,781,1397,1,11.11,0,0,0
674,1577,412,3,18.07,1,0,0
675,397,716,2,19.74,0,0,0
676,151,1242,2,14.54,1,0,0
677,585,784,4,21.45,0,0,0
678,1448,1035,4,21.44,0,0,0
679,2627,1719,2,15.53,0,0,0
680,1624,873,1,10.76,1,0,0
681,27,1589,1,13.64,0,0,1
682,785,1032,4,26.85,0,0,1
683,1236,707,4,14.87,0,0,0
684,2712,1377,4,17.31,0,0,0
685,1841,1171,2,15.28,0,0,0
686,1264,1650,4,25.63,0,0,1
687,556,793,2,18.84,0,0,0
688,1903,1737,2,17.93,0,0,0
689,1425,1569,2,18.51,0,0,0
690,154,1360,2,10.67,0,0,0
691,1967,1027,1,13.35,0,0,0
692,2620,437,2,14.64,1,0,1
693,2900,1324,6,27.44,1,0,0
694,2683,1012,4,22.54,0,0,0
695,1375,1230,3,18.98,0,0,0
696,289,1094,1,8.37,0,0,0
697,1236,707,2,12.94,0,0,0
698,1202,944,1,19.89,0,0,1
699,1441,688,2,18.09,0,0,0
700,896,678,3,22.9,0,0,0
701,1218,995,4,25.37,0,0,1
702,107,412,5,22.94,1,0,0
703,2903,1251,2,12.51,0,0,0
704,100,512,2,20.51,0,0,0
705,1231,1040,1,17.29,0,0,0
706,1461,236,1,19.49,0,0,0
707,1907,294,2,13.93,1,0,0
708,496,494,1,13.53,0,0,1
709,514,1591,3,23.75,0,0,1
710,307,759,2,25.17,0,0,0
711,284,921,2,20.26,0,0,0
712,1691,1558,2,30.63,0,1,1
713,1260,1083,3,11.68,1,0,0
714,2404,481,1,15.86,0,0,0
715,2754,35,3,17.32,1,0,0
716,694,1770,2,18.75,0,0,1
717,1883,1538,1,13.43,1,0,1
718,1810,1207,4,20.61,0,0,0
719,1128,1272,2,13.0,0,0,0
720,2140,569,2,18.22,0,0,0
721,197,839,3,23.06,1,0,1
722,290,1111,2,26.61,0,0,0
723,867,1433,1,11.66,0,0,0
724,1786,1719,2,13.17,1,0,0
725,2630,1275,2,18.75,1,0,0
726,2963,1353,2,17.36,0,0,1
