id,flight_id,age,annual_income,group_size,loyalty_tier
157,377,28,59258.0,2,1
158,516,22,32620.0,2,0
159,101,58,59521.0,1,3
160,1109,24,29905.0,3,1
161,708,23,45542.0,1,0
162,944,40,100506.0,2,2
163,1083,44,51666.0,3,0
164,851,30,45608.0,2,0
165,108,33,74876.0,1,3
166,547,65,56982.0,1,3
167,1163,57,31680.0,1,0
168,1159,54,38327.0,1,0
169,85,46,33675.0,1,0
170,78,18,101677.0,1,2
171,155,33,27288.0,1,0
172,906,29,49472.0,3,1
173,1128,42,42396.0,1,0
174,555,20,88875.0,4,2
175,913,54,28696.0,1,1
176,501,36,37823.0,1,2
177,166,48,82210.0,1,0
178,1177,41,38845.0,1,2
179,635,56,64913.0,4,1
180,1174,33,103968.0,1,0
181,836,33,37750.0,1,2
182,1079,25,94152.0,1,0
183,473,22,47614.0,1,1
184,613,32,64342.0,1,0
185,714,35,65061.0,2,1
186,567,33,58717.0,2,0
187,376,38,62044.0,4,1
188,164,51,49467.0,1,1
189,559,43,53531.0,3,0
190,398,35,61866.0,3,3
191,176,23,40328.0,1,3
192,312,18,33329.0,1,1
193,779,45,74914.0,2,3
194,710,21,29785.0,1,0
195,916,42,101855.0,1,2
196,226,35,54644.0,2,2
197,103,39,59245.0,4,0
198,399,20,59223.0,4,0
199,12,39,49042.0,1,2
200,953,35,103893.0,1,0
201,733,18,63174.0,2,3
202,836,47,18000.0,1,0
203,533,30,70207.0,1,2
204,649,41,30264.0,1,2
205,411,31,29358.0,2,2
206,81,38,80178.0,1,1
207,1126,23,68695.0,1,0
208,1126,65,93303.0,1,2
209,931,24,40565.0,1,0
210,556,25,29152.0,1,0
211,70,45,39043.0,1,2
212,738,36,32659.0,2,1
213,259,59,73061.0,1,1
214,924,28,33625.0,2,2
215,148,18,43558.0,3,3
216,279,40,79186.0,1,1
217,840,61,60271.0,3,0
218,706,56,70815.0,2,1
219,61,36,56043.0,1,2
220,360,54,30902.0,3,1
221,942,58,33786.0,1,0
222,758,18,42190.0,1,0
223,602,27,36792.0,5,0
224,537,26,22759.0,2,1
225,1003,41,51362.0,2,2
226,1159,64,36678.0,3,0
227,1196,42,63399.0,2,2
228,1176,39,71922.0,1,0
229,1002,64,56260.0,1,0
230,1079,25,35475.0,2,2
231,315,30,35256.0,1,2
232,1142,49,46978.0,4,0
233,830,25,54782.0,1,0
234,1054,26,20681.0,1,0
235,1043,43,53218.0,3,1
236,525,28,37421.0,1,2
237,910,36,35270.0,1,0
238,187,52,141397.0,1,1
239,879,39,85472.0,2,1
240,519,35,29747.0,1,0
241,1188,24,53471.0,3,1
242,97,44,72032.0,1,2
243,341,27,58491.0,1,0
244,485,49,99678.0,1,2
245,374,26,62882.0,3,2
246,1025,30,43845.0,2,0
247,99,42,57096.0,1,1
248,1190,42,54221.0,1,0
249,152,27,38787.0,1,3
250,362,37,102075.0,1,2
251,597,38,37175.0,3,0
252,717,24,65616.0,2,0
253,820,40,56334.0,2,0
254,640,36,30920.0,2,0
255,569,48,143051.0,2,2
256,238,51,44480.0,5,3
257,680,32,79121.0,1,1
258,813,48,34693.0,2,2
259,292,54,81965.0,2,1
260,253,34,41991.0,1,2
261,145,34,52044.0,1,0
262,373,38,46595.0,2,0
263,435,49,56032.0,5,1
264,811,30,118173.0,2,2
265,394,30,202320.0,2,1
266,1092,34,61386.0,2,0
267,1046,63,34508.0,1,0
268,1110,23,45721.0,1,0
269,89,29,60983.0,2,2
270,250,18,28448.0,4,0
271,841,43,57081.0,2,0
272,753,38,27469.0,3,1
273,196,29,51352.0,2,0
274,294,36,52917.0,2,1
275,619,23,107107.0,1,0
276,468,26,44795.0,1,2
277,123,23,39370.0,5,2
278,1103,28,66286.0,2,0
279,216,50,46326.0,1,1
280,246,46,43990.0,1,0
281,1181,18,130868.0,1,2
282,936,52,60044.0,1,2
283,959,27,80955.0,1,1
284,722,36,84838.0,2,0
285,31,30,77622.0,4,0
286,87,49,45810.0,1,3
287,997,33,54843.0,1,0
288,486,51,83844.0,1,1
289,529,40,33708.0,1,2
290,1099,37,68774.0,1,2
291,186,23,41800.0,2,1
292,880,24,58658.0,2,1
293,1068,41,38626.0,3,1
294,16,35,36301.0,2,1
295,16,50,46973.0,1,2
296,1087,64,68139.0,2,1
297,821,48,24284.0,1,0
298,209,18,104241.0,1,2
299,209,24,79966.0,5,1
300,111,37,31900.0,1,0
301,101,43,75499.0,1,0
302,1098,47,88584.0,3,0
303,1016,47,110925.0,1,1
304,958,38,104526.0,1,1
305,419,50,34164.0,1,0
306,860,21,75351.0,2,1
307,1070,18,60166.0,2,2
308,317,51,81624.0,1,1
309,228,37,67505.0,2,1
310,614,18,34525.0,1,2
311,666,43,99030.0,2,1
312,193,52,54638.0,1,0
313,336,52,34151.0,1,1
314,63,45,50279.0,3,0
315,135,39,32987.0,4,0
316,896,22,73993.0,2,3
317,409,19,36252.0,1,1
318,646,48,52484.0,2,0
319,1079,30,125427.0,2,1
320,122,49,53227.0,1,0
321,675,23,60192.0,1,1
322,106,49,39953.0,1,2
323,1161,35,73010.0,1,1
324,867,33,100307.0,1,3
325,667,57,70436.0,1,2
326,604,63,65048.0,2,3
327,1183,18,47052.0,1,1
328,256,32,28776.0,1,1
329,126,35,53830.0,2,0
330,1130,38,48512.0,1,0
331,161,32,69860.0,1,2
332,793,18,28614.0,5,1
333,23,26,39932.0,1,2
334,762,33,81025.0,2,1
335,622,22,60855.0,1,3
336,123,50,48769.0,1,0
337,859,47,53398.0,2,3
338,1059,59,47999.0,2,0
339,812,68,32762.0,2,0
340,541,43,58550.0,1,1
341,353,23,58671.0,1,1
342,861,18,48185.0,5,0
343,467,57,47060.0,3,0
344,646,33,40781.0,1,2
345,714,36,55980.0,1,1
346,638,51,46471.0,1,0
347,275,31,90398.0,1,3
348,302,18,91889.0,3,0
349,1112,29,33734.0,2,1
350,1097,18,32778.0,1,1
351,732,36,33953.0,2,0
352,129,21,61879.0,3,3
353,869,48,55986.0,4,0
354,985,52,64474.0,2,0
355,961,31,45557.0,3,0
356,809,25,31379.0,3,1
357,824,35,58649.0,5,1
358,31,24,40978.0,5,1
359,788,42,67596.0,1,1
360,50,47,35264.0,1,1
361,138,54,38995.0,2,2
362,942,26,74616.0,4,1
363,4,44,74329.0,2,0
364,492,46,27464.0,2,0
365,482,26,48624.0,2,1
366,513,25,44048.0,2,0
367,32,51,46609.0,2,3
368,67,26,85253.0,4,1
369,89,34,27199.0,2,0
370,962,53,56752.0,2,1
371,706,25,84801.0,3,0
372,142,29,19562.0,3,0
373,590,36,45260.0,2,1
374,523,30,43153.0,1,0
375,833,44,77509.0,1,0
376,1018,55,18573.0,1,1
377,220,49,114345.0,1,0
378,507,40,46334.0,2,1
379,442,25,75812.0,1,1
380,318,25,37221.0,1,1
381,189,26,28968.0,1,1
382,130,31,128208.0,1,0
383,369,29,55237.0,1,0
384,286,47,53968.0,4,0
385,601,32,32241.0,1,0
386,605,39,31860.0,4,1
387,1110,29,62289.0,1,0
388,162,47,51951.0,1,0
389,987,54,58241.0,2,1
390,337,53,47663.0,2,0
391,820,38,52066.0,1,1
392,545,26,32174.0,1,1
393,88,50,44440.0,3,3
394,769,38,81049.0,2,1
395,885,37,72745.0,1,1
396,566,25,91430.0,3,0
397,916,39,31008.0,1,0
398,872,47,23470.0,1,1
399,959,74,62394.0,1,1
400,1086,43,32301.0,4,0
401,774,25,47941.0,1,0
402,679,33,24931.0,2,0
403,934,41,30075.0,2,1
404,304,25,85482.0,3,1
405,472,55,32287.0,1,0
406,481,25,77633.0,1,3
407,905,29,51171.0,4,1
408,1058,18,63665.0,4,1
409,770,49,34132.0,2,0
410,372,56,36969.0,1,0
411,349,51,27794.0,1,0
412,1043,22,24154.0,2,0
413,272,53,46552.0,2,2
414,29,36,33437.0,2,1
415,549,30,97214.0,1,0
416,383,62,95275.0,2,0
417,1126,56,66419.0,1,0
418,861,78,39722.0,5,0
419,368,52,49309.0,1,2
420,1038,20,58595.0,1,2
421,833,66,41267.0,2,1
422,579,37,48314.0,2,2
423,581,40,85708.0,1,1
424,784,60,30503.0,1,0
425,534,44,45159.0,4,1
426,940,54,35991.0,1,0
427,1144,42,46568.0,1,2
428,191,44,135695.0,4,2
429,8,34,30196.0,5,0
430,1111,18,60668.0,1,2
431,1178,26,48742.0,1,0
432,1007,40,92298.0,1,1
433,96,21,47122.0,2,1
434,490,43,34863.0,2,0
435,1075,43,26024.0,1,2
436,1061,52,30314.0,1,1
437,194,39,71099.0,1,1
438,758,47,83126.0,3,2
439,928,18,44858.0,1,0
440,768,32,52417.0,1,2
441,199,45,52982.0,2,2
442,242,35,133694.0,5,2
443,863,40,62584.0,3,0
444,482,25,62189.0,2,1
445,463,34,39770.0,1,1
446,228,28,20030.0,5,0
447,615,49,47434.0,1,0
448,781,27,75441.0,1,1
449,751,21,67795.0,4,0
450,1052,28,55739.0,3,1
451,1151,35,42162.0,1,0
452,271,51,34712.0,1,1
453,455,46,33639.0,1,0
454,64,37,53427.0,1,0
455,447,45,37804.0,2,0
456,443,34,21439.0,2,0
457,50,30,33221.0,2,1
458,392,20,34024.0,1,0
459,172,53,66518.0,4,3
460,50,47,38571.0,1,2
461,89,40,36136.0,1,2
462,75,53,34755.0,1,1
463,869,46,34815.0,5,0
464,993,40,116994.0,2,0
465,832,31,44833.0,2,0
466,540,23,64951.0,2,2
467,1021,53,41102.0,1,0
468,391,59,40040.0,2,3
469,844,36,88635.0,3,0
470,374,51,99614.0,1,2
471,3,57,58796.0,1,0
472,523,44,39737.0,1,0
473,567,30,65542.0,1,0
474,59,54,27977.0,3,1
475,106,35,20993.0,2,1
476,21,56,47999.0,2,1
477,1154,49,31043.0,4,2
478,469,48,45223.0,4,0
479,467,40,53484.0,1,0
480,1103,29,68068.0,5,0
481,925,38,40864.0,3,1
482,760,30,69584.0,1,2
483,760,18,42410.0,3,1
484,725,18,34916.0,1,0
485,607,29,32409.0,1,0
486,808,35,33964.0,1,0
487,61,69,18000.0,1,0
488,28,37,50068.0,4,0
489,1048,45,58505.0,1,0
490,1085,35,73856.0,1,0
491,498,18,24812.0,5,1
492,842,48,68263.0,3,1
493,1164,34,56617.0,1,2
494,601,48,63948.0,3,0
495,3,54,48913.0,5,2
496,79,51,18000.0,5,0
497,940,37,51009.0,1,0
498,160,40,58703.0,1,1
499,1184,31,63763.0,4,2
500,714,26,58679.0,3,0
501,443,35,44790.0,1,2
502,544,29,23412.0,1,0
503,430,24,40467.0,2,2
504,610,18,77846.0,1,1
505,1136,31,96295.0,1,2
506,1169,25,26688.0,2,0
507,1125,45,37599.0,4,0
508,994,44,130341.0,1,2
509,340,48,34753.0,4,0
510,47,32,58862.0,1,0
511,973,18,59233.0,1,0
512,880,18,43508.0,3,0
513,1127,57,39403.0,2,0
514,128,18,72832.0,1,2
515,136,18,61519.0,1,2
516,559,39,27069.0,2,1
517,402,19,42518.0,2,1
518,1131,26,55534.0,1,2
519,392,30,69868.0,1,0
520,142,40,39234.0,1,0
521,210,19,36258.0,4,0
522,562,18,36941.0,1,0
523,218,18,72627.0,3,2
524,771,18,34892.0,1,3
525,346,34,49302.0,2,1
526,1041,49,31687.0,4,0
527,277,35,60943.0,2,2
528,160,34,28807.0,1,0
529,714,31,34861.0,1,0
530,748,26,40128.0,3,0
531,904,42,36193.0,5,0
532,637,21,39736.0,1,0
533,860,35,36790.0,1,0
534,364,34,31230.0,2,0
535,327,35,95338.0,2,3
536,1137,45,52277.0,5,0
537,791,48,57770.0,1,0
538,379,18,93668.0,3,1
539,18,36,31212.0,1,1
540,671,28,41791.0,1,1
541,213,49,42214.0,1,0
542,1004,44,43833.0,1,0
543,198,50,43755.0,1,1
544,105,34,21362.0,4,0
545,118,50,51042.0,1,2
546,648,49,42714.0,2,1
547,904,19,57905.0,1,0
548,335,18,51593.0,3,1
549,843,37,108150.0,2,0
550,958,25,53962.0,1,3
551,784,40,109744.0,4,2
552,502,18,146847.0,1,2
553,505,41,70493.0,1,2
554,829,25,54866.0,1,1
555,849,46,43313.0,1,0
556,127,35,39858.0,1,1
557,722,44,38602.0,1,0
558,547,25,64530.0,1,2
559,474,41,47660.0,4,1
560,325,20,64054.0,1,0
561,599,31,45935.0,1,0
562,922,31,88117.0,5,2
563,193,30,87043.0,2,1
564,190,34,68838.0,1,2
565,439,18,47626.0,1,0
566,522,39,30056.0,5,0
567,881,35,18260.0,1,1
568,661,47,30758.0,1,3
569,191,18,101309.0,1,1
570,171,51,60069.0,4,2
571,596,18,60145.0,3,1
572,1134,49,59649.0,1,2
573,50,45,18000.0,1,0
574,1023,37,103217.0,2,2
575,845,56,39062.0,1,0
576,497,18,42043.0,3,0
577,710,33,25025.0,1,1
578,886,40,41682.0,3,1
579,1142,50,86362.0,2,2
580,1059,42,29969.0,2,0
581,567,32,57251.0,2,0
582,522,44,33641.0,1,2
583,5,34,48272.0,2,0
584,846,18,31207.0,2,1
585,561,44,82365.0,5,0
586,642,40,31358.0,1,1
587,292,30,58271.0,1,2
588,375,32,73624.0,2,2
589,351,37,52039.0,1,1
590,383,18,56221.0,1,0
591,688,28,38741.0,1,0
592,22,57,62294.0,2,1
593,816,29,65528.0,2,1
594,720,33,29562.0,3,2
595,681,23,34179.0,2,2
596,1143,44,85211.0,1,0
597,139,33,49705.0,1,2
598,955,38,51513.0,1,0
599,562,33,200895.0,1,2
600,961,18,35010.0,3,1
601,116,33,121905.0,4,1
602,270,36,57898.0,1,0
603,860,34,81284.0,1,1
604,210,52,107509.0,2,2
605,266,63,41186.0,4,0
606,279,44,46397.0,1,1
607,648,24,34541.0,1,1
608,398,56,39385.0,2,1
609,1065,26,43662.0,1,3
610,1144,59,42406.0,1,1
611,179,46,77854.0,2,3
612,816,41,72795.0,1,2
613,1097,32,53170.0,1,0
614,67,33,60622.0,1,0
615,228,49,104922.0,1,1
616,37,36,42411.0,1,2
617,185,41,33441.0,4,0
618,1009,48,25333.0,2,1
619,618,43,40077.0,5,1
620,697,54,28843.0,2,2
621,1053,25,72149.0,1,1
622,1068,24,36370.0,5,0
623,82,58,82032.0,3,1
624,157,31,84465.0,4,2
625,774,44,63227.0,1,2
626,51,39,46298.0,3,0
627,888,31,45594.0,1,1
628,1098,20,40177.0,2,0
629,966,55,19688.0,1,2
630,1080,26,80604.0,1,3
631,863,51,84798.0,1,0
632,948,27,50976.0,1,0
633,14,35,69731.0,1,1
634,723,25,24916.0,2,0
635,19,31,82551.0,1,0
636,719,41,93931.0,3,0
637,785,24,57321.0,2,3
638,385,33,38189.0,1,0
639,872,42,53154.0,3,1
640,518,50,97928.0,2,0
641,394,31,83999.0,2,0
642,113,20,31115.0,2,0
643,539,42,46428.0,1,2
644,779,57,100855.0,2,0
645,1083,27,24076.0,1,0
646,687,41,35080.0,1,0
647,600,48,105693.0,1,0
648,407,29,59962.0,3,1
649,593,28,85416.0,1,3
650,1051,30,27599.0,4,2
651,998,52,20815.0,1,1
652,1071,32,82676.0,3,1
653,220,47,76234.0,1,0
654,581,45,22060.0,1,0
655,37,38,55262.0,1,1
656,750,34,49522.0,3,1
657,581,26,92620.0,1,2
658,442,69,31260.0,2,0
659,580,46,24797.0,1,0
660,749,18,27760.0,2,0
661,561,36,119055.0,1,3
662,609,29,94924.0,1,1
663,1185,36,70159.0,1,3
664,119,62,116913.0,3,2
665,897,18,52612.0,3,1
666,869,51,54171.0,2,1
667,288,43,32707.0,2,0
668,1064,56,84893.0,2,2
669,125,42,115570.0,2,1
670,144,19,39511.0,1,1
671,317,32,38357.0,1,0
672,264,18,48428.0,1,2
673,620,66,115814.0,1,1
674,310,38,56747.0,1,1
675,268,25,53186.0,1,2
676,318,35,149951.0,3,2
677,1136,50,32025.0,1,3
678,1085,43,37897.0,1,1
679,615,55,34152.0,1,0
680,56,39,81340.0,2,0
681,596,36,48784.0,1,1
682,22,18,81588.0,1,2
683,852,24,34582.0,2,3
684,1154,31,27409.0,1,0
685,890,55,46754.0,1,0
686,378,23,57958.0,1,1
687,569,44,53827.0,1,3
688,695,49,68078.0,3,3
689,1053,49,43033.0,1,2
690,823,32,33000.0,2,2
691,847,26,31896.0,3,0
692,1128,29,26092.0,1,1
693,896,35,101704.0,1,1
694,640,38,65076.0,2,1
695,308,48,58849.0,2,2
696,230,36,50720.0,2,0
697,846,57,57945.0,4,0
698,354,36,67898.0,2,0
699,517,30,50280.0,1,1
700,565,23,68518.0,1,1
701,517,63,56103.0,1,1
702,996,49,66679.0,2,2
703,964,36,35426.0,1,0
704,534,58,38970.0,1,1
705,142,56,61676.0,1,0
706,436,38,66298.0,2,3
707,783,48,45064.0,1,1
708,1128,37,79424.0,3,3
709,804,60,34696.0,2,0
710,521,38,26974.0,1,3
711,709,18,58661.0,4,2
712,977,39,38636.0,1,1
713,997,36,35350.0,1,3
714,308,39,28325.0,1,0
715,626,40,18000.0,4,1
716,28,35,99010.0,1,1
717,915,41,36407.0,1,0
718,519,42,31783.0,1,2
719,847,33,62022.0,1,1
720,563,32,142144.0,1,2
721,107,41,47689.0,2,3
722,135,28,19036.0,4,0
723,222,27,55567.0,1,0
724,941,45,97006.0,2,0
725,24,18,48748.0,1,0
726,1166,37,57906.0,2,0
727,431,30,64472.0,2,1
728,589,44,48604.0,1,0
729,544,18,28818.0,1,0
730,242,23,66940.0,1,1
731,857,44,82845.0,1,0
732,100,37,28886.0,1,1
733,536,39,53234.0,4,1
734,344,34,66292.0,1,0
735,827,33,28771.0,2,0
736,119,51,60472.0,1,0
737,395,42,46750.0,4,1
738,1186,25,80875.0,1,1
739,921,41,43543.0,1,0
740,237,40,116999.0,1,2
741,85,31,25101.0,1,2
742,92,18,19593.0,2,0
743,451,18,48181.0,4,1
744,174,33,78985.0,1,1
745,1039,45,66299.0,1,3
746,571,39,18000.0,1,0
747,794,43,60203.0,1,1
748,893,18,46916.0,1,0
749,392,36,46310.0,3,1
750,338,41,43450.0,4,0
751,949,36,65694.0,1,1
752,358,54,82715.0,4,2
753,71,36,39913.0,4,0
754,371,19,46641.0,1,1
755,640,26,43432.0,1,1
756,644,24,71814.0,1,0
757,929,26,23713.0,1,0
758,319,40,35810.0,4,0
759,608,43,90893.0,2,3
760,596,35,42122.0,2,2
761,16,33,27754.0,2,0
762,854,51,29024.0,3,0
763,557,45,61611.0,3,1
764,1015,18,75910.0,4,1
765,499,35,81454.0,2,1
766,174,59,73539.0,1,0
767,1177,33,43430.0,1,0
768,539,39,61723.0,5,2
769,121,64,78794.0,1,3
770,347,40,36297.0,1,1
771,913,33,32452.0,3,1
772,831,18,60478.0,2,3
773,39,57,40152.0,1,1
774,195,27,64409.0,1,2
775,95,62,33421.0,2,0
776,1026,44,59504.0,1,0
777,1153,51,29650.0,3,0
778,129,69,59931.0,1,1
779,878,54,56774.0,1,2
780,501,27,49320.0,4,2
781,1181,20,76687.0,1,1
782,852,37,27133.0,2,3
783,173,36,49368.0,1,2
784,464,32,66418.0,3,0
785,121,60,61374.0,1,1
786,960,37,66657.0,3,1
787,287,48,50989.0,2,1
788,760,32,30193.0,4,0
789,606,37,82104.0,1,0
790,67,29,110913.0,1,0
791,606,45,55399.0,1,1
792,1062,18,37817.0,1,0
793,1004,38,32230.0,1,0
794,509,35,28187.0,2,1
795,286,28,36720.0,2,0
796,901,47,26824.0,1,0
797,768,37,80100.0,2,0
798,998,36,50142.0,4,2
799,896,46,27975.0,1,0
800,242,24,135662.0,2,0
801,29,47,20532.0,3,2
802,245,33,32445.0,3,0
803,588,43,44918.0,2,0
804,65,45,44523.0,1,0
805,1195,53,36098.0,2,1
806,360,37,27557.0,1,0
807,501,50,101824.0,1,3
808,914,54,56507.0,3,0
809,409,25,43574.0,5,2
810,1062,25,62772.0,2,2
811,954,42,30287.0,4,0
812,1200,44,52315.0,1,2
813,931,64,56939.0,2,2
814,1095,27,29307.0,2,0
815,372,45,37011.0,1,1
816,679,55,43582.0,1,0
817,1013,18,29948.0,1,0
818,587,35,54692.0,2,0
819,1034,34,49142.0,2,1
820,1072,41,54741.0,1,0
821,1128,50,81846.0,1,2
822,324,27,63578.0,1,0
823,88,59,36491.0,1,2
824,1145,51,53497.0,1,2
825,1066,32,56952.0,1,2
826,223,47,55383.0,4,0
827,526,48,129658.0,1,1
828,642,54,148152.0,1,2
829,708,31,20174.0,1,0
830,819,22,26337.0,2,0
831,1025,28,86866.0,3,1
832,382,31,67142.0,1,1
833,909,36,67497.0,5,0
834,973,25,70041.0,2,0
835,840,40,33152.0,1,0
836,934,48,35493.0,1,0
837,320,47,50572.0,1,1
838,854,70,70559.0,2,3
839,1155,37,75299.0,1,0
840,261,24,62823.0,1,1
841,886,22,63815.0,2,0
842,206,41,42913.0,3,2
843,344,31,25795.0,2,0
844,236,19,18895.0,2,2
845,1089,43,108081.0,1,0
846,626,25,62169.0,3,0
847,708,33,72758.0,4,1
848,1182,56,46359.0,1,1
849,608,25,24348.0,1,3
850,961,20,35246.0,1,0
851,706,18,27772.0,1,1
852,756,31,40709.0,1,0
853,610,22,32540.0,1,0
854,176,20,46247.0,3,0
855,561,27,41049.0,2,2
856,1115,27,28362.0,1,1
857,652,23,59330.0,2,2
858,571,69,75930.0,1,1
859,517,64,40066.0,2,1
860,863,33,44628.0,2,1
861,1021,30,101946.0,1,0
862,620,36,36733.0,1,0
863,290,24,74694.0,3,0
864,983,24,45818.0,1,0
865,1124,31,42753.0,3,2
866,1022,32,90539.0,1,3
867,988,50,44260.0,1,0
868,186,32,36027.0,1,0
869,844,38,59561.0,1,0
870,1087,29,67952.0,1,2
871,32,63,21179.0,2,0
872,380,69,18037.0,2,1
873,849,53,36411.0,5,0
874,22,47,34619.0,2,2
875,42,18,53660.0,5,0
876,1034,43,52627.0,1,2
877,983,58,52290.0,1,0
878,397,18,52512.0,1,1
879,1155,46,109474.0,1,3
880,478,71,70937.0,1,1
881,1041,37,37702.0,1,0
882,408,39,55761.0,1,3
883,51,71,66270.0,2,2
884,1087,57,41361.0,1,0
885,749,18,34757.0,2,0
886,652,24,39164.0,2,1
887,111,53,60050.0,5,0
888,737,18,54309.0,1,1
889,436,23,66241.0,2,1
890,1179,28,52378.0,3,0
891,797,26,148844.0,1,1
892,558,25,147446.0,3,0
893,986,32,77518.0,3,1
894,1091,22,25532.0,2,0
895,592,18,44383.0,1,1
896,36,41,63916.0,1,1
897,160,49,72905.0,3,0
898,985,35,79140.0,2,0
899,972,43,52504.0,2,0
900,838,56,46236.0,1,0
901,185,44,37309.0,4,2
902,757,37,51429.0,1,0
903,604,58,54258.0,1,0
904,354,53,59078.0,3,0
905,652,35,37820.0,1,0
906,323,48,43307.0,1,1
907,820,44,41928.0,1,2
908,679,73,52347.0,2,3
909,164,61,49425.0,1,2
910,471,44,44826.0,2,1
911,192,50,45602.0,2,0
912,207,18,44032.0,5,2
913,838,38,44355.0,3,0
914,1108,39,37728.0,2,0
915,949,44,46145.0,1,0
916,1125,31,31941.0,3,1
917,827,38,41997.0,2,1
918,109,43,56514.0,1,2
919,622,31,57066.0,3,2
