id,origin_airport_id,destination_airport_id,distance,departure_hour,airline_code,is_delayed
491,8,16,208.7,19,1,0
492,13,17,514.5,18,2,0
493,11,5,660.7,7,0,1
494,6,15,301.8,21,3,0
495,10,3,582.9,8,5,0
496,11,4,567.5,10,1,0
497,6,18,3034.4,16,2,1
498,14,12,675.8,13,5,0
499,17,5,1450.6,8,2,0
500,13,4,688.6,8,2,0
501,9,13,284.8,10,3,1
502,6,7,3299.3,3,4,1
503,9,10,575.6,6,3,0
504,11,3,415.9,12,0,0
505,18,10,1336.1,10,1,0
506,15,5,1313.3,9,3,1
507,10,12,624.3,11,0,0
508,7,8,490.3,5,2,0
509,13,16,1647.7,10,0,1
510,10,12,626.6,7,5,0
511,6,17,509.4,20,0,0
512,14,16,1531.5,20,5,1
513,11,1,341.8,4,4,0
514,6,3,866.0,20,0,0
515,1,5,677.4,20,2,1
516,3,11,614.5,11,1,1
517,6,7,1419.4,5,5,0
518,2,16,3059.6,8,0,1
519,8,9,618.9,18,5,0
520,12,16,575.4,11,0,0
521,15,10,364.4,19,1,0
522,14,12,3119.5,7,0,1
523,11,9,1459.0,8,2,0
524,3,17,1364.5,14,4,1
525,4,1,685.7,12,0,1
526,5,6,802.6,4,3,1
527,12,9,1166.8,12,4,1
528,16,15,3459.3,9,5,1
529,11,13,1196.9,20,4,0
530,9,8,614.3,9,3,0
531,12,7,1530.3,2,0,0
532,18,1,3048.2,17,2,1
533,4,7,1249.6,8,4,1
534,12,8,1815.3,12,5,1
535,8,9,549.6,9,3,0
536,1,17,1106.0,4,1,0
537,12,17,482.2,16,3,1
538,10,5,593.4,18,0,0
539,4,9,286.1,11,1,0
540,3,14,419.0,16,4,0
541,4,3,577.9,10,1,0
542,10,15,1551.4,10,2,1
543,6,17,473.6,7,0,0
544,17,14,464.0,3,4,1
545,6,17,1581.4,12,1,1
546,17,14,1758.7,8,1,1
547,18,9,1220.9,9,2,1
548,8,3,512.9,10,1,0
549,14,9,585.3,21,2,0
550,11,15,432.5,8,3,0
551,9,6,608.3,6,4,0
552,3,2,1595.0,9,0,0
553,12,1,663.7,17,3,0
554,4,7,485.1,16,1,0
555,4,8,2780.9,23,2,1
556,4,5,1239.3,13,4,1
557,8,5,464.7,16,1,0
558,7,12,579.3,14,4,0
559,12,7,436.7,7,0,0
560,17,12,1127.9,10,0,1
561,7,18,1494.3,4,0,0
562,3,18,1167.9,8,3,0
563,3,14,695.5,4,0,0
564,11,12,1783.7,6,2,0
565,3,18,471.5,7,1,0
566,1,7,492.0,9,1,0
567,8,12,3164.6,9,0,1
568,2,5,709.9,16,4,0
569,7,12,1788.0,16,4,1
570,11,13,684.4,8,3,0
571,11,5,1575.7,12,4,1
572,17,11,447.1,6,3,1
573,13,3,370.3,16,3,0
574,4,11,548.3,14,4,0
575,10,11,1503.5,5,0,1
576,5,2,570.2,9,2,0
577,15,11,442.7,22,0,0
578,6,17,789.1,7,4,0
579,9,3,2044.6,23,3,0
580,10,1,540.1,13,0,0
581,15,4,2890.7,7,4,1
582,16,6,1763.4,18,2,1
583,15,5,3714.9,10,2,1
584,16,11,642.9,19,4,1
585,13,7,500.1,0,0,0
586,16,11,456.2,18,2,1
587,7,1,1159.9,4,4,1
588,17,12,1485.4,10,4,1
589,13,14,653.0,17,4,0
590,15,1,421.6,11,0,1
591,15,1,1362.8,3,3,1
592,7,2,3051.6,6,0,1
593,14,18,547.2,11,3,0
594,11,4,1405.1,11,2,0
595,6,4,2719.3,15,1,1
596,4,13,534.3,23,2,1
597,4,11,3393.9,4,0,1
598,16,7,1078.8,3,4,1
599,14,17,348.6,9,2,0
600,4,13,1304.2,19,5,0
601,16,1,456.2,7,3,0
602,7,16,499.2,7,0,0
603,2,3,558.9,12,1,0
604,1,16,624.9,13,0,0
605,14,18,407.9,8,4,1
606,11,10,712.3,7,1,0
607,16,7,1448.0,9,4,0
608,8,1,1785.4,17,5,1
609,4,14,730.0,13,1,0
610,14,18,1236.6,6,1,0
611,2,14,415.9,10,0,0
612,3,7,614.1,6,1,0
613,15,2,652.1,4,1,0
614,9,7,1702.5,20,3,1
615,1,18,1306.3,8,5,1
616,8,17,1905.8,6,4,1
617,5,3,1172.4,4,5,1
618,10,1,532.6,18,2,0
619,9,7,598.5,13,2,0
620,14,9,3890.7,12,0,1
621,1,2,1541.8,13,2,0
622,12,1,724.6,12,2,0
623,18,17,720.6,14,1,1
624,7,1,548.8,23,3,0
625,2,13,703.3,12,1,1
626,17,9,655.5,2,4,0
627,16,17,1421.7,21,0,0
628,12,8,676.6,23,0,0
629,5,15,368.0,13,2,0
630,11,5,1138.8,20,3,0
631,9,8,1423.7,8,2,1
632,11,12,1348.4,19,3,1
633,10,18,1267.6,13,1,1
634,13,14,1833.4,8,1,0
635,9,6,3052.8,7,1,1
636,17,4,676.2,11,1,1
637,17,11,1552.9,10,0,1
638,5,17,1693.2,10,1,0
639,13,6,488.1,8,4,0
640,6,16,634.7,16,3,0
641,15,3,3616.2,19,1,1
642,9,16,1419.4,3,4,0
643,5,10,1433.4,9,2,1
644,12,10,4073.7,10,0,1
645,11,2,438.3,17,0,1
646,12,13,2978.3,6,0,1
647,4,1,2684.8,3,0,1
648,16,11,1937.7,9,1,1
649,7,3,331.3,13,0,0
650,2,12,1310.3,18,1,0
651,3,11,344.3,9,4,0
652,16,8,463.0,10,5,1
653,15,2,1418.2,8,2,0
654,13,5,1447.2,15,4,1
655,11,12,1740.9,19,3,1
656,1,6,676.3,13,0,1
657,11,3,422.1,12,2,0
658,6,9,668.2,16,2,0
659,12,18,2811.4,4,5,1
660,13,8,561.5,10,5,0
661,17,14,454.0,2,4,0
662,11,5,1337.9,16,2,0
663,16,4,770.2,12,4,0
664,9,10,696.1,18,2,0
665,15,16,679.2,7,0,0
666,18,13,539.3,19,3,0
667,17,14,646.2,16,0,1
668,4,8,467.0,15,3,1
669,1,10,3238.5,7,0,1
670,14,17,1594.3,7,0,0
671,17,6,1279.2,6,5,1
672,17,5,811.9,7,2,1
673,13,14,1504.7,8,0,0
674,11,18,1529.4,19,5,1
675,12,13,359.0,12,3,1
676,9,8,1509.7,7,0,1
677,7,8,386.9,1,0,0
678,11,13,643.1,8,0,0
679,15,13,3389.9,6,5,1
680,2,11,3227.9,9,5,1
681,14,18,1264.1,3,5,1
682,14,15,655.2,6,1,0
683,8,14,1526.1,6,1,1
684,18,8,592.3,10,4,0
685,4,7,1428.6,6,3,0
686,10,16,1457.6,6,1,1
687,1,9,492.1,18,0,0
688,2,4,506.2,10,5,0
689,15,7,1435.7,6,1,1
690,4,6,3534.4,3,3,1
691,15,2,3120.8,14,2,1
692,5,1,639.4,22,2,0
693,10,2,470.1,18,0,0
694,2,15,623.7,15,0,0
695,15,4,1355.8,20,5,1
696,16,15,766.3,6,5,0
697,3,11,1643.4,12,2,1
698,3,15,1469.8,18,1,1
699,9,6,1529.7,10,5,0
700,8,12,1542.9,15,0,1
701,14,13,1072.7,8,3,0
702,17,14,3813.1,11,3,1
703,16,18,1601.2,15,2,1
704,7,13,1563.2,12,4,1
705,10,14,837.8,11,1,0
706,15,2,587.1,14,3,0
707,2,14,1528.3,14,3,1
708,16,7,1343.6,22,3,1
709,18,16,553.4,7,1,0
710,18,16,617.7,8,4,1
711,18,13,1595.2,16,2,1
712,11,17,1186.4,8,0,1
713,9,12,721.2,4,3,0
714,13,4,446.4,5,0,0
715,2,16,3619.8,8,1,1
716,12,16,3272.7,2,2,1
717,5,6,713.2,20,0,1
718,11,3,504.4,19,1,1
719,14,15,1787.8,12,3,1
720,18,14,382.5,13,0,0
721,8,3,1444.5,11,1,0
722,17,8,685.2,18,1,0
723,6,8,428.9,14,3,0
724,4,12,549.4,20,4,0
725,17,18,1077.0,11,0,0
726,12,3,364.0,3,2,0
727,9,11,631.2,2,4,0
728,7,9,668.1,9,1,1
729,16,8,633.0,13,1,0
730,7,8,1517.8,10,4,0
731,11,7,504.1,10,4,0
732,7,6,727.1,4,2,1
733,3,14,556.7,22,1,0
734,9,4,1063.7,15,0,0
735,14,10,1357.4,8,0,0
736,13,8,299.8,8,0,0
737,2,9,1165.1,5,1,0
738,15,6,625.2,15,3,1
739,2,11,374.3,18,2,0
740,9,2,693.1,12,2,0
741,14,6,579.7,3,2,0
742,5,10,667.8,1,3,0
743,6,10,720.5,10,3,0
744,14,5,649.2,7,1,0
745,6,18,2812.8,13,3,1
746,17,18,539.9,21,2,0
747,16,13,1018.5,14,3,1
748,3,9,1363.9,9,0,1
749,8,7,738.9,8,0,0
750,17,12,1278.8,8,0,0
751,13,16,457.6,23,2,0
752,6,15,646.4,7,2,1
753,13,9,1008.7,14,0,0
754,13,10,338.2,2,1,0
755,11,5,735.7,0,0,1
756,2,17,1373.3,22,4,1
757,1,6,1544.6,5,5,1
758,8,2,1394.3,0,0,0
759,6,15,652.5,16,1,0
760,2,10,650.1,22,2,0
761,8,5,1197.4,13,5,1
762,6,10,673.3,10,1,1
763,18,17,1627.1,21,2,0
764,5,18,477.7,6,1,1
765,13,7,477.7,10,3,0
766,1,2,3964.3,10,4,1
767,8,3,478.1,15,3,0
768,6,2,460.5,12,3,1
769,6,15,473.8,6,2,0
770,7,17,1484.4,6,2,1
771,18,7,1720.8,16,3,1
772,18,11,612.2,6,1,1
773,2,10,1487.1,14,0,0
774,2,8,702.3,19,3,0
775,8,7,511.4,3,0,1
776,17,6,466.8,16,0,0
777,14,4,653.6,15,3,0
778,6,2,1486.0,11,1,1
779,9,4,700.5,11,2,0
780,13,14,478.9,18,4,0
781,18,14,526.6,12,3,0
782,11,15,1430.7,14,5,1
783,5,17,313.1,17,0,0
784,18,14,417.9,8,0,0
785,11,5,470.8,5,4,0
786,18,10,1367.3,17,3,0
787,8,3,495.3,11,0,1
788,2,7,1370.7,7,2,1
789,8,9,1338.3,9,5,0
790,12,10,536.9,12,0,1
791,1,2,1425.2,15,1,1
792,9,15,1221.2,12,0,0
793,14,8,1581.6,9,0,1
794,2,5,3742.6,6,3,1
795,7,13,1297.3,5,0,0
796,12,18,1508.3,5,4,0
797,1,10,1584.1,18,4,0
798,13,1,670.0,11,5,0
799,16,5,637.5,8,4,0
800,12,4,570.8,9,0,0
801,18,16,597.6,3,3,1
802,3,6,1307.0,9,3,0
803,15,17,622.9,10,1,0
804,13,5,437.2,21,3,1
805,2,4,1386.5,11,1,1
806,14,5,1511.1,5,3,1
807,5,9,1603.2,16,3,1
808,4,13,1461.8,19,2,0
809,16,11,611.3,20,1,1
810,3,14,484.0,12,4,0
811,1,12,1138.5,15,0,0
812,16,1,3739.2,7,2,1
813,16,9,551.6,21,0,1
814,2,18,3598.1,16,2,1
815,6,9,400.6,9,1,0
816,11,18,1165.7,23,3,1
817,17,1,589.7,6,4,0
818,8,18,1249.0,10,1,1
819,16,14,501.3,20,1,1
820,3,5,663.0,8,3,1
821,5,6,496.0,13,3,0
822,3,1,679.3,23,2,1
823,11,18,531.7,16,3,0
824,14,4,594.2,14,4,0
825,8,7,3152.4,23,5,1
826,8,10,1207.0,19,2,0
827,11,13,1192.3,20,5,1
828,4,12,1457.6,11,1,1
829,11,9,578.0,14,0,0
830,2,8,653.2,10,4,1
831,2,14,3493.9,9,3,1
832,11,8,1296.5,10,2,0
833,4,11,723.0,16,5,1
834,18,6,547.5,11,0,0
835,4,10,598.5,16,2,0
836,10,11,605.8,16,0,0
837,1,6,1171.2,7,5,0
838,10,9,551.4,20,0,1
839,1,11,724.3,15,3,0
840,4,10,1535.3,19,0,1
841,8,4,1732.2,8,1,1
842,5,16,555.8,11,2,1
843,18,11,451.7,13,2,0
844,16,3,1506.0,10,1,1
