id,ticket_id,claim_type,claim_amount,resolved_days,fraud_flag
100,5190,2,220.66,12,0
101,1364,3,163.32,7,0
102,235,0,35.62,5,0
103,1793,0,51.15,6,0
104,4575,0,241.47,4,0
105,4731,0,124.76,6,0
106,4485,1,41.27,3,1
107,426,1,41.33,10,0
108,3722,1,139.1,4,0
109,2439,0,55.53,8,0
110,2380,0,162.32,10,0
111,219,0,126.47,9,0
112,4960,1,56.74,5,0
113,1794,0,62.0,10,0
114,5316,1,230.77,4,0
115,2443,1,258.54,5,0
116,3375,0,60.06,9,0
117,4324,0,761.76,1,0
118,4403,0,165.82,1,0
119,1329,2,138.68,7,0
120,3477,0,90.2,2,0
121,2799,0,68.97,14,0
122,1141,2,357.37,5,0
123,3828,0,312.29,11,0
124,306,1,35.0,10,0
125,3958,1,232.5,6,0
126,5106,0,382.21,6,0
127,3722,1,365.55,3,0
128,4938,1,41.98,7,0
129,2584,0,49.99,11,0
130,3878,0,126.48,4,0
131,4374,0,72.78,12,0
132,2432,0,57.25,6,0
133,390,2,79.88,10,0
134,1791,0,136.4,8,0
135,4544,0,241.89,9,0
136,4451,0,113.3,9,0
137,2536,0,399.51,4,0
138,1285,0,77.7,13,0
139,1297,0,139.21,6,0
140,3503,0,342.22,9,0
141,4940,0,127.64,4,0
142,3948,3,70.64,9,0
143,1764,0,49.59,3,0
144,4079,1,162.94,6,0
145,1608,0,410.91,7,0
146,2314,3,214.23,11,0
147,1890,0,226.71,4,0
148,2678,0,159.58,3,0
149,2964,0,41.47,5,0
150,202,0,65.38,9,0
151,4132,1,180.06,11,0
152,4961,1,294.47,9,0
153,4400,1,362.41,6,0
154,5115,3,238.12,6,0
155,4283,0,52.15,11,0
156,3935,0,104.48,11,0
157,4691,2,193.21,3,0
158,5268,0,595.34,10,0
159,2245,0,79.34,7,0
160,4474,0,41.63,9,0
161,2143,0,31.79,7,0
162,5016,0,157.99,9,0
163,2877,1,290.84,1,0
164,1411,1,95.24,3,0
165,2418,0,30.0,5,0
166,4473,1,49.41,9,0
167,2150,0,105.2,2,0
168,4629,2,172.53,11,0
169,2500,0,541.55,8,0
170,2986,2,301.88,12,0
171,1849,0,97.6,8,0
172,4139,0,60.9,11,0
173,5424,3,237.66,9,0
174,3444,1,80.97,5,0
175,858,1,107.52,2,0
176,73,1,863.29,5,0
177,1398,0,116.79,11,0
178,2094,2,45.14,8,0
179,2998,0,117.63,10,0
180,3800,0,129.54,3,0
181,449,0,1417.36,6,0
182,3578,2,1211.66,9,0
183,596,1,257.01,4,0
184,3883,2,87.74,4,0
185,1459,3,431.09,14,1
186,578,1,49.64,6,0
187,1107,0,64.16,3,0
188,3961,3,212.05,9,0
189,4708,0,30.0,8,0
190,4697,2,512.75,4,0
191,2404,1,93.32,5,0
192,4762,1,93.35,10,0
193,1559,0,350.21,8,0
194,1709,0,84.61,10,0
195,387,2,132.09,4,0
196,2774,1,255.14,11,0
197,772,1,315.2,6,0
198,2883,1,30.0,9,0
199,2648,2,360.84,11,0
200,1164,0,32.38,6,0
201,289,2,144.03,5,0
202,4508,0,105.73,5,0
203,1817,1,130.12,5,0
204,3683,0,79.63,6,0
205,3716,2,326.7,5,0
206,4129,0,230.01,12,0
207,2877,0,91.24,9,0
208,2160,1,69.97,7,0
209,2376,0,267.26,6,0
210,1310,2,275.37,8,0
211,1600,0,205.91,6,0
212,2439,1,217.79,17,0
213,5011,1,256.41,9,0
214,2821,0,89.18,10,0
215,3891,0,227.36,6,0
216,3420,1,128.71,8,0
217,2080,0,294.8,11,0
218,3064,0,248.13,6,0
219,5553,0,122.79,3,0
220,5343,0,418.42,8,0
221,2208,2,51.89,7,0
222,3336,2,110.75,4,0
223,4820,1,659.09,1,0
224,2778,0,267.85,11,1
225,767,0,30.0,10,0
226,98,0,126.27,9,0
227,1426,0,80.54,1,0
228,2378,0,105.97,8,0
229,5156,0,30.0,1,0
230,4462,0,154.48,6,0
231,5152,0,96.03,5,0
232,3408,0,168.27,7,0
233,3807,2,84.45,8,0
234,5406,0,106.82,9,0
235,1501,0,101.1,3,0
236,2113,1,163.94,12,0
237,5590,1,268.33,10,0
238,2232,0,96.57,5,0
239,2383,2,48.71,4,0
240,3024,0,157.88,11,0
241,4908,0,292.15,3,0
242,5201,0,52.0,9,0
243,1218,0,287.86,5,0
244,251,0,99.17,7,1
245,2334,2,30.0,2,0
246,5382,2,51.22,9,0
247,4699,3,1000.05,10,1
248,4389,1,193.57,5,0
249,224,1,54.3,9,0
250,4890,1,225.99,5,0
251,3915,2,77.99,7,0
252,903,0,63.53,2,0
253,5146,0,170.31,1,0
254,2979,0,75.05,12,1
255,2791,0,234.1,10,0
256,3644,2,124.29,2,0
257,1200,0,30.85,11,0
258,1031,0,31.9,7,0
259,4897,0,167.21,5,0
260,4111,0,134.39,3,0
261,4030,0,30.0,11,0
262,5384,0,53.59,10,0
263,3681,3,85.42,14,0
264,4145,1,146.68,8,0
265,2511,0,265.57,6,0
266,3338,0,80.32,5,0
267,4260,0,122.88,10,0
268,3727,1,101.53,10,0
269,2410,0,30.0,1,0
270,2682,1,303.27,9,0
271,1222,0,94.37,10,0
272,5049,2,63.3,8,0
273,3589,1,170.51,3,0
274,4088,1,135.24,7,0
275,1318,2,46.19,10,0
276,2853,3,326.87,14,0
277,3997,0,56.82,11,0
278,5109,2,36.07,3,0
279,103,3,570.23,11,0
280,3126,0,405.75,7,0
281,2070,2,180.86,8,0
282,1520,0,185.66,8,0
283,295,2,231.88,8,0
284,1847,0,170.5,8,0
285,3100,0,124.17,17,0
286,372,1,59.5,12,0
287,3575,0,56.06,10,1
288,3936,0,169.47,10,0
289,1712,3,427.55,7,0
290,1969,0,121.0,7,0
291,2811,1,174.81,1,0
292,1479,2,68.33,6,0
293,5554,1,140.44,2,0
294,2796,1,370.64,10,0
295,4863,3,241.0,15,0
296,4661,0,306.36,4,0
297,3790,0,55.95,1,0
298,2011,0,257.38,5,0
299,539,1,46.44,11,0
300,1822,0,151.8,9,1
301,4545,0,50.48,8,0
302,1627,2,77.55,10,0
303,163,0,30.0,12,0
304,155,2,206.55,7,0
305,264,1,223.33,6,0
306,5241,0,30.0,6,0
307,4130,2,260.14,3,0
308,322,0,325.43,6,0
309,4988,0,31.14,4,0
310,224,0,93.53,3,0
311,945,3,935.2,14,0
312,1841,0,207.2,8,0
313,89,0,116.62,7,0
314,1048,0,787.22,7,0
315,4673,1,321.42,3,0
316,5035,0,278.0,7,1
317,5001,0,33.56,5,1
318,2431,1,62.79,6,0
319,5476,2,117.77,13,0
320,3532,3,260.45,12,1
321,1773,0,64.16,10,0
322,1527,0,30.0,9,0
323,2995,1,173.74,9,0
324,5283,2,407.71,10,0
325,3339,2,47.64,1,0
326,5378,3,483.5,10,0
327,4933,0,240.72,7,0
328,4492,0,114.42,11,0
329,5367,3,324.45,12,0
330,706,0,132.44,11,1
331,1559,0,169.55,8,0
332,4596,2,96.27,9,0
333,1600,0,57.84,8,0
334,2522,2,59.15,7,0
335,89,2,116.59,5,0
336,3880,2,124.41,7,0
337,3122,2,371.95,12,0
338,803,3,81.45,10,0
339,4289,0,65.85,9,0
340,4188,2,47.49,7,0
341,5056,1,51.1,10,0
342,605,0,134.89,12,0
343,2547,1,34.72,7,0
344,1732,0,108.48,6,0
345,3144,0,81.92,4,0
346,602,1,222.69,7,0
347,544,1,39.89,8,0
348,3201,1,67.44,10,0
349,542,2,274.53,6,0
350,3357,0,70.71,5,0
351,1665,0,401.64,9,0
352,488,0,596.84,5,0
353,1008,0,299.99,5,0
354,3678,2,280.76,10,0
355,2227,3,171.16,6,0
356,581,0,45.48,6,0
357,5092,0,101.17,8,0
358,4616,3,89.54,7,0
359,3122,1,246.51,10,0
360,1803,0,56.46,6,1
361,1565,2,105.35,10,1
362,4080,1,104.92,8,0
363,5531,1,49.95,5,0
364,2070,0,233.65,9,0
365,3798,2,169.45,6,0
366,5030,2,444.28,6,0
367,2720,0,136.89,10,0
368,459,2,632.88,7,0
369,2148,0,77.9,6,0
370,4359,0,30.0,3,0
371,3681,0,220.11,10,0
372,3305,2,63.36,9,0
373,2309,2,43.03,4,0
374,418,2,132.8,10,0
375,3768,0,114.05,12,0
376,1026,0,88.45,13,0
377,1077,0,83.63,12,0
378,1871,2,135.69,12,0
379,493,2,54.13,8,0
380,1156,2,751.86,12,0
381,3176,2,352.43,8,0
382,4794,0,106.05,7,0
383,2141,1,326.13,3,0
384,3899,0,30.0,6,0
385,5202,2,65.97,6,0
386,2561,1,243.06,8,0
387,2179,3,69.47,12,0
388,3622,2,193.81,9,0
389,7,2,377.73,7,1
390,276,1,122.8,9,0
391,4233,2,256.18,14,0
392,1059,0,30.0,6,0
393,919,0,168.65,12,0
394,1810,1,95.51,11,0
395,244,1,398.91,6,0
396,5448,0,180.16,3,1
397,3226,1,145.57,9,0
398,207,0,76.97,7,0
399,2766,1,632.76,6,0
400,5473,0,241.21,8,0
401,5099,0,109.37,6,0
402,3741,1,71.96,9,0
403,2760,0,124.46,11,0
404,1759,2,321.47,7,0
405,3750,2,82.83,5,0
406,1998,0,935.87,5,0
407,78,0,142.61,6,1
408,3775,1,90.55,5,0
409,4636,0,62.77,8,0
410,4463,3,52.89,7,0
411,586,0,139.42,8,0
412,1803,1,154.81,8,0
413,1537,0,117.97,8,0
414,240,0,294.47,9,0
415,5190,0,37.19,4,1
416,238,0,33.75,8,0
417,3000,0,254.46,8,0
418,921,0,98.21,4,0
419,4031,0,339.87,9,0
420,3968,0,117.21,6,0
421,1201,3,176.21,6,0
422,4446,2,88.43,7,0
423,724,1,142.71,2,0
424,4109,2,185.84,6,0
425,4333,1,104.65,1,0
426,630,1,106.24,1,0
427,4381,2,135.9,1,0
428,5201,1,215.24,10,0
429,3800,2,65.89,5,0
430,3020,0,165.81,9,0
431,564,0,373.42,5,0
432,4264,0,30.0,5,0
433,2770,2,64.88,9,0
434,2888,0,42.07,5,0
435,1912,1,69.12,11,0
436,5346,0,33.22,9,0
437,4959,3,297.45,12,0
438,5591,0,99.62,10,0
439,2303,0,115.26,5,0
440,1629,0,116.62,3,0
441,2099,0,209.09,12,0
442,5455,0,71.19,2,0
443,3163,2,485.73,6,0
444,5576,1,432.72,8,1
445,3969,0,206.0,10,0
446,1894,0,128.81,5,0
447,3344,1,89.74,6,0
448,5304,0,136.9,2,0
449,1612,0,218.55,7,0
450,4852,0,66.08,10,0
451,1420,1,30.0,6,0
452,4478,0,89.25,2,0
453,4099,2,757.59,5,0
454,465,3,102.04,12,0
455,4449,1,148.39,11,0
456,4521,0,87.77,7,0
457,1153,0,190.65,5,0
458,5204,0,41.26,4,0
459,1043,3,68.03,13,0
460,2141,0,31.02,13,0
461,5277,2,724.1,14,0
462,5082,0,223.24,1,1
463,2830,1,726.25,14,0
464,3450,0,173.14,4,0
465,3966,0,230.87,5,1
466,508,0,35.0,11,0
467,3831,1,115.0,7,0
468,1737,0,47.53,11,0
469,4078,2,75.69,9,0
470,4192,2,36.58,13,0
471,1836,1,30.0,7,0
472,2243,1,125.88,8,0
473,769,0,144.28,6,0
474,2120,0,38.82,7,0
475,2358,0,124.36,5,1
476,4012,1,116.5,5,0
477,1567,2,112.06,6,0
478,3332,3,93.11,11,0
479,3704,0,248.12,5,0
480,1162,1,171.56,5,0
481,4944,2,259.13,6,0
482,5149,1,83.15,2,0
483,1681,0,185.97,8,0
484,4338,0,203.75,11,0
485,2020,2,51.51,4,0
486,1718,2,80.13,4,0
487,4598,1,231.32,11,0
488,4370,3,669.14,6,0
489,2242,2,88.01,8,0
490,2696,0,71.62,8,0
491,2675,2,153.64,10,0
492,912,2,99.29,8,0
493,1470,1,86.59,5,0
494,2710,0,34.57,9,0
495,3919,2,404.93,5,0
496,2680,0,118.95,6,0
497,513,0,317.14,7,0
498,4216,1,124.92,4,1
499,280,2,595.77,9,0
500,354,0,208.19,6,0
501,2649,1,126.66,9,0
502,3143,0,126.12,1,0
503,1962,0,178.84,8,0
504,5181,3,31.98,12,0
505,5453,2,851.9,3,0
506,4573,2,131.52,11,0
507,5375,0,119.07,9,0
508,3274,3,237.13,10,0
509,1569,2,415.93,9,0
510,5311,1,83.62,8,0
511,1891,0,197.29,10,0
512,3930,1,125.2,7,0
513,3041,2,91.7,5,0
514,485,2,30.56,5,0
515,2174,1,65.8,3,0
516,3347,0,95.76,1,0
517,4563,0,68.91,5,0
518,1591,0,219.76,7,0
519,1155,1,764.61,8,0
520,2048,2,33.35,12,0
521,4526,2,1558.4,5,0
522,264,0,30.0,5,0
523,3046,2,179.63,4,0
524,4952,1,225.55,9,0
525,2891,0,255.56,6,0
526,3919,0,754.8,9,0
527,2364,3,193.32,13,0
528,1419,0,132.88,9,0
529,5320,2,250.85,11,0
530,1868,0,118.71,9,0
531,3613,2,48.1,10,0
532,3419,1,69.48,5,0
533,377,0,156.3,1,0
534,3228,1,42.87,6,0
535,699,2,112.26,11,1
536,2377,1,502.6,16,0
537,4088,3,133.9,17,0
538,5049,2,133.56,3,0
539,4000,0,171.49,5,0
540,3946,1,329.1,8,0
541,424,1,263.78,6,0
542,4205,0,115.9,9,0
543,4226,0,88.57,7,0
544,1148,0,133.27,2,0
545,1558,0,36.19,7,0
546,2098,0,40.4,9,0
547,4616,0,192.25,12,0
548,427,0,43.04,7,0
549,761,0,110.32,8,0
550,3934,1,30.0,9,0
551,5077,3,179.76,17,0
552,4904,2,30.0,3,0
553,410,1,40.89,6,0
554,3697,0,87.7,8,0
555,3171,2,304.98,7,1
556,928,0,73.38,3,1
557,4648,2,66.52,13,1
558,4903,3,55.69,9,0
559,751,0,99.13,6,0
560,717,0,132.19,11,0
561,2347,0,32.86,8,0
562,3195,3,215.73,9,0
563,4251,1,118.86,8,0
564,4559,1,39.28,6,0
565,2594,3,2551.69,10,0
566,4791,1,69.71,4,0
567,1929,2,35.7,4,0
568,1036,0,173.13,9,0
569,4761,1,196.22,9,0
570,122,0,267.62,6,0
571,4625,1,76.0,1,0
572,4010,1,338.31,1,0
573,2766,2,99.06,9,0
574,4628,1,30.0,16,0
575,1508,3,126.98,15,1
576,4156,2,111.52,4,0
577,547,1,34.46,3,0
578,3045,0,91.5,17,0
579,3807,0,32.39,13,0
580,3074,0,222.28,7,0
581,2365,0,102.02,7,0
582,603,0,82.69,6,0
583,1140,0,280.85,12,0
584,3247,2,727.88,12,0
585,5599,1,164.76,9,0
586,2610,0,59.15,9,0
587,255,1,208.5,1,0
588,4785,0,487.02,7,0
589,4676,1,30.0,7,0
590,2350,2,431.67,12,0
591,3852,1,180.1,12,0
592,1441,1,37.77,2,0
593,3122,0,30.0,9,0
594,2919,1,320.96,11,0
595,2593,0,140.17,12,0
596,2557,0,163.84,8,0
597,415,0,101.18,6,0
598,1359,0,47.31,4,0
599,3464,3,279.65,9,0
600,5545,2,141.85,11,0
601,3535,3,74.51,13,0
602,586,0,369.29,6,0
603,38,2,537.5,7,0
604,2506,2,77.31,6,0
605,2384,1,30.0,6,0
606,4176,1,225.4,10,0
607,784,0,76.01,1,0
608,371,0,101.36,4,0
609,1088,0,154.29,6,0
610,3076,2,83.78,8,0
611,2947,0,45.86,4,0
612,1019,0,97.69,8,0
613,4825,1,30.0,9,0
614,5383,0,176.99,7,0
615,3467,1,65.36,7,0
616,5012,1,280.45,10,0
617,1765,2,104.67,6,0
618,425,1,53.79,1,1
619,891,0,98.11,4,1
620,4426,0,82.1,5,0
621,228,0,30.0,17,0
622,5129,2,174.46,6,0
623,2487,2,174.11,8,0
624,2460,3,32.26,7,0
625,934,0,111.63,6,0
626,4326,0,33.52,6,0
627,4876,1,166.85,7,0
628,5508,2,133.68,18,0
629,2236,3,118.01,9,0
630,1534,1,134.41,10,0
631,2035,2,130.4,16,0
632,918,2,97.41,5,0
633,3246,2,143.03,9,0
634,4610,1,109.89,9,0
635,2158,0,270.99,5,0
636,2009,0,58.13,7,0
637,3630,0,184.63,5,0
638,3743,1,160.93,5,0
639,321,0,44.4,2,0
640,3555,1,220.03,6,0
641,3308,0,30.0,5,0
642,2713,2,88.21,6,0
643,2077,2,44.49,12,0
644,1355,0,270.42,5,0
645,1055,0,380.15,4,0
646,1647,0,424.77,3,1
647,403,0,727.44,6,0
648,1259,2,191.4,6,0
649,1841,0,79.31,5,0
650,4896,0,204.89,5,0
651,4310,0,168.02,6,0
652,430,1,383.05,8,0
653,4020,0,377.75,2,0
654,1711,0,98.58,7,0
655,4128,1,83.15,9,0
656,3338,0,379.61,7,0
657,3130,2,112.55,7,0
658,2712,1,542.97,7,0
659,3792,0,98.81,4,0
660,282,0,136.78,7,0
661,5119,3,45.42,13,0
662,2434,3,169.3,9,0
663,4076,1,35.85,10,0
664,3024,0,182.4,5,0
665,4241,1,230.28,6,0
666,3136,1,473.75,9,0
667,595,0,110.2,8,0
668,2615,1,107.58,6,0
669,3386,0,95.15,4,0
670,2123,2,122.84,5,0
671,4364,2,120.22,11,0
672,1348,2,436.39,5,0
673,4844,0,63.22,8,0
674,3502,0,30.0,4,0
675,2544,3,133.97,12,0
676,4325,0,30.24,7,0
677,1794,2,83.6,2,0
678,1291,0,44.04,10,0
679,3532,0,81.54,4,0
680,990,0,121.54,5,0
681,3858,0,236.77,7,0
682,3380,2,353.54,9,0
683,3447,0,111.15,3,0
684,5534,3,114.71,13,0
685,4487,0,64.28,9,0
686,5147,2,176.38,7,0
687,3585,2,150.3,8,0
688,4770,0,54.54,14,0
689,4457,0,158.29,9,0
690,4549,3,67.9,11,0
691,4715,3,120.92,13,0
692,302,3,106.95,13,0
693,4665,2,43.8,4,0
694,1645,1,60.17,7,0
695,2631,1,312.2,7,0
696,5158,2,191.55,8,0
697,4061,0,164.92,8,0
698,4230,1,136.98,16,0
699,2817,0,85.82,5,0
700,1774,3,266.94,9,0
701,425,2,30.0,12,0
702,1805,1,198.9,16,1
703,254,0,115.07,10,0
704,5134,1,162.32,4,0
705,5220,2,55.65,8,0
706,5088,1,160.6,6,0
707,651,1,167.09,12,0
708,3345,0,38.57,7,1
709,2487,2,137.6,5,0
710,5596,2,177.43,3,0
711,2704,0,270.62,14,0
712,4234,2,30.0,1,0
713,867,1,82.5,4,0
714,5171,0,234.43,9,0
715,2203,0,159.99,8,0
716,31,0,45.72,4,0
717,2276,0,83.12,6,0
718,4896,1,335.49,5,0
719,297,0,54.45,6,0
720,1887,0,96.99,10,0
721,281,0,56.41,8,0
722,2875,0,171.05,6,0
723,1635,3,206.29,11,0
724,4403,2,357.42,1,1
725,1234,1,105.78,7,0
726,1634,2,359.25,7,0
727,5543,0,244.8,12,0
728,3601,0,319.29,7,0
729,1091,0,80.18,3,0
730,4798,1,30.0,10,0
731,2703,0,65.47,8,0
732,1453,2,363.81,12,0
733,3340,1,284.32,6,0
734,573,0,132.17,8,0
735,147,3,30.0,11,0
736,365,0,51.93,7,0
737,422,3,264.42,10,0
738,4883,1,195.59,11,0
739,198,0,73.87,10,0
740,5350,0,67.13,10,0
741,1966,0,55.35,1,0
742,3221,0,1084.33,5,0
743,1083,1,166.57,2,0
744,4456,0,124.01,9,0
745,4354,0,124.25,6,0
746,2429,0,140.47,9,1
747,1144,0,372.51,3,0
748,2209,0,358.85,7,1
749,1863,0,140.17,8,0
750,5590,0,99.05,8,0
751,1846,2,71.05,14,0
752,5219,2,535.04,5,0
753,1049,1,110.65,8,0
754,2684,2,261.6,2,0
755,5252,0,409.08,9,0
756,4366,1,153.39,1,0
757,3321,2,69.2,13,0
758,5507,3,194.49,10,0
759,4237,0,199.77,6,0
760,4774,0,68.37,10,0
761,3849,2,211.45,13,0
762,3718,0,109.28,7,0
763,3647,2,175.99,5,0
764,228,0,53.61,6,1
765,3021,2,106.6,10,0
766,4138,2,1042.12,3,0
767,4937,2,182.43,7,0
768,1559,1,83.46,4,0
769,4736,0,30.0,12,0
770,3948,2,107.75,1,0
771,700,2,71.16,5,1
772,3869,0,30.0,6,0
773,1620,3,196.62,9,0
774,1563,0,70.06,7,0
775,1452,0,132.37,13,0
776,6,2,348.25,8,0
777,1160,0,332.83,2,0
778,3484,1,36.81,12,0
779,2202,2,136.17,6,1
780,4970,0,46.07,4,0
781,4252,0,192.53,9,0
782,5165,2,105.64,5,0
783,2060,2,295.42,2,0
784,2663,2,81.53,8,0
785,3973,2,596.13,7,0
786,3815,0,65.35,5,0
787,5455,2,637.67,9,0
788,5421,1,80.85,9,0
789,1177,0,132.95,3,0
790,5289,3,142.03,13,0
791,1834,1,57.12,4,0
792,3166,2,123.26,11,0
793,181,1,83.59,4,0
794,4810,0,30.0,8,0
795,883,0,32.13,6,0
796,3732,0,112.26,6,0
797,5399,0,735.88,5,0
798,917,2,39.31,6,0
799,2686,1,57.55,6,0
800,4640,1,75.3,10,0
801,54,0,112.61,12,0
802,489,3,228.45,11,0
803,5249,3,110.35,12,0
804,3648,2,158.35,11,0
805,355,1,139.37,6,0
806,4900,0,50.85,5,0
807,1801,0,65.64,8,0
808,1,0,227.82,14,0
809,635,0,244.43,4,0
810,1415,0,134.26,13,0
811,2279,1,60.04,6,0
812,3959,0,344.66,9,0
813,2128,1,270.69,6,1
814,438,3,340.24,13,0
815,2523,1,83.3,1,0
816,1393,0,39.74,7,0
817,840,1,1282.53,8,1
818,574,0,110.04,7,0
819,5451,3,1526.23,13,0
820,466,0,91.24,6,0
821,1337,1,56.41,13,1
822,752,0,155.07,3,0
823,5004,2,311.39,11,0
824,1545,3,239.51,6,0
825,5558,1,103.61,8,0
826,5510,0,42.4,8,0
827,1346,0,96.52,9,0
828,4153,1,68.79,7,0
829,5299,0,35.43,11,0
830,2390,1,50.65,8,0
831,4529,2,72.81,6,0
832,2197,1,405.32,10,0
833,3507,0,225.32,4,0
834,4568,2,131.59,11,0
835,1488,2,115.4,8,0
836,5320,0,30.0,13,0
837,4326,0,129.75,9,0
838,3498,1,55.84,10,0
839,3833,2,85.74,1,0
840,4214,1,66.5,5,0
841,4692,0,176.39,6,0
842,2778,0,196.07,6,0
843,16,2,112.97,10,0
844,955,3,90.34,10,0
845,2915,1,81.67,5,0
846,343,0,49.37,7,0
847,473,2,67.39,4,0
848,2016,0,275.06,5,0
849,3460,2,178.09,2,0
850,2082,0,141.07,12,0
851,1445,0,66.33,5,0
852,4657,1,128.12,9,0
853,2049,1,231.18,5,0
854,3551,0,187.71,3,0
855,190,0,30.0,3,0
856,5377,1,45.22,7,1
857,153,0,273.41,8,0
858,5584,2,731.68,5,0
859,4655,0,207.44,7,0
860,1206,0,173.73,7,0
861,1660,1,168.49,12,0
862,256,0,71.25,10,0
863,4030,2,88.9,3,0
864,4632,0,42.49,9,0
865,2236,1,177.11,5,0
866,5073,2,114.03,10,0
867,4309,2,30.0,7,0
868,3373,1,66.68,8,0
869,1759,0,167.62,7,0
870,3808,0,44.84,11,0
871,2005,1,199.24,8,0
872,1564,0,62.39,10,0
873,597,0,30.0,12,0
874,600,3,181.3,11,0
875,574,1,139.36,8,0
876,4412,1,134.07,7,0
877,2909,1,68.53,9,0
878,3951,0,37.47,9,0
879,3646,0,167.12,2,0
880,2652,1,445.94,1,0
881,3394,0,206.72,8,0
882,4852,0,160.45,6,0
883,2138,0,30.0,14,0
884,4468,0,96.68,7,0
885,1864,0,123.78,10,0
886,1172,0,249.57,6,0
887,3062,1,227.08,7,0
888,3892,1,219.05,13,0
889,5083,2,259.87,8,0
890,2209,2,774.78,6,0
891,907,0,60.72,12,0
892,3874,3,67.98,10,0
893,4460,1,82.19,7,0
894,4111,3,295.2,13,0
895,712,2,251.38,4,0
896,3783,0,248.32,8,0
897,2541,2,56.9,12,0
898,3681,1,51.87,8,0
899,3318,0,64.16,11,1
900,5489,3,177.95,11,0
901,1580,2,147.06,6,0
902,3363,1,96.66,5,0
903,2257,2,110.11,9,0
904,4023,2,158.07,5,0
905,304,0,106.04,11,0
906,4903,2,68.52,9,0
907,4904,0,691.83,8,0
908,5573,0,30.0,5,0
909,3856,1,262.76,6,0
910,1978,1,214.42,7,0
911,199,0,208.46,1,0
912,4569,1,187.61,5,0
913,159,0,100.02,10,0
914,103,0,57.87,4,0
915,2188,0,85.43,7,0
916,1858,1,128.63,7,0
917,2472,3,484.05,10,0
918,4479,0,164.12,3,0
919,2560,2,281.92,9,0
920,3294,0,30.0,8,0
921,891,0,94.63,9,0
922,4757,0,43.81,5,0
923,1792,2,93.2,6,0
924,2832,0,115.52,4,0
925,332,0,361.96,7,0
926,1535,0,30.0,2,0
927,4660,0,37.3,10,0
928,1884,1,171.42,9,0
929,5101,0,160.74,5,0
930,864,1,214.52,4,0
931,203,0,48.06,6,0
932,984,1,30.0,13,0
933,4289,1,30.0,8,0
934,2530,1,408.62,13,1
935,3344,0,233.25,4,0
936,2695,0,41.79,9,0
937,1638,1,536.3,8,0
938,3699,2,43.44,7,0
939,4089,0,125.63,8,0
