id,ticket_id,passenger_id,bag_count,bag_weight,is_priority,oversize_flag
231,3271,3013,1,12.32,0,0
232,5367,2485,1,20.1,1,0
233,2816,1337,3,17.08,0,0
234,1864,419,1,13.74,0,0
235,2121,549,1,15.59,0,0
236,1679,715,3,9.3,0,0
237,1252,3725,2,17.21,1,0
238,812,3146,2,7.94,0,0
239,4994,2034,2,14.82,0,0
240,1679,715,2,15.83,0,0
241,458,1422,1,12.89,1,0
242,4701,1886,1,14.55,1,0
243,2264,1412,3,15.42,0,0
244,948,141,1,8.21,0,0
245,1930,850,2,14.1,0,0
246,3101,2151,1,19.89,0,0
247,990,1555,2,14.8,0,0
248,4458,1529,2,15.66,1,0
249,293,425,2,14.86,0,0
250,936,2313,1,13.25,0,0
251,3246,1225,3,14.81,0,0
252,4139,818,1,13.68,1,0
253,857,990,1,17.69,0,0
254,1671,1951,2,17.39,1,0
255,478,863,1,11.63,1,0
256,845,2587,1,10.58,0,0
257,2927,4122,1,12.89,0,0
258,3074,1937,1,15.76,0,0
259,697,322,1,11.22,0,0
260,1847,1725,1,15.72,0,0
261,1436,1004,1,10.97,0,0
262,939,160,2,18.74,0,0
263,2056,3450,1,10.8,1,0
264,3923,1820,1,11.0,0,0
265,5215,1893,3,15.07,0,0
266,5266,3042,1,7.94,0,0
267,2032,396,1,14.85,0,0
268,2809,1250,2,6.81,1,0
269,452,4045,3,13.77,1,0
270,5415,1060,2,17.47,0,0
271,4396,1413,1,15.57,0,0
272,1534,2681,1,21.63,1,0
273,795,2272,1,13.58,1,0
274,4662,62,1,18.62,0,0
275,1600,1440,1,10.82,1,0
276,4162,2690,1,14.07,1,0
277,2210,352,1,13.78,0,0
278,3712,1120,2,15.63,0,0
279,3890,3162,3,14.27,0,0
280,25,952,2,14.08,0,0
281,4184,3859,1,7.82,1,0
282,3052,96,3,23.82,1,0
283,1110,1904,1,8.39,0,0
284,569,2096,1,13.98,1,0
285,5228,3156,1,13.93,0,0
286,2531,2813,1,9.42,0,0
287,2680,846,1,12.87,0,0
288,2952,2366,4,20.7,0,0
289,752,2365,3,15.77,0,0
290,448,1417,1,12.28,0,0
291,2817,1150,2,16.77,1,0
292,3836,1712,1,19.11,1,0
293,776,1985,3,18.58,0,0
294,2848,813,2,11.24,0,0
295,3787,1381,2,22.36,1,0
296,4401,1200,2,14.59,0,0
297,3098,3707,1,12.47,0,0
298,1602,306,2,14.73,0,0
299,5415,1060,2,14.79,1,0
300,4941,5,1,13.5,0,0
301,723,1402,1,11.8,1,0
302,3572,2440,1,12.01,0,0
303,1231,3185,1,12.07,0,0
304,2872,2980,1,12.85,0,0
305,5317,247,1,14.0,0,0
306,1634,834,1,14.72,0,0
307,3117,2809,1,11.7,0,0
308,5066,3403,1,10.66,0,0
309,1831,1359,1,20.87,1,0
310,2981,1180,1,10.13,1,0
311,5324,3894,2,16.01,0,0
312,5553,3670,3,15.27,0,0
313,5212,2533,3,17.37,0,0
314,2200,3621,1,13.33,0,0
315,2144,3260,1,9.9,1,0
316,4501,422,1,12.76,0,0
317,4106,204,1,18.03,0,0
318,2214,3635,2,15.65,0,0
319,3746,1613,1,11.26,0,0
320,2522,827,1,17.6,0,0
321,1553,2303,1,15.26,1,0
322,5160,3778,2,16.68,0,0
323,4703,3708,2,15.09,0,0
324,4703,3708,2,21.07,0,0
325,4887,3462,1,12.93,0,0
326,2632,4121,1,13.43,1,0
327,5111,1192,1,16.05,0,0
328,2031,130,2,14.07,1,0
329,925,3935,1,11.56,0,0
330,1426,2444,1,10.28,0,0
331,3380,1137,1,20.47,0,0
332,1924,3326,2,17.05,0,0
333,3560,3546,1,13.01,0,0
334,5581,3513,2,17.38,0,0
335,1962,3332,1,16.98,0,0
336,4644,2,1,12.05,1,0
337,1474,2221,2,14.31,0,0
338,2770,4090,2,10.26,0,0
339,5582,3301,1,12.32,0,0
340,1659,144,1,13.51,0,0
341,3715,26,2,13.62,0,0
342,2217,654,1,16.1,1,0
343,1888,3213,1,7.33,0,0
344,2930,2224,1,12.45,0,0
345,1962,3332,3,21.15,0,0
346,339,2600,2,16.69,0,0
347,3301,859,1,13.06,0,0
348,5070,963,1,18.52,0,0
349,1617,707,1,16.28,0,0
350,4940,862,1,15.58,1,0
351,224,3649,2,14.03,1,0
352,3588,3739,3,12.35,0,0
353,5295,2976,2,14.83,1,0
354,4622,250,2,15.34,0,0
355,114,4197,1,15.53,0,0
356,137,2702,1,14.05,0,0
357,5399,2213,2,14.72,0,0
358,4517,3894,2,11.32,1,0
359,5079,2202,1,11.69,0,0
360,4698,269,1,14.74,0,0
361,195,164,1,16.55,0,0
362,5091,3084,1,19.26,0,0
363,3453,194,1,10.63,0,0
364,5194,3464,2,15.01,1,0
365,2389,811,2,16.12,0,0
366,661,2654,1,11.18,0,0
367,2241,3264,1,16.6,0,0
368,4546,1141,1,15.23,0,0
369,2526,1579,1,8.81,0,0
370,94,107,1,15.41,0,0
371,1187,490,1,6.61,0,0
372,1022,2136,2,16.72,0,0
373,210,1541,1,18.15,1,0
374,334,2044,1,15.65,0,0
375,4157,3145,3,19.82,0,0
376,4928,1415,1,12.75,0,0
377,2269,2395,1,15.33,0,0
378,2309,3113,1,15.37,0,0
379,4890,2544,2,14.17,0,0
380,1199,671,1,13.66,0,0
381,1922,634,1,7.06,0,0
382,3734,4110,3,12.13,0,0
383,1530,3687,2,18.45,0,0
384,4846,3333,1,18.63,1,0
385,5419,1158,1,18.21,0,0
386,995,3009,1,16.23,1,0
387,542,1654,1,9.58,0,0
388,4850,1761,1,16.52,0,0
389,5248,1173,2,23.44,1,0
390,4172,214,1,18.28,0,0
391,940,324,2,11.67,1,0
392,5388,1541,1,15.55,0,0
393,4594,3040,1,8.73,0,0
394,1531,3867,1,7.53,0,0
395,394,160,1,12.69,0,0
396,4646,482,2,17.38,0,0
397,3082,77,1,14.28,1,0
398,2300,3608,1,10.13,0,0
399,995,3009,1,15.31,0,0
400,4942,674,1,13.87,1,0
401,986,1911,1,12.17,0,0
402,4492,2486,2,20.59,0,0
403,4827,432,2,19.36,0,0
404,4919,1073,1,6.45,0,0
405,3799,2037,2,19.5,0,0
406,577,3316,1,10.81,0,0
407,3084,1066,1,12.09,1,0
408,3339,608,1,9.42,0,0
409,3002,46,1,10.17,1,0
410,3023,1823,1,9.42,1,0
411,5478,2833,1,12.73,1,0
412,3852,4200,1,19.51,0,0
413,673,2142,1,11.39,0,0
414,2343,1814,3,15.63,1,0
415,2357,2895,2,10.4,0,0
416,1498,3280,1,9.98,0,0
417,4134,1188,1,15.24,1,0
418,2841,3698,2,21.85,1,0
419,5399,2213,2,14.83,0,0
420,5118,377,1,10.2,0,0
421,2249,3956,1,12.22,0,0
422,5531,796,1,11.39,0,0
423,4204,1282,2,17.24,1,0
424,5319,2032,2,12.25,0,0
425,1804,2737,2,12.86,1,0
426,5326,173,2,21.9,0,0
427,4626,454,1,13.33,0,0
428,4518,4137,1,12.91,0,0
429,3084,1066,2,11.95,0,0
430,1087,235,1,8.8,0,0
431,3135,1587,1,13.95,0,0
432,3787,1381,2,16.84,0,0
433,800,1822,1,18.14,0,0
434,2122,2371,3,10.56,0,0
435,2837,721,2,11.26,0,0
436,3454,2783,1,13.71,0,0
437,1709,3031,2,16.29,0,0
438,4120,1208,2,18.68,1,0
439,2427,3750,3,22.24,1,0
440,4906,2217,2,17.37,0,0
441,1354,1778,1,6.89,0,0
442,1360,2487,1,12.79,0,0
443,882,1777,1,19.4,0,0
444,1389,4196,1,12.46,0,0
445,284,2096,3,20.18,1,0
446,3924,880,1,17.65,0,0
447,71,3411,1,13.97,0,0
448,4055,4195,4,15.42,0,0
449,1825,328,1,14.99,0,0
450,2056,3450,1,18.77,0,0
451,5397,3043,2,14.74,0,0
452,5313,221,3,19.43,1,0
453,4081,229,1,19.25,0,0
454,3139,208,2,12.65,1,0
455,1485,1838,1,14.9,0,0
456,355,2315,2,14.87,1,0
457,1322,2255,1,10.03,0,0
458,2891,2694,1,17.97,0,0
459,656,1766,3,20.32,0,0
460,475,2316,1,14.96,0,0
461,1328,3323,1,12.3,1,0
462,4621,3140,2,8.45,0,0
463,5133,2464,1,20.71,0,0
464,4837,1486,3,16.12,0,0
465,1954,3877,1,17.05,0,0
466,3834,2726,3,18.71,0,0
467,2520,2011,3,16.62,1,0
468,4432,3663,1,22.11,1,0
469,2314,2075,2,15.66,0,0
470,5270,705,2,10.39,0,0
471,4809,2868,3,16.69,0,0
472,2814,3198,1,14.84,1,0
473,4344,2578,1,18.07,1,0
474,3156,2275,1,13.65,1,0
475,3255,3277,1,10.98,0,0
476,2897,3839,2,22.11,0,0
477,3847,403,1,15.12,1,0
478,4335,4098,2,15.01,0,0
479,3628,3031,1,14.35,0,0
480,3396,3209,2,17.3,0,0
481,3519,2438,1,15.55,1,0
482,955,1387,1,7.87,0,0
483,411,439,1,13.94,0,0
484,3354,2382,2,16.13,0,0
485,5531,796,2,13.77,0,0
486,1945,29,4,19.01,0,0
487,1177,1460,2,13.4,0,0
488,5231,1537,3,18.23,1,0
489,4639,1014,2,14.06,1,0
490,2938,3636,1,12.45,0,0
491,4236,1704,2,15.22,0,0
492,5271,2917,1,7.87,0,0
493,4379,2326,1,18.12,0,0
494,3707,857,1,14.79,0,0
495,5408,2061,2,19.6,0,0
496,1995,1304,1,16.57,0,0
497,4086,3192,1,14.8,0,0
498,5348,2893,1,12.17,1,0
499,4567,2828,1,11.7,1,0
500,380,2124,1,20.78,1,0
501,4008,1978,3,12.3,1,0
502,2495,3527,1,6.2,0,0
503,1956,2449,2,10.08,0,0
504,4933,769,2,16.96,0,0
505,4839,1962,1,9.83,0,0
506,1392,3701,2,18.53,0,0
507,3921,1435,3,18.83,0,0
508,3203,3683,2,11.27,0,0
509,4007,472,1,9.07,1,0
510,3158,478,2,17.44,0,0
511,1586,4056,2,16.04,1,0
512,364,2177,2,16.99,1,0
513,5151,197,2,13.93,0,0
514,3951,2477,1,15.06,0,0
515,5355,1646,2,13.12,0,0
516,549,221,2,14.1,0,0
517,2001,1676,1,16.99,0,0
518,1582,2306,1,10.48,0,0
519,269,1025,1,14.26,0,0
520,4370,164,3,16.76,1,0
521,1649,716,3,16.23,1,0
522,3758,3284,1,12.86,1,0
523,3357,3831,1,15.61,0,0
524,1506,2416,2,14.75,0,0
525,2270,2677,1,12.32,0,0
526,3963,2298,1,10.28,0,0
527,836,348,1,16.61,0,0
528,3325,353,2,17.26,1,0
529,3861,241,2,15.29,0,0
530,1340,1543,1,15.43,0,0
531,3340,4109,1,15.35,1,0
532,5594,3186,1,13.8,0,0
533,3003,2,1,16.29,0,0
534,1288,453,1,13.6,0,0
535,3622,2170,1,18.14,0,0
536,3424,1854,1,11.43,1,0
537,5002,1970,1,14.76,1,0
538,268,2803,3,18.72,1,0
539,1967,2722,1,10.56,0,0
540,565,1839,1,10.79,0,0
541,2544,3514,1,17.99,0,0
542,1006,2158,3,16.7,0,0
543,3130,82,2,13.26,1,0
544,5350,845,2,11.62,0,0
545,1565,1056,1,10.4,0,0
546,5459,1132,1,9.71,1,0
547,2321,65,1,13.98,1,0
548,5247,2094,2,15.62,0,0
549,4595,27,2,17.75,0,0
550,427,2470,1,13.88,1,0
551,4825,2084,1,17.26,1,0
552,5141,312,1,10.93,0,0
553,5282,1924,1,16.92,0,0
554,3149,181,1,11.95,1,0
555,504,1933,1,5.5,0,0
556,219,3135,1,17.94,0,0
557,3907,2654,1,16.69,0,0
558,870,2339,2,14.07,0,0
559,5009,3893,2,18.29,0,0
560,4574,4150,2,18.39,0,0
561,146,3637,1,17.29,0,0
562,1577,1790,1,10.45,0,0
563,97,2887,1,12.38,1,0
564,4368,1993,2,17.95,0,0
565,2611,2284,1,17.79,0,0
566,595,296,2,11.96,0,0
567,4707,1229,1,11.29,0,0
568,2204,3635,1,16.24,0,0
569,4241,3581,3,19.37,1,0
570,2412,1705,2,16.67,0,0
571,2288,1877,1,12.66,0,0
572,3677,3703,1,20.35,0,0
573,3554,1131,3,20.45,0,0
574,4596,2961,2,16.65,0,0
575,1188,1913,1,10.92,0,0
576,5167,4063,2,12.82,1,0
577,3237,2178,1,16.57,0,0
578,3746,1613,2,15.58,0,0
579,2967,723,1,11.02,0,0
580,5503,202,2,15.21,0,0
581,3191,1867,1,15.98,0,0
582,1791,3665,1,17.98,1,0
583,2090,1526,1,18.38,0,0
584,1261,2269,3,17.09,0,0
585,2669,1094,2,17.6,1,0
586,926,122,1,19.33,1,0
587,4106,204,1,11.32,1,0
588,1689,2763,3,19.38,1,0
589,4468,1163,2,16.66,0,0
590,3172,2977,1,11.73,0,0
591,3237,2178,1,17.62,0,0
592,3469,1976,3,15.6,1,0
593,4446,2820,1,16.18,0,0
594,118,2599,1,13.0,0,0
595,1400,3882,1,7.68,0,0
596,915,1329,1,11.45,0,0
597,5174,1682,1,15.36,0,0
598,5227,1918,2,17.29,0,0
599,636,2615,1,7.13,0,0
600,2339,3774,1,14.47,0,0
601,2535,824,1,7.16,0,0
602,5258,832,2,17.49,0,0
603,3050,2569,2,16.21,1,0
604,1878,3928,2,16.24,0,0
605,1006,2158,2,14.14,0,0
606,1367,2697,2,16.5,0,0
607,866,154,3,10.95,1,0
608,1855,2975,3,13.55,1,0
609,43,3919,3,23.25,0,0
610,5557,3481,1,15.28,0,0
611,2501,2241,2,14.0,1,0
612,1955,945,1,16.73,0,0
613,4804,3778,1,17.82,0,0
614,2371,655,1,21.18,0,0
615,5006,47,1,14.8,0,0
616,4665,1251,2,20.56,0,0
617,1024,986,1,6.32,0,0
618,3507,2349,1,7.06,0,0
619,1279,2296,1,18.13,1,0
620,3912,3273,3,18.36,1,0
621,3613,1955,2,16.28,1,0
622,3637,1716,1,8.42,0,0
623,1885,4171,1,15.07,0,0
624,3599,1158,1,10.89,0,0
625,5264,3639,1,13.36,0,0
626,2331,2552,1,14.39,0,0
627,1418,2707,1,5.52,0,0
628,4997,1706,2,13.41,0,0
629,408,490,1,11.05,1,0
630,2815,2584,1,13.66,1,0
631,269,1025,1,12.74,0,0
632,874,3502,1,17.08,1,0
633,2683,4183,2,15.82,0,0
634,3542,385,3,24.47,1,0
635,3682,3836,2,18.85,0,0
636,1515,3072,1,15.96,1,0
637,1063,275,1,15.98,0,0
638,3467,3849,2,11.9,0,0
639,3923,1820,1,14.56,0,0
640,4595,27,2,14.55,0,0
641,1058,2455,1,16.63,0,0
642,2679,2722,1,13.86,1,0
643,1297,2746,3,7.83,0,0
644,2303,1117,1,10.93,0,0
645,355,2315,1,16.07,1,0
646,4087,2628,3,18.23,0,0
647,1735,1533,1,13.29,1,0
648,3222,2830,1,18.95,0,0
649,3453,194,1,17.51,1,0
650,2294,618,2,21.2,1,0
651,5438,165,2,18.12,0,0
652,4021,2422,3,20.65,0,0
653,3989,3204,2,13.51,0,0
654,2053,2541,1,12.19,0,0
655,2029,887,3,20.43,1,0
656,3080,1510,2,15.15,0,0
657,1475,3611,1,20.17,0,0
658,888,2481,3,15.53,0,0
659,5324,3894,2,13.89,0,0
660,3765,4048,1,13.56,0,0
661,1704,3694,1,9.99,0,0
662,2760,1132,1,13.61,0,0
663,3047,1125,2,12.24,0,0
664,2625,1545,2,18.87,1,0
665,579,886,1,14.98,0,0
666,4925,2016,1,9.1,0,0
667,2139,1365,2,16.67,1,0
668,3072,2014,2,15.5,0,0
669,3590,2852,1,15.92,0,0
670,2117,238,1,11.5,1,0
671,1310,593,1,9.42,1,0
672,3366,1802,1,14.82,0,0
673,710,2296,1,14.44,0,0
674,6,154,1,10.65,0,0
675,1133,2004,1,12.53,0,0
676,4672,1151,3,20.69,1,0
677,184,2196,2,23.34,0,0
678,1175,2009,1,9.61,0,0
679,2407,4008,1,9.65,1,0
680,4236,1704,1,16.9,0,0
681,1364,2814,2,7.82,1,0
682,3899,2336,1,12.11,0,0
683,4979,784,1,18.51,0,0
684,2978,3363,1,9.27,0,0
685,1044,2582,1,18.35,0,0
686,4567,2828,1,11.59,0,0
687,2253,171,2,12.51,0,0
688,863,1619,1,7.05,0,0
689,3865,870,1,10.34,0,0
690,3292,2173,1,15.19,0,0
691,1822,3842,1,10.26,0,0
692,3729,2949,1,13.92,0,0
693,325,251,2,13.89,0,0
694,1039,1883,2,13.54,0,0
695,1046,964,2,11.4,0,0
696,2016,3230,3,18.05,0,0
697,5294,2670,3,15.32,0,0
698,3547,3292,3,17.14,1,0
699,4586,3639,1,11.04,0,0
700,2192,1982,3,20.28,0,0
701,3960,2129,3,15.48,1,0
702,4431,282,1,11.74,0,0
703,3540,2612,1,15.87,0,0
704,3309,2307,1,10.9,0,0
705,1500,1885,1,15.62,0,0
706,1213,3884,2,11.96,1,0
707,3963,2298,2,14.89,0,0
708,1908,3704,4,16.21,0,0
709,1220,604,2,21.36,0,0
710,3191,1867,3,19.12,0,0
711,2402,1465,1,13.28,0,0
712,420,1440,1,12.17,0,0
713,3967,2877,2,19.38,0,0
714,3331,323,2,15.52,1,0
715,4711,2289,2,17.84,0,0
716,938,2339,1,16.88,0,0
717,475,2316,1,15.18,0,0
718,2874,2423,1,12.26,0,0
719,3450,2783,1,21.53,0,0
720,183,3814,2,12.81,0,0
721,3745,3557,1,9.11,0,0
722,466,3819,1,13.67,0,0
723,426,2979,2,14.82,0,0
724,4021,2422,1,12.41,0,0
725,3363,3695,2,18.66,0,0
726,3010,825,1,10.27,0,0
727,2653,2323,1,18.23,0,0
728,2677,2836,1,13.53,0,0
729,3884,2078,1,16.34,1,0
730,3310,1122,1,17.8,1,0
731,271,3889,2,16.74,1,0
732,4482,1288,1,11.24,1,0
733,2952,2366,2,14.66,0,0
734,3181,912,2,15.69,0,0
735,2038,880,2,15.98,0,0
736,4215,2654,2,9.64,1,0
737,2319,3144,1,15.76,0,0
738,2913,2351,1,12.68,0,0
739,5002,1970,1,10.48,0,0
740,2007,2625,1,3.5,1,0
741,4917,562,3,17.41,1,0
742,3833,243,2,9.11,0,0
743,2207,3424,3,16.61,0,0
744,4482,1288,1,6.28,0,0
745,713,78,1,14.37,0,0
746,3060,2995,1,17.52,0,0
747,5368,1027,1,15.89,0,0
748,4939,2814,1,20.15,0,0
749,3926,1605,3,18.22,0,0
750,1844,1179,2,19.27,0,0
751,4765,3793,4,17.92,0,0
752,5219,3586,1,15.93,1,0
753,5083,237,2,18.18,0,0
754,4229,857,1,14.06,1,0
755,647,3156,1,11.47,0,0
756,5583,2804,1,17.3,1,0
757,2312,2807,1,10.38,0,0
758,828,4087,2,16.79,0,0
759,3879,4141,1,12.75,0,0
760,5054,207,2,21.9,1,0
761,3876,1542,2,15.69,0,0
762,3295,2417,1,13.55,0,0
763,1880,504,2,11.08,0,0
764,4113,2094,3,11.41,0,0
765,1414,1513,1,16.42,1,0
766,1751,3876,2,11.82,1,0
767,3706,340,1,11.97,0,0
768,1263,1905,3,16.81,0,0
769,780,3352,2,15.15,0,0
770,4041,2550,3,22.19,0,0
771,4047,489,2,16.24,1,0
772,440,1636,1,14.99,0,0
773,5204,497,1,17.24,0,0
774,194,3710,1,17.18,1,0
775,4608,1600,3,18.11,1,0
776,2709,1197,2,18.13,1,0
777,3080,1510,2,11.84,0,0
778,2897,3839,2,11.85,1,0
779,3961,2606,1,17.5,0,0
780,197,4010,3,16.55,1,0
781,1233,349,1,14.05,0,0
782,1909,1644,2,9.46,0,0
783,2418,3175,2,6.74,0,0
784,3903,91,3,21.39,0,0
785,4165,4005,2,11.17,1,0
786,3852,4200,1,16.08,1,0
787,1464,910,3,18.49,0,0
788,3435,3242,2,11.94,0,0
789,3818,2660,1,10.68,0,0
790,4463,2815,2,9.54,1,0
791,2122,2371,3,11.48,0,0
