id,origin_airport_id,destination_airport_id,distance,departure_hour,airline_code,is_delayed
163,2,8,627.4,13,2,0
164,4,9,1378.5,17,4,0
165,4,7,804.8,16,1,0
166,10,12,2980.4,16,2,1
167,11,12,3100.0,13,2,1
168,7,4,827.1,10,0,0
169,9,8,1482.5,3,2,1
170,11,5,525.4,23,1,0
171,11,2,1594.7,9,0,1
172,9,4,1333.9,2,2,0
173,7,3,505.5,7,0,1
174,5,3,2337.9,8,2,0
175,3,4,2842.0,17,2,1
176,2,9,266.6,4,0,0
177,12,10,466.9,18,4,0
178,5,9,697.8,10,4,0
179,1,4,568.1,12,2,0
180,12,10,424.9,22,0,0
181,9,7,1568.3,4,4,0
182,3,10,520.5,13,2,1
183,6,10,660.9,20,3,0
184,2,9,597.2,17,2,0
185,10,11,3130.1,15,4,1
186,5,3,3037.2,19,3,1
187,2,8,439.9,9,3,0
188,6,11,1567.3,21,5,0
189,10,4,1245.1,13,4,1
190,11,6,1493.8,4,4,1
191,4,7,1041.3,6,2,0
192,5,1,1370.0,12,1,1
193,1,4,423.4,16,0,0
194,1,2,605.0,5,4,0
195,3,12,613.5,17,2,1
196,9,6,1175.3,6,4,0
197,12,4,341.2,5,1,0
198,2,12,583.5,15,0,1
199,10,12,379.6,0,4,1
200,12,3,4030.6,13,1,1
201,1,3,1680.2,18,0,1
202,5,6,3333.9,20,3,1
203,11,5,1526.9,11,1,1
204,6,7,303.8,6,0,0
205,5,6,3251.3,23,0,1
206,10,11,344.8,9,5,1
207,6,3,710.2,12,0,0
208,12,5,634.8,9,4,1
209,11,12,1204.9,6,4,0
210,1,7,3292.1,8,1,1
211,5,9,453.4,22,1,0
212,5,3,731.9,4,0,1
213,1,2,660.2,7,1,0
214,2,3,624.4,21,2,1
215,10,6,440.9,15,3,1
216,12,11,443.4,22,0,1
217,5,10,793.2,16,5,0
218,5,4,490.1,8,4,0
219,6,1,593.5,2,1,1
220,10,7,549.5,10,0,0
221,6,11,991.4,15,3,0
222,2,4,561.8,6,2,0
223,10,9,486.3,23,2,0
224,6,5,738.4,18,1,0
225,10,5,1331.8,7,4,0
226,11,12,1407.5,15,2,1
227,11,12,1402.7,3,3,1
228,6,11,3323.5,10,5,1
229,5,3,727.8,11,0,0
230,9,2,1224.6,7,2,0
231,5,12,1096.8,13,2,0
232,7,1,849.4,19,2,1
233,11,5,1465.1,7,2,1
234,4,5,445.1,13,0,0
235,4,7,480.5,16,2,1
236,1,12,250.4,7,3,0
237,12,4,725.5,6,0,1
238,5,9,1169.8,8,5,1
239,8,5,2792.5,10,4,1
240,12,11,1383.7,11,4,0
241,12,1,572.4,7,5,0
242,1,4,585.7,12,0,1
243,2,10,1325.7,14,0,0
244,10,12,569.4,21,0,1
245,7,4,1032.2,16,4,1
246,3,10,1179.2,16,1,1
247,5,2,697.5,14,0,1
248,1,4,1413.8,20,0,1
249,4,2,985.7,10,4,1
250,2,12,474.1,6,4,0
251,10,2,2730.0,9,2,1
252,4,8,507.7,17,4,0
253,11,12,1519.1,17,2,0
254,11,12,454.3,16,1,0
255,4,8,1444.0,14,0,1
256,11,1,546.5,9,1,1
257,2,10,600.9,10,2,0
258,8,4,1729.4,10,3,0
259,6,4,439.2,17,2,1
260,12,2,484.2,5,3,1
261,4,5,444.3,20,3,0
262,7,1,1220.9,20,2,0
263,2,6,699.9,4,1,1
264,12,9,455.4,8,0,0
265,8,7,642.7,20,0,1
266,9,3,393.1,16,0,0
267,1,2,1315.0,15,5,1
268,4,8,1276.0,19,0,1
269,6,12,713.0,9,1,1
270,12,5,1490.6,19,3,1
271,6,5,284.3,10,4,1
272,8,3,623.9,10,0,0
273,1,8,1560.3,7,1,0
274,10,6,1789.6,6,1,0
275,8,10,1387.8,6,4,0
276,12,11,1568.0,19,0,0
277,9,10,1829.5,19,2,0
278,9,10,847.4,12,2,0
279,4,8,1354.5,20,3,1
280,3,9,538.8,17,5,0
281,1,10,1545.4,8,4,1
282,7,8,2764.3,20,1,1
283,1,3,520.9,17,0,0
284,2,8,3183.8,19,0,1
285,7,3,485.7,10,2,0
286,9,7,426.3,8,1,0
287,4,10,1315.9,3,3,1
288,11,7,1674.1,11,0,0
289,4,12,570.4,16,1,1
290,8,1,3374.3,18,4,1
291,3,12,3464.9,2,3,1
292,5,4,1888.4,8,0,1
293,2,4,663.9,2,0,0
294,7,2,273.0,16,3,0
295,11,8,575.3,15,5,0
296,12,7,1301.8,22,1,1
297,4,8,2316.7,15,0,1
298,2,6,1258.0,7,1,1
299,8,2,155.6,8,2,1
300,4,2,3334.7,4,3,1
301,5,4,1343.2,15,3,0
302,4,5,452.7,9,0,0
303,11,9,611.1,8,0,0
304,7,10,818.3,19,3,0
305,4,8,1215.6,7,0,1
306,8,3,1148.3,6,1,0
307,8,10,1257.6,20,4,1
308,11,10,427.7,11,3,0
309,7,11,1505.4,17,4,1
310,12,9,1274.3,12,3,0
311,2,5,570.4,14,4,0
312,11,1,1867.2,11,2,0
313,7,11,3077.4,8,0,1
314,12,2,461.7,13,2,0
315,8,9,804.2,17,4,0
316,1,5,1360.7,4,2,0
317,11,7,450.7,1,2,1
318,8,9,1213.2,15,2,0
319,11,10,3100.0,14,0,1
320,5,9,1492.6,14,2,1
321,8,10,687.2,16,1,0
322,6,7,1331.7,11,1,1
323,9,12,439.4,15,0,1
324,12,2,1422.9,15,3,1
325,8,11,2051.4,19,3,0
326,7,8,463.3,12,4,0
327,3,9,1716.5,5,3,0
328,7,12,1543.2,10,3,1
329,5,11,724.8,7,3,0
330,1,7,1247.0,13,4,1
331,5,6,345.6,10,4,0
332,3,5,1257.3,5,2,1
333,2,4,622.9,9,4,0
334,8,5,1370.6,9,3,1
335,9,2,1425.4,6,1,1
336,10,12,565.1,17,0,1
337,10,12,1255.0,5,2,1
338,8,3,3352.1,8,0,1
339,1,5,432.8,5,2,0
340,12,1,670.9,19,2,0
341,5,8,530.3,15,0,1
342,8,7,1407.7,20,2,0
343,2,3,541.6,4,3,0
344,1,7,337.6,5,0,0
345,7,9,641.8,9,0,0
346,8,10,1531.8,14,0,0
347,8,6,662.4,8,5,0
348,1,12,447.2,10,3,0
349,11,12,368.0,6,1,0
350,10,11,2895.9,8,3,1
351,11,9,474.8,14,3,0
352,12,5,1450.9,10,0,1
353,6,1,1145.1,17,1,1
354,11,5,1702.3,23,3,1
355,8,1,3077.8,6,0,1
356,2,5,1881.9,10,5,1
357,3,9,673.5,7,3,1
358,11,12,611.0,6,1,1
359,10,5,2874.2,18,2,1
360,5,12,3221.5,12,5,1
361,12,7,323.0,11,2,1
362,1,9,1266.1,12,2,0
363,3,7,932.7,18,0,0
364,6,3,1546.0,15,3,1
365,1,3,410.0,11,4,1
366,4,9,672.6,15,2,0
367,3,4,586.7,16,1,0
368,7,5,649.6,5,0,0
369,11,12,1269.6,14,3,1
370,9,3,2962.1,7,3,1
371,12,6,461.9,7,3,0
372,1,9,1600.0,16,0,1
373,2,5,656.0,16,3,0
374,6,7,708.3,16,3,0
375,1,7,3292.3,15,4,1
376,11,3,513.3,15,1,0
377,6,7,1349.2,8,3,1
378,3,11,658.8,6,2,1
379,9,4,1328.0,21,5,0
380,12,1,609.6,6,4,0
381,7,9,3560.8,20,2,1
382,2,3,683.5,12,0,1
383,5,6,1340.5,12,1,1
384,1,8,3601.1,4,1,1
385,2,1,527.7,12,0,1
386,6,8,1603.5,11,0,0
387,4,5,1466.5,18,4,0
388,2,4,1304.9,17,1,0
389,7,1,1603.4,14,1,1
390,2,8,671.9,22,5,0
391,9,8,616.8,15,0,1
392,6,1,503.4,23,2,0
393,2,11,2724.7,15,3,0
394,11,5,1258.9,16,5,1
395,5,7,3466.7,13,1,1
396,7,6,524.0,8,3,0
397,5,7,722.5,15,0,0
398,4,6,1816.7,12,3,1
399,6,2,1490.2,4,3,0
400,1,7,3736.7,1,3,1
401,5,7,1491.4,10,1,0
402,7,4,3065.3,6,1,0
403,5,11,1385.8,12,5,1
404,8,1,748.6,6,0,0
405,6,10,456.9,2,3,1
406,5,4,3951.9,12,2,1
407,1,7,454.9,18,2,0
408,11,7,1794.8,10,3,0
409,6,10,2908.5,7,4,1
410,1,8,1636.6,8,1,1
411,10,8,1370.6,10,1,0
412,3,10,2722.9,10,5,1
413,1,2,537.0,0,2,0
414,8,5,448.4,8,3,0
415,1,8,384.4,18,1,1
416,9,7,349.1,6,4,0
417,2,5,1440.3,5,1,1
418,3,7,1367.8,15,0,0
419,9,6,1544.7,3,2,1
420,8,10,533.2,21,2,0
