id,flight_id,age,annual_income,group_size,loyalty_tier
357,202,24,83017.0,1,2
358,91,29,57536.0,2,1
359,130,40,61412.0,1,0
360,300,38,62420.0,2,2
361,38,44,42082.0,1,0
362,146,26,53819.0,4,0
363,368,47,35699.0,1,0
364,271,18,50768.0,4,1
365,41,42,38411.0,1,1
366,112,29,32861.0,1,0
367,349,33,39643.0,1,0
368,370,22,39175.0,1,3
369,346,22,57563.0,2,0
370,308,39,22377.0,2,0
371,301,44,68966.0,1,3
372,14,41,85002.0,2,2
373,110,32,45916.0,1,0
374,161,41,58823.0,1,1
375,53,35,42817.0,2,1
376,252,49,62639.0,1,2
377,277,45,50300.0,1,0
378,214,46,53975.0,1,1
379,126,18,64097.0,1,0
380,236,38,97917.0,2,0
381,78,31,47359.0,1,2
382,252,46,88948.0,1,1
383,213,47,33906.0,4,0
384,12,43,35837.0,1,0
385,336,50,34518.0,1,1
386,345,33,74890.0,1,3
387,17,32,63700.0,1,0
388,130,50,47979.0,2,0
389,119,36,72509.0,4,0
390,254,21,107117.0,4,1
391,362,18,50072.0,1,0
392,367,47,87634.0,1,1
393,119,37,169898.0,4,2
394,211,26,48322.0,2,0
395,77,47,76072.0,1,0
396,419,42,30827.0,1,0
397,119,50,90224.0,1,2
398,376,24,46225.0,1,3
399,9,25,47391.0,2,2
400,28,33,90195.0,3,2
401,388,32,33704.0,2,0
402,133,48,43807.0,1,1
403,237,42,38674.0,2,0
404,168,49,72363.0,1,1
405,83,37,94321.0,3,2
406,307,43,39852.0,2,0
407,51,22,91224.0,2,3
408,346,27,63661.0,1,1
409,398,67,75867.0,2,0
410,412,20,32542.0,1,1
411,187,24,32899.0,1,0
412,117,41,20109.0,1,0
413,1,51,34248.0,2,1
414,156,35,93699.0,2,0
415,415,55,27001.0,3,1
416,297,33,73557.0,1,1
417,415,41,59908.0,1,2
418,131,54,76929.0,2,1
419,9,47,21006.0,2,3
420,119,39,55468.0,1,0
421,49,35,40030.0,1,0
422,296,54,39595.0,2,0
423,311,45,36527.0,2,0
424,65,29,40887.0,1,0
425,158,62,41528.0,3,0
426,369,31,33148.0,2,0
427,387,38,25373.0,1,0
428,175,48,60535.0,1,1
429,170,29,33245.0,1,2
430,377,40,28343.0,1,0
431,80,43,34655.0,4,1
432,132,48,30249.0,1,1
433,169,46,40742.0,1,0
434,148,44,68225.0,4,0
435,357,41,57770.0,2,1
436,187,31,75463.0,1,0
437,34,38,42686.0,1,1
438,9,41,18000.0,2,1
439,166,28,46824.0,5,2
440,42,38,45390.0,2,0
441,12,46,46263.0,1,0
442,5,40,61329.0,5,2
443,306,30,50611.0,1,3
444,27,26,75049.0,1,1
445,233,54,25912.0,1,0
446,348,18,29736.0,1,0
447,259,49,97151.0,1,0
448,77,30,50326.0,1,0
449,205,24,25349.0,1,0
450,359,31,77841.0,1,0
451,382,50,37670.0,1,0
452,263,30,62446.0,1,1
453,310,18,73067.0,3,1
454,365,49,96493.0,2,1
455,110,32,67668.0,2,2
456,67,59,20535.0,1,0
457,379,32,53431.0,3,1
458,7,48,76974.0,1,0
459,212,38,27130.0,3,0
460,215,26,54564.0,3,1
461,81,44,50673.0,2,0
462,156,55,42184.0,5,0
463,326,36,35084.0,3,1
464,242,18,90899.0,1,1
465,91,48,69159.0,4,1
466,312,62,63608.0,2,0
467,90,33,58449.0,1,0
468,386,19,18500.0,1,0
469,90,55,67035.0,2,2
470,170,18,56145.0,1,2
471,331,48,39359.0,1,1
472,195,28,25072.0,1,0
473,263,44,25458.0,2,1
474,68,21,64118.0,1,0
475,64,41,58233.0,1,0
476,362,71,35682.0,1,0
477,359,44,43538.0,2,2
478,33,36,30607.0,5,1
479,255,48,48732.0,2,1
480,117,18,41967.0,4,0
481,6,36,89062.0,4,1
482,163,36,99876.0,2,1
483,158,75,53500.0,1,0
484,130,64,32707.0,4,0
485,124,27,74814.0,1,2
486,336,41,52457.0,1,0
487,135,18,81256.0,1,3
488,194,47,60835.0,1,0
489,250,24,50013.0,3,2
490,293,36,67210.0,1,2
491,408,21,38163.0,2,1
492,161,25,78482.0,1,1
493,42,40,65675.0,1,1
494,172,28,57110.0,1,3
495,84,26,66317.0,1,0
496,397,47,34695.0,1,0
497,291,31,61907.0,1,3
498,289,40,62190.0,1,3
499,185,49,24053.0,1,1
500,326,40,52782.0,2,1
501,279,39,45126.0,1,2
502,8,18,159390.0,1,0
503,90,32,35137.0,1,0
504,222,18,48970.0,1,1
505,366,62,61192.0,1,1
506,298,36,45522.0,3,0
507,92,38,115141.0,1,0
508,102,31,31228.0,3,0
509,331,42,41093.0,1,0
510,88,36,49695.0,4,1
511,249,43,33221.0,3,0
512,14,62,36036.0,1,2
513,116,37,40481.0,2,0
514,219,33,38761.0,2,1
515,64,48,47874.0,1,1
516,73,51,28231.0,3,2
517,301,34,46484.0,1,1
518,97,47,89365.0,2,3
519,399,31,67178.0,1,0
520,53,61,27880.0,1,2
521,198,38,83264.0,4,1
522,336,35,33422.0,2,0
523,7,60,69576.0,1,2
524,305,24,44095.0,2,0
525,215,46,28047.0,1,0
526,398,38,133416.0,3,1
527,142,28,45320.0,3,0
528,1,25,32443.0,2,0
529,261,58,44711.0,2,1
530,374,21,70869.0,1,1
531,17,32,45982.0,3,3
532,43,41,56761.0,2,0
533,274,43,51537.0,1,1
534,126,56,29115.0,1,0
535,226,22,34924.0,1,2
536,209,31,87299.0,1,0
537,326,48,73180.0,1,3
538,103,32,36918.0,2,3
539,51,42,70094.0,2,0
540,78,37,58241.0,5,2
541,339,38,31799.0,3,0
542,255,63,47356.0,1,0
543,419,23,23866.0,1,0
544,405,31,60950.0,4,2
545,391,18,27445.0,1,0
546,395,56,25271.0,1,1
547,213,19,64059.0,1,0
548,172,44,81578.0,1,1
549,411,41,55411.0,1,1
550,266,26,94882.0,2,0
551,281,18,72467.0,1,2
552,148,22,52903.0,3,0
553,273,24,60788.0,1,1
554,397,36,66801.0,1,1
555,338,39,47910.0,1,1
556,217,44,32786.0,2,0
557,227,31,50189.0,1,1
558,100,33,71172.0,2,0
559,31,41,34401.0,4,1
560,194,25,34215.0,1,0
561,355,29,32425.0,4,2
562,239,46,60156.0,4,0
563,401,26,42534.0,2,3
564,26,35,60434.0,1,0
565,237,50,26726.0,2,2
566,279,57,25148.0,1,1
567,206,63,32995.0,1,0
568,129,39,37016.0,1,2
569,106,33,45682.0,1,3
570,324,41,106006.0,3,2
571,419,29,68604.0,1,0
572,22,43,33763.0,4,1
573,256,21,48185.0,1,0
574,217,18,73578.0,3,1
575,242,40,87827.0,2,1
576,164,36,30242.0,1,1
577,166,21,31274.0,2,0
578,369,30,40569.0,1,1
579,109,45,40837.0,1,0
580,299,30,67807.0,3,1
581,96,49,36402.0,4,2
582,173,42,42470.0,4,0
583,309,63,26153.0,1,1
584,416,44,25847.0,4,1
585,379,47,56863.0,4,0
586,148,42,35987.0,5,1
587,101,18,53717.0,2,0
588,198,24,91141.0,1,1
589,379,27,26105.0,1,2
590,367,45,62860.0,1,2
591,157,24,93297.0,1,0
592,402,35,35301.0,1,0
593,144,31,101987.0,1,1
594,363,51,136402.0,2,2
595,285,56,64513.0,1,1
596,293,35,43359.0,1,0
597,317,66,48430.0,3,2
598,298,40,34670.0,2,0
599,206,18,30411.0,1,0
600,159,30,78244.0,2,0
601,182,39,117477.0,1,3
602,262,38,56521.0,1,0
603,64,53,46772.0,2,3
604,273,36,47584.0,1,1
605,170,45,31831.0,1,1
606,378,50,63914.0,2,1
607,314,51,20501.0,2,0
608,347,39,42399.0,1,0
609,279,60,25766.0,1,0
610,189,26,74793.0,3,0
611,78,49,37880.0,1,1
612,99,41,34758.0,2,1
613,313,36,84326.0,2,1
614,319,19,44118.0,2,1
615,154,25,147559.0,2,0
616,16,41,29500.0,2,0
617,329,33,72576.0,2,1
618,233,56,65988.0,2,1
619,256,44,75524.0,3,2
620,8,22,39276.0,1,0
621,373,33,95651.0,1,0
622,136,35,41800.0,5,0
623,92,36,57424.0,1,1
624,33,18,146543.0,1,3
625,163,27,55122.0,3,3
626,360,31,26287.0,2,1
627,59,43,42053.0,1,0
628,104,39,60790.0,1,1
629,370,30,51400.0,1,0
630,240,21,75909.0,2,1
631,401,35,51764.0,1,3
632,373,58,74698.0,3,2
633,4,63,53981.0,1,2
634,261,60,44370.0,1,0
635,40,31,45204.0,2,1
636,135,54,35715.0,1,2
637,234,41,36972.0,2,0
638,225,54,48761.0,1,0
639,416,49,45678.0,1,0
640,267,49,38122.0,1,0
641,395,43,39065.0,1,0
642,123,30,51558.0,1,2
643,79,36,83243.0,2,1
644,245,30,22154.0,2,0
645,399,25,30584.0,1,1
646,28,40,40954.0,1,0
647,31,41,56860.0,3,2
648,267,41,35679.0,2,0
649,337,23,55196.0,3,0
650,154,56,37231.0,2,2
651,138,47,95212.0,1,1
652,329,45,51440.0,3,0
653,93,57,58828.0,2,0
654,247,18,27998.0,1,0
655,1,60,28711.0,1,0
656,359,26,19029.0,2,1
657,176,30,96931.0,2,0
658,394,41,40513.0,1,2
659,11,54,47398.0,1,0
660,50,49,67464.0,2,2
661,364,28,62635.0,1,1
662,213,25,25464.0,2,1
663,22,18,44909.0,4,1
664,313,51,47613.0,1,3
665,113,28,42843.0,4,1
666,259,48,61513.0,2,0
667,294,23,60879.0,1,0
668,234,29,112640.0,3,2
669,75,31,38420.0,2,0
670,415,27,34410.0,2,0
671,319,43,50402.0,2,0
672,307,27,79353.0,3,3
673,97,41,80193.0,3,2
674,18,43,66463.0,1,0
675,227,26,65207.0,1,1
676,253,44,86227.0,1,2
677,389,55,37823.0,1,1
678,322,53,36190.0,2,0
679,230,62,77802.0,1,2
680,167,76,55978.0,1,0
681,393,34,37734.0,1,1
682,401,60,45422.0,2,1
683,105,44,27820.0,4,0
684,286,30,25208.0,1,0
685,18,51,55357.0,2,1
686,249,18,53995.0,3,0
687,182,46,34029.0,1,1
688,417,40,20520.0,2,2
689,20,22,59040.0,5,1
690,25,29,31809.0,1,0
691,352,40,68727.0,2,0
692,197,28,60487.0,1,0
693,174,31,64028.0,2,1
694,178,30,51027.0,1,0
695,305,18,52603.0,1,0
696,213,37,43602.0,1,1
697,36,66,38503.0,1,0
698,52,33,31810.0,3,0
699,146,49,102797.0,1,0
700,410,18,35673.0,1,1
701,140,51,57441.0,3,2
702,397,34,27913.0,1,1
703,366,26,29702.0,4,1
704,155,31,39676.0,2,2
705,282,50,38615.0,1,1
706,70,42,40785.0,1,1
707,235,30,55471.0,2,1
708,377,42,18000.0,1,0
709,243,30,52430.0,2,0
710,109,55,29523.0,4,0
711,359,36,107580.0,1,1
712,167,47,30701.0,1,0
713,377,22,67315.0,1,1
714,274,54,36474.0,1,2
715,412,18,63080.0,1,1
716,38,69,77496.0,1,3
717,236,59,65677.0,2,0
718,256,37,67971.0,1,1
719,23,69,25111.0,1,0
720,296,32,55155.0,4,1
721,162,50,61685.0,1,2
722,335,43,37157.0,1,0
723,419,34,40168.0,1,2
724,189,38,99584.0,1,2
725,368,46,79531.0,4,2
726,273,38,87818.0,2,1
727,417,63,87951.0,2,1
728,149,18,52000.0,4,0
729,348,55,53422.0,2,1
730,120,40,21065.0,1,0
731,259,31,43079.0,4,1
732,322,37,54100.0,3,3
733,197,32,59982.0,2,1
734,158,21,86877.0,4,0
735,293,29,48661.0,3,0
736,20,18,47487.0,1,0
737,345,32,46059.0,1,1
738,67,28,49517.0,1,1
739,112,45,28827.0,1,0
740,13,33,149189.0,1,1
741,383,34,28514.0,1,1
742,405,46,61889.0,1,1
743,90,32,89711.0,5,0
744,216,37,57094.0,1,0
745,180,45,53071.0,4,0
746,2,41,62679.0,2,3
747,175,69,40132.0,1,0
748,166,62,40152.0,1,0
749,333,35,24502.0,2,0
750,289,41,109993.0,1,2
751,135,45,57791.0,2,1
752,126,18,22305.0,4,1
753,122,24,37493.0,1,3
754,198,38,32760.0,2,3
755,330,29,26972.0,1,0
756,73,21,59094.0,1,2
757,353,34,42513.0,1,0
758,148,20,52995.0,2,2
759,221,20,46365.0,3,0
760,273,43,74861.0,5,0
761,123,37,62727.0,1,3
762,11,29,61948.0,1,2
763,325,31,72167.0,4,1
764,378,20,87029.0,5,1
765,374,42,55663.0,1,0
766,55,47,18000.0,1,0
767,241,18,81703.0,1,2
768,262,25,24421.0,1,1
769,223,49,61823.0,2,1
770,3,42,142787.0,1,3
771,143,18,31777.0,1,1
772,305,46,54616.0,2,0
773,99,18,38339.0,2,1
774,274,70,95539.0,2,0
775,84,37,40069.0,2,0
776,341,39,38784.0,1,2
777,11,52,33836.0,1,0
778,197,61,93991.0,3,2
779,385,49,33310.0,1,1
780,54,25,41460.0,2,0
781,252,18,45592.0,1,1
782,168,59,69447.0,1,3
783,164,49,24941.0,1,2
784,83,28,20928.0,1,0
785,109,37,50412.0,2,0
786,96,26,43461.0,2,0
787,296,30,36209.0,1,1
788,257,43,95994.0,2,0
789,98,36,117433.0,1,0
790,141,38,56006.0,2,1
791,332,31,67036.0,3,0
792,357,31,47854.0,1,1
793,247,28,36730.0,1,0
794,5,31,38331.0,1,1
795,388,37,44502.0,2,1
796,95,21,32109.0,1,2
797,315,38,39811.0,1,1
798,414,45,33674.0,1,0
799,25,43,40901.0,1,0
800,220,50,39560.0,2,3
801,142,46,27691.0,2,1
802,162,39,45804.0,1,0
803,217,28,55148.0,1,0
804,42,37,37949.0,1,0
805,264,31,52448.0,2,0
806,183,58,48644.0,1,1
807,331,41,47322.0,2,0
808,233,32,62980.0,1,3
809,197,41,65842.0,4,1
810,103,29,54556.0,1,2
811,74,73,72485.0,3,0
812,26,37,85496.0,2,2
813,159,48,28582.0,3,3
814,93,47,30507.0,3,1
815,167,48,76694.0,2,2
816,159,33,21849.0,1,1
817,171,22,37533.0,4,0
818,251,26,35078.0,2,0
819,121,48,45285.0,1,1
820,69,35,31849.0,3,0
821,25,58,81777.0,2,0
822,45,48,54727.0,5,0
823,162,66,97169.0,1,0
824,239,48,144903.0,1,2
825,49,35,27110.0,5,0
826,58,35,39041.0,1,1
827,414,48,76741.0,3,1
828,236,30,29148.0,1,0
829,390,19,50756.0,1,0
830,276,41,54185.0,1,1
831,211,31,33614.0,1,1
832,82,51,50379.0,1,1
833,407,46,29054.0,4,0
834,353,35,30472.0,3,3
835,158,38,79810.0,1,1
836,370,35,78637.0,2,0
837,337,37,25919.0,1,1
838,267,19,35857.0,2,0
839,357,21,62379.0,4,1
840,315,70,42833.0,1,0
841,62,28,101617.0,2,2
842,324,33,18000.0,2,1
843,385,43,19913.0,4,0
844,397,52,83957.0,1,2
845,251,48,56780.0,1,0
846,19,46,38801.0,1,1
847,136,45,45666.0,3,0
848,93,35,28692.0,1,1
849,231,18,53036.0,1,1
850,383,41,64124.0,1,0
851,346,33,73165.0,1,1
852,226,51,70954.0,2,0
853,168,60,50471.0,4,0
854,269,47,45754.0,1,0
855,108,43,45889.0,1,1
856,227,30,54292.0,2,0
857,334,28,39240.0,3,0
858,415,51,46609.0,2,1
859,188,42,26350.0,1,1
860,41,61,63811.0,1,2
861,263,29,37899.0,1,1
862,1,31,31604.0,2,2
863,262,47,34667.0,2,0
864,187,42,55795.0,2,1
865,149,42,66637.0,3,2
866,83,20,48237.0,4,0
867,206,29,37906.0,2,1
868,294,38,45940.0,1,0
869,59,18,38603.0,1,1
870,153,39,55232.0,1,2
871,193,42,78524.0,2,0
872,65,56,34031.0,2,0
873,275,68,24752.0,1,1
874,111,54,25671.0,2,0
875,41,42,98949.0,1,2
876,213,23,49250.0,1,0
877,103,25,98301.0,3,2
878,41,41,32814.0,1,0
879,235,32,75495.0,1,2
880,371,50,53659.0,3,2
881,306,40,230200.0,1,2
882,46,40,21266.0,2,0
883,38,35,64736.0,1,2
884,323,34,50640.0,4,1
885,348,37,41339.0,2,1
886,40,54,49285.0,1,0
887,338,36,171534.0,2,1
888,94,25,51506.0,2,1
889,245,27,80646.0,1,1
890,379,29,33996.0,4,2
891,407,61,89081.0,1,1
892,3,48,49391.0,1,2
893,62,36,83144.0,1,1
894,284,45,72516.0,1,0
895,36,38,90298.0,3,1
896,152,50,38638.0,1,0
897,347,47,81343.0,2,1
898,47,34,101356.0,3,1
899,108,48,37055.0,1,3
900,146,21,32175.0,4,1
901,69,33,73484.0,2,1
902,357,50,41803.0,1,0
903,412,48,18888.0,1,0
904,333,18,41936.0,1,0
905,321,58,69982.0,1,0
906,372,24,57697.0,1,1
907,360,39,64025.0,1,1
908,24,38,47383.0,3,1
909,18,44,47537.0,3,0
910,192,18,93573.0,1,1
911,17,52,63707.0,2,1
912,329,39,80345.0,5,0
913,208,45,74498.0,1,0
914,299,46,26349.0,1,0
915,288,18,35393.0,1,2
916,15,41,44886.0,3,0
917,384,28,34188.0,1,1
918,35,41,78855.0,2,1
919,48,32,47823.0,1,0
920,394,52,45850.0,1,1
921,80,36,78285.0,1,2
922,12,65,58606.0,4,1
923,303,32,45455.0,1,0
924,285,56,32280.0,1,1
925,245,44,27214.0,1,2
926,304,49,49245.0,2,0
927,1,62,102087.0,2,0
928,415,39,47090.0,3,0
929,332,40,37218.0,1,0
