id,ticket_id,passenger_id,bag_count,bag_weight,is_priority,oversize_flag
230,36,104,2,13.98,1,0
231,370,849,1,12.47,1,0
232,1161,1139,1,11.22,0,0
233,903,172,1,17.42,0,0
234,1205,695,1,13.22,0,0
235,1891,859,1,15.77,1,0
236,285,381,1,15.1,0,0
237,1019,439,3,19.96,1,0
238,508,65,3,16.93,0,0
239,917,1159,1,10.31,0,0
240,653,1016,2,12.79,1,0
241,155,856,1,20.52,1,0
242,771,831,1,17.82,0,0
243,87,520,3,19.75,0,0
244,689,470,2,19.72,0,0
245,725,1357,2,13.88,0,0
246,889,940,2,12.14,0,0
247,1688,1396,2,21.23,0,0
248,1355,180,1,10.25,0,0
249,1167,331,1,10.97,1,0
250,1311,168,1,15.88,0,0
251,472,255,1,13.28,0,0
252,498,179,1,12.97,0,0
253,1893,1197,2,10.92,0,0
254,1730,740,2,18.76,0,0
255,155,856,1,9.96,1,0
256,823,159,1,15.07,0,0
257,1525,379,1,14.01,0,0
258,10,276,2,6.94,0,0
259,314,202,1,19.23,0,0
260,860,54,1,15.83,0,0
261,510,11,1,9.73,1,0
262,1584,689,3,16.53,0,0
263,1161,1139,1,15.98,0,0
264,188,519,1,16.5,0,0
265,1439,743,3,19.57,0,0
266,597,359,2,19.61,0,0
267,353,403,1,10.36,0,0
268,753,1335,1,17.18,0,0
269,451,571,1,14.76,0,0
270,709,391,1,8.84,0,0
271,1007,1122,1,15.58,0,0
272,411,234,2,17.0,1,0
273,692,665,2,13.51,0,0
274,940,163,1,10.81,1,0
275,431,1182,3,19.4,0,0
276,64,1265,1,20.64,0,0
277,220,18,1,18.38,0,0
278,1768,323,1,11.95,0,0
279,1606,658,1,15.06,0,0
280,705,285,3,15.46,0,0
281,1760,431,2,13.35,1,0
282,145,640,2,17.51,1,0
283,1625,1372,1,17.09,0,0
284,101,642,1,17.04,1,0
285,1182,693,1,11.9,0,0
286,1735,437,1,16.76,1,0
287,1873,467,1,18.64,1,0
288,813,1340,2,12.85,1,0
289,1809,1064,1,17.5,0,0
290,175,1025,1,9.25,0,0
291,915,976,1,15.71,0,0
292,372,681,1,10.16,0,0
293,1307,1059,2,15.04,0,0
294,1098,1310,1,13.62,0,0
295,1557,664,2,20.91,0,0
296,325,404,2,19.96,0,0
297,974,875,1,13.34,0,0
298,1776,308,2,10.51,0,0
299,1437,653,1,10.41,0,0
300,1047,767,1,10.2,0,0
301,1441,684,1,8.94,0,0
302,1381,490,2,14.29,0,0
303,903,172,1,12.58,0,0
304,1453,1058,1,11.31,0,0
305,899,608,1,13.51,0,0
306,518,375,1,11.44,0,0
307,1423,1225,2,19.41,0,0
308,1763,1225,1,14.69,1,0
309,1599,520,1,11.59,0,0
310,1608,379,1,15.34,0,0
311,592,1218,1,11.97,0,0
312,1882,424,1,10.91,0,0
313,544,839,2,9.97,0,0
314,726,180,1,12.55,0,0
315,129,320,1,13.19,0,0
316,1822,988,2,15.86,0,0
317,560,1064,1,10.21,0,0
318,1429,757,3,17.64,0,0
319,452,807,3,19.78,0,0
320,1836,137,1,10.87,1,0
321,1867,827,1,14.91,0,0
322,1606,658,1,15.02,1,0
323,1277,625,1,9.83,0,0
324,1011,1373,3,19.74,1,0
325,772,1305,1,19.96,0,0
326,1211,405,3,15.0,0,0
327,405,712,1,11.41,0,0
328,721,1174,2,13.06,1,0
329,1461,74,1,15.27,1,0
330,1180,723,2,21.9,0,0
331,1611,955,2,15.08,0,0
332,932,1062,1,13.93,0,0
333,250,1017,1,16.63,0,0
334,88,419,1,15.49,0,0
335,866,776,1,11.31,1,0
336,1862,69,2,18.43,0,0
337,1215,350,2,18.14,0,0
338,1163,141,1,10.52,0,0
339,718,969,1,11.72,0,0
340,236,736,2,22.61,0,0
341,1484,1284,2,21.67,0,0
342,1822,988,1,13.93,1,0
343,608,354,2,13.74,0,0
344,1759,1373,3,19.75,0,0
345,947,1118,1,9.46,0,0
346,28,353,2,15.1,0,0
347,318,909,1,16.94,0,0
348,1420,167,2,14.55,0,0
349,1837,1100,2,20.38,1,0
350,1053,1160,2,13.25,0,0
351,218,262,2,6.45,0,0
352,1695,516,1,18.99,1,0
353,1843,978,1,14.4,0,0
354,1341,528,3,18.79,0,0
355,1462,658,1,18.28,0,0
356,1884,361,1,16.91,0,0
357,231,935,3,20.25,1,0
358,987,492,1,18.58,0,0
359,1040,520,1,13.85,0,0
360,1843,978,2,10.21,0,0
361,1150,888,1,14.08,0,0
362,99,95,1,14.59,0,0
363,327,891,3,12.9,1,0
364,509,1168,2,13.7,0,0
365,127,186,2,16.72,0,0
366,1608,379,1,15.14,0,0
367,1613,750,1,17.32,0,0
368,214,711,1,14.94,0,0
369,30,8,1,18.15,1,0
370,1158,290,2,9.44,0,0
371,290,1333,2,14.86,0,0
372,1777,1058,1,13.22,0,0
373,1092,916,1,14.73,0,0
374,119,110,1,9.73,0,0
375,1874,1281,1,13.39,1,0
376,1890,888,1,14.28,0,0
377,906,1179,1,16.85,0,0
378,436,317,1,17.66,0,0
379,223,675,1,15.03,0,0
380,1753,616,2,12.54,0,0
381,1462,658,2,4.65,0,0
382,967,1243,1,14.61,0,0
383,229,966,1,10.67,0,0
384,157,798,1,15.51,0,0
385,1887,119,1,18.44,0,0
386,1794,297,2,21.76,0,0
387,1350,432,1,12.54,0,0
388,764,140,3,10.6,1,0
389,321,940,3,19.56,0,0
390,17,1253,1,12.66,0,0
391,301,979,1,11.15,0,0
392,1897,873,1,9.1,1,0
393,433,42,4,15.97,0,0
394,1267,139,1,15.81,0,0
395,1295,1079,1,9.64,1,0
396,1784,1061,2,14.64,1,0
397,526,1115,2,13.17,0,0
398,1452,212,1,18.43,1,0
399,804,620,1,23.0,0,0
400,734,208,1,9.53,0,0
401,240,1383,1,9.86,0,0
402,15,1003,1,11.23,0,0
403,61,891,2,19.58,0,0
404,525,1179,1,13.36,1,0
405,1430,875,1,17.12,1,0
406,150,981,2,20.86,0,0
407,754,1121,1,14.52,0,0
408,1104,967,1,3.5,1,0
409,1739,152,1,7.98,0,0
410,190,223,3,13.97,0,0
411,127,186,1,14.91,1,0
412,378,8,1,15.0,1,0
413,336,1251,2,18.4,0,0
414,1782,411,3,18.99,0,0
415,392,1177,1,15.16,0,0
416,488,1333,1,12.4,0,0
417,463,395,1,14.09,0,0
418,1518,1100,3,13.97,1,0
419,1189,188,1,12.74,0,0
420,98,1245,1,12.07,1,0
421,635,924,2,17.65,0,0
422,1879,131,1,9.55,0,0
423,471,30,2,12.42,1,0
424,808,452,1,16.14,0,0
425,608,354,1,18.53,0,0
426,455,448,2,17.05,0,0
427,1350,432,1,10.62,0,0
428,567,392,1,13.12,1,0
429,1712,157,1,16.81,1,0
430,1783,392,1,13.27,0,0
431,1374,640,1,14.42,0,0
432,1514,542,1,10.78,0,0
433,467,258,1,11.02,0,0
434,1536,1159,1,14.82,0,0
435,1382,764,3,12.74,0,0
436,1094,998,1,12.59,0,0
437,792,837,1,15.83,0,0
438,229,966,2,15.64,0,0
439,190,223,2,13.03,0,0
440,657,1003,1,9.24,0,0
441,712,720,3,15.06,0,0
442,1288,166,1,18.83,0,0
443,604,879,1,15.2,1,0
444,1814,1096,1,14.73,0,0
445,1610,956,2,13.03,1,0
446,77,77,2,9.41,0,0
447,473,1246,1,14.77,0,0
448,284,269,1,12.81,0,0
449,1524,569,1,11.28,0,0
450,1095,466,3,17.19,0,0
451,483,727,1,17.83,0,0
452,96,92,2,11.17,0,0
453,1791,900,3,14.96,1,0
454,485,754,1,14.66,0,0
455,553,233,1,10.45,0,0
456,228,545,1,10.34,0,0
457,577,202,1,11.59,0,0
458,1276,921,1,15.5,0,0
459,481,1377,1,9.41,0,0
460,305,338,1,14.12,0,0
461,1294,28,1,7.26,0,0
462,1375,1340,1,17.98,0,0
463,1235,517,2,21.41,0,0
464,545,238,3,29.71,0,0
465,745,271,3,14.42,0,0
466,1173,636,2,13.36,0,0
467,986,1177,2,11.6,0,0
468,1384,953,1,12.8,0,0
469,825,849,1,11.03,0,0
470,57,673,1,19.0,0,0
471,943,1212,1,11.12,0,0
472,918,775,1,12.56,0,0
473,512,949,1,10.98,1,0
474,1304,294,1,10.29,0,0
475,957,1046,1,12.9,0,0
476,722,1234,1,12.73,0,0
477,411,234,1,14.65,0,0
478,1877,126,1,17.71,0,0
479,975,847,2,11.41,0,0
480,402,564,2,18.78,0,0
481,631,790,2,8.54,0,0
482,1803,188,1,16.54,1,0
483,266,378,1,14.04,0,0
484,1219,983,1,9.54,0,0
485,125,83,1,12.23,1,0
486,1145,542,2,15.47,0,0
487,1177,1106,3,22.92,0,0
488,609,663,2,11.97,0,0
489,1401,427,2,19.44,0,0
490,1173,636,2,14.75,0,0
491,425,1213,2,19.44,0,0
492,1599,520,1,16.33,0,0
493,741,1335,1,17.0,0,0
494,374,212,3,15.49,0,0
495,636,473,1,18.08,0,0
496,1485,1073,1,11.95,1,0
497,115,868,1,12.45,0,0
498,874,20,1,11.5,0,0
499,1801,69,1,15.49,1,0
500,1632,1164,2,16.06,0,0
501,610,773,1,17.28,0,0
502,874,20,1,11.49,0,0
503,120,236,1,12.05,0,0
504,630,192,2,7.01,0,0
505,1645,186,1,14.33,0,0
506,546,26,1,12.23,1,0
507,1140,1393,2,19.51,0,0
508,693,398,1,13.47,1,0
509,998,605,2,13.05,0,0
510,1571,1390,1,18.01,0,0
511,88,419,1,18.18,0,0
512,1342,56,1,14.0,0,0
513,717,633,1,8.38,0,0
514,874,20,1,17.24,0,0
515,700,434,2,8.94,0,0
516,441,585,2,13.01,0,0
517,1101,261,3,17.37,1,0
518,1025,995,1,10.73,0,0
519,291,847,3,12.77,1,0
520,581,368,2,18.93,0,0
521,640,535,1,15.91,0,0
522,1109,79,1,15.18,0,0
523,1341,528,1,17.27,1,0
524,1098,1310,1,20.03,0,0
525,678,1321,1,16.89,0,0
526,483,727,3,19.19,1,0
527,598,243,1,15.12,0,0
528,9,152,1,16.23,1,0
529,1268,580,1,11.29,0,0
530,1865,1000,1,15.25,0,0
531,1326,1303,2,13.12,0,0
532,722,1234,1,16.7,1,0
533,803,500,1,17.5,1,0
534,690,462,2,12.71,0,0
535,1383,1146,1,12.39,0,0
536,94,318,1,15.18,0,0
537,1118,791,2,16.51,0,0
538,323,489,1,10.71,1,0
539,610,773,1,10.35,0,0
540,406,287,2,6.11,0,0
541,1795,497,2,19.34,1,0
542,1003,433,1,10.67,0,0
543,924,852,1,10.14,1,0
544,12,127,1,17.58,1,0
545,744,1049,2,14.27,0,0
546,443,444,3,12.82,0,0
547,1654,765,1,16.78,0,0
548,538,1178,3,23.96,0,0
549,1850,452,2,16.11,0,0
550,6,899,1,12.5,0,0
551,994,518,1,10.57,0,0
552,1744,709,3,18.48,0,0
553,1626,182,2,15.45,0,0
554,1847,171,1,16.16,0,0
555,1863,548,1,16.23,0,0
556,1683,12,2,14.77,0,0
557,530,1066,2,16.14,0,0
558,849,923,2,13.78,1,0
559,1625,1372,1,13.22,0,0
560,626,260,1,11.83,0,0
561,19,52,1,10.02,1,0
562,558,568,1,13.07,0,0
563,1462,658,1,15.33,0,0
564,627,572,2,14.7,1,0
565,901,167,1,15.42,0,0
566,1377,155,1,17.44,1,0
567,1300,709,1,10.44,0,0
568,1287,1373,1,15.35,0,0
569,135,101,1,15.14,0,0
570,304,191,1,13.01,0,0
571,1873,467,1,9.12,0,0
572,535,26,3,17.87,1,0
573,905,561,4,19.73,0,0
574,1240,872,2,14.51,0,0
575,1049,979,1,9.71,0,0
576,1744,709,1,13.16,0,0
577,1574,124,2,9.97,0,0
578,1341,528,1,12.24,0,0
579,1318,1354,1,8.54,0,0
580,1506,1053,2,13.12,1,0
581,953,537,1,11.94,0,0
582,128,480,3,9.36,0,0
583,1457,799,3,15.41,0,0
584,1230,1104,1,11.27,0,0
585,368,1392,1,10.63,0,0
586,729,952,2,20.02,1,0
587,54,216,3,14.33,0,0
588,1276,921,1,13.28,0,0
589,711,1149,1,11.04,0,0
590,1844,121,1,15.35,1,0
591,1777,1058,3,16.34,0,0
592,833,551,1,13.45,0,0
593,567,392,1,14.69,0,0
594,678,1321,2,15.78,0,0
595,1048,398,1,16.47,0,0
596,1777,1058,1,13.45,0,0
597,491,23,1,22.25,1,0
598,1809,1064,3,23.08,1,0
599,1786,499,1,7.33,0,0
600,155,856,1,10.85,0,0
601,1495,933,1,18.07,1,0
602,448,859,2,14.36,0,0
603,1023,1101,2,11.43,0,0
604,548,598,1,16.98,1,0
605,320,814,1,9.79,1,0
606,83,1120,1,14.98,0,0
607,254,621,1,15.81,1,0
608,1411,779,1,10.17,1,0
609,1296,443,2,12.81,0,0
610,438,1229,1,9.05,0,0
611,277,898,1,12.51,0,0
612,671,688,1,19.09,0,0
613,1034,1011,1,11.34,0,0
614,948,1344,1,14.86,0,0
615,585,1197,2,19.01,0,0
616,1421,1061,2,20.15,0,0
617,142,610,1,12.03,0,0
618,1311,168,2,9.55,0,0
619,1871,68,1,12.09,0,0
620,1821,543,1,10.73,0,0
621,1320,245,1,8.56,0,0
622,840,106,1,14.0,0,0
623,312,710,2,8.96,0,0
624,816,1021,2,17.3,0,0
625,1234,659,1,12.19,0,0
626,1639,808,1,7.22,1,0
627,544,839,2,21.74,0,0
628,1290,937,2,15.23,0,0
629,1089,1142,1,15.99,1,0
630,1704,646,1,11.17,0,0
631,1548,569,1,16.24,0,0
632,1790,527,1,8.62,0,0
633,1518,1100,2,14.58,0,0
634,416,1311,3,16.33,0,0
635,926,731,3,19.65,0,0
636,877,429,1,4.74,0,0
637,1443,238,1,16.38,0,0
638,1350,432,1,16.6,0,0
639,1130,1399,1,3.5,0,0
640,172,453,1,15.15,1,0
641,1471,389,2,9.58,0,0
642,447,181,1,15.84,1,0
643,1810,75,2,20.28,0,0
644,1271,432,1,10.47,0,0
645,333,247,2,14.9,0,0
646,666,1265,1,15.72,0,0
647,257,1026,1,14.27,1,0
648,1772,492,1,13.51,0,0
649,371,847,1,7.69,1,0
650,216,575,1,11.1,0,0
651,1803,188,1,14.25,0,0
652,1100,575,2,13.71,1,0
653,1043,1385,1,9.68,0,0
654,1561,545,1,20.52,1,0
655,1087,1078,1,18.6,0,0
656,562,728,2,14.05,0,0
657,137,464,1,22.73,0,0
658,1107,1214,1,10.94,1,0
659,799,182,2,11.91,0,0
660,1529,1278,1,11.89,0,0
661,431,1182,1,20.34,1,0
662,140,665,2,14.01,1,0
663,1764,875,1,9.78,0,0
664,443,444,2,19.24,1,0
665,986,1177,1,19.56,0,0
666,1113,1122,2,17.78,0,0
667,1768,323,2,14.49,0,0
668,362,932,1,6.51,0,0
669,84,55,1,9.55,0,0
670,512,949,2,17.66,1,0
671,810,606,2,11.94,0,0
672,1385,289,1,13.26,0,0
673,1378,437,1,12.07,1,0
674,1841,512,3,10.46,0,0
675,1517,101,1,15.45,0,0
676,1739,152,2,13.89,0,0
677,1426,672,1,15.58,0,0
678,189,814,1,13.98,0,0
679,820,1171,2,15.5,0,0
680,1158,290,3,12.19,0,0
681,1853,1161,2,15.21,0,0
682,1127,196,2,10.0,0,0
683,287,1295,1,14.6,0,0
684,1858,922,2,19.87,1,0
685,393,37,2,19.06,0,0
686,1110,1156,1,17.38,0,0
687,571,991,1,14.96,0,0
688,719,577,2,18.85,0,0
689,796,702,1,18.44,0,0
690,666,1265,3,21.07,0,0
691,1025,995,1,17.45,0,0
692,365,1219,2,17.41,0,0
693,1057,824,3,17.5,0,0
694,123,525,1,12.47,0,0
695,1776,308,1,13.59,0,0
696,1657,38,1,16.07,0,0
697,44,1144,1,6.8,0,0
698,1246,570,2,9.39,0,0
699,1495,933,2,19.74,0,0
700,919,72,1,12.75,1,0
701,1882,424,2,18.74,1,0
702,1718,447,2,18.19,0,0
703,1154,1323,2,15.48,0,0
704,167,265,1,15.08,0,0
705,1689,1030,1,10.02,0,0
706,170,257,1,8.79,0,0
707,259,1078,1,11.23,0,0
708,374,212,1,13.1,0,0
709,304,191,1,8.29,0,0
710,1514,542,1,15.14,1,0
711,722,1234,1,13.85,0,0
712,1803,188,2,16.57,0,0
713,1289,66,1,14.77,0,0
714,1637,1342,3,12.81,1,0
715,1154,1323,2,16.97,0,0
716,309,827,1,16.1,1,0
717,1377,155,1,12.51,0,0
718,307,253,1,9.93,0,0
719,607,1061,2,15.42,0,0
720,698,1213,1,6.92,0,0
721,540,1295,1,10.4,0,0
722,707,813,1,8.35,1,0
723,271,1329,1,12.2,0,0
724,1302,1212,1,8.53,0,0
725,945,1156,1,17.8,1,0
726,1179,1285,1,9.76,0,0
727,78,290,1,13.0,0,0
728,1496,1043,2,12.79,0,0
729,868,1034,1,16.09,1,0
730,478,101,1,11.15,0,0
731,774,1356,1,10.65,0,0
732,1310,70,3,19.02,0,0
733,317,589,1,13.45,0,0
734,945,1156,1,12.83,0,0
735,1191,494,1,14.71,0,0
736,783,554,1,17.51,0,0
737,1208,597,1,19.4,0,0
738,949,1202,1,13.05,1,0
739,233,1161,1,11.2,1,0
740,1850,452,1,10.18,1,0
741,1502,626,2,16.78,1,0
742,1017,65,1,10.07,1,0
743,179,532,3,20.21,0,0
744,856,901,1,10.01,0,0
745,1035,172,1,14.35,0,0
746,1485,1073,1,16.42,1,0
747,108,861,2,15.31,0,0
748,341,545,2,16.11,0,0
749,1718,447,2,16.9,0,0
750,1040,520,1,8.49,0,0
751,541,1044,2,21.94,0,0
752,1668,351,1,14.07,1,0
753,503,818,1,15.38,0,0
754,681,1065,2,14.99,1,0
755,926,731,2,17.22,0,0
756,995,461,1,14.0,0,0
757,1746,1028,1,12.14,0,0
758,1067,1355,1,11.13,0,0
759,1443,238,1,9.99,1,0
760,1870,59,1,11.22,0,0
761,1287,1373,3,13.13,0,0
762,1569,1169,1,18.46,0,0
763,355,120,2,21.07,1,0
764,1517,101,1,15.0,0,0
765,263,757,1,16.45,0,0
766,794,395,3,14.74,1,0
767,1487,1218,2,19.99,1,0
768,896,768,3,20.47,1,0
769,477,81,1,12.83,0,0
770,117,261,2,15.46,0,0
771,1871,68,2,10.48,0,0
772,1057,824,2,15.82,1,0
773,1197,391,1,9.07,1,0
774,487,795,1,15.03,0,0
775,58,504,1,14.71,0,0
776,1727,249,1,14.68,0,0
777,743,1266,1,11.98,1,0
778,1294,28,1,9.94,1,0
779,1859,391,2,11.66,0,0
780,1698,1277,1,8.11,0,0
781,67,374,1,15.42,0,0
782,93,1263,4,18.39,1,0
783,992,924,2,18.09,1,0
784,1571,1390,2,14.63,0,0
785,382,353,1,13.08,0,0
786,666,1265,1,10.43,0,0
787,1334,209,1,7.7,1,0
788,1620,1323,1,19.49,0,0
789,1573,56,1,16.61,0,0
790,1431,362,3,15.97,0,0
791,235,429,1,10.38,0,0
792,627,572,2,8.27,0,0
793,609,663,3,15.28,0,0
794,1382,764,3,21.15,0,0
795,1704,646,2,16.31,0,0
796,123,525,1,12.31,0,0
797,550,144,1,5.74,0,0
798,1807,371,2,16.74,1,0
799,1330,135,2,14.41,0,0
800,96,92,2,20.48,0,0
801,649,850,1,15.24,0,0
802,260,933,2,9.65,0,0
803,504,911,1,15.87,1,0
804,959,479,1,10.24,0,0
805,1747,1362,1,18.72,0,0
806,578,1105,3,16.17,1,0
807,1331,319,2,18.91,0,0
808,1216,822,3,14.58,1,0
809,877,429,2,13.41,0,0
810,557,803,1,14.72,1,0
811,275,305,1,18.23,0,0
812,599,430,2,15.39,0,0
813,29,666,1,15.47,0,0
814,1665,238,1,13.94,0,0
815,332,238,1,19.38,0,0
816,749,734,2,16.39,0,0
817,125,83,2,16.42,0,0
818,1631,1238,2,11.51,0,0
819,83,1120,1,13.1,0,0
820,1817,1301,1,9.19,1,0
821,1157,628,2,17.05,0,0
822,1587,1068,2,14.26,1,0
823,160,820,1,10.76,0,0
824,48,988,1,12.45,0,0
825,1530,995,2,16.2,0,0
826,1466,1396,1,13.91,0,0
827,209,347,1,9.67,0,0
828,1879,131,1,14.13,0,0
829,878,883,2,15.52,0,0
830,305,338,2,19.23,1,0
831,113,460,2,10.5,0,0
832,365,1219,2,20.67,0,0
