id,passenger_id,flight_id,fare_class,purchase_channel,ticket_price,ancillaries_spend
169,580,299,1,1,94.2,44.08
170,257,75,2,0,385.73,101.84
171,226,254,1,0,330.35,37.37
172,453,310,2,1,688.53,57.68
173,966,365,0,0,74.31,16.84
174,340,253,1,1,650.94,17.6
175,1025,327,2,0,842.99,28.44
176,203,379,1,1,528.54,14.65
177,20,85,2,1,881.62,0.0
178,130,376,1,1,239.31,7.97
179,532,43,0,0,518.91,64.95
180,1370,370,2,0,1468.28,80.03
181,611,78,2,0,930.49,61.52
182,576,164,1,3,475.33,32.19
183,79,270,1,1,523.62,45.92
184,973,333,0,1,201.89,34.84
185,327,169,0,0,226.57,11.27
186,1144,382,0,0,212.84,30.9
187,138,396,0,0,58.62,41.27
188,519,399,0,1,335.16,59.93
189,814,93,1,0,238.32,42.05
190,223,364,0,1,335.21,34.37
191,1267,407,1,0,262.03,37.95
192,1155,268,0,3,316.46,15.35
193,275,112,0,0,190.45,137.08
194,700,410,0,1,354.05,28.9
195,246,10,0,0,67.98,20.26
196,1254,323,0,0,169.65,29.37
197,288,152,0,3,179.29,24.51
198,534,126,0,1,430.66,24.58
199,103,258,1,2,572.6,63.99
200,1146,142,1,0,351.61,13.0
201,201,45,1,0,299.72,17.87
202,546,395,2,1,1728.85,35.03
203,916,15,1,0,324.03,28.94
204,1361,402,0,2,667.16,28.6
205,175,344,1,2,122.64,39.12
206,1319,254,0,1,219.15,34.3
207,312,327,0,1,273.5,20.63
208,1245,380,0,0,178.37,21.22
209,347,311,0,3,174.79,72.98
210,939,40,1,2,169.65,16.05
211,1063,318,0,3,324.56,12.18
212,204,305,0,0,316.19,10.25
213,203,379,1,3,594.3,54.43
214,711,359,0,2,652.56,4.62
215,677,389,0,1,348.11,38.39
216,575,242,0,1,173.98,50.93
217,451,382,0,1,230.18,17.17
218,262,238,0,3,295.58,57.86
219,185,217,0,0,234.25,33.05
220,18,385,0,2,119.34,56.17
221,86,182,0,1,256.07,50.73
222,1297,15,1,2,512.64,37.85
223,675,227,2,2,717.62,43.04
224,1301,266,0,0,105.74,18.11
225,1235,405,0,1,173.89,53.58
226,576,164,0,0,293.79,6.26
227,276,351,1,1,165.47,56.15
228,545,391,0,1,309.34,27.87
229,966,365,0,2,161.27,12.38
230,79,270,2,3,902.74,32.78
231,935,12,1,0,1133.55,28.68
232,292,150,1,3,229.5,11.3
233,1161,126,1,0,721.02,26.49
234,424,65,1,1,222.51,14.4
235,429,170,0,2,154.73,7.61
236,736,20,1,0,254.57,43.48
237,715,412,0,2,617.2,32.81
238,948,331,0,2,174.61,6.25
239,1087,368,0,3,218.33,57.89
240,1383,271,0,2,170.64,42.98
241,612,99,0,2,278.44,55.57
242,366,112,1,2,322.86,90.01
243,1102,367,0,0,222.55,16.13
244,614,319,1,0,920.96,13.22
245,152,206,1,0,181.54,65.44
246,942,393,0,2,599.47,58.95
247,335,384,1,2,1134.46,5.9
248,1144,382,0,2,183.23,27.66
249,591,157,0,1,253.87,73.97
250,1017,310,1,0,461.08,31.0
251,745,180,0,1,154.43,29.79
252,669,75,1,1,251.42,28.01
253,819,121,2,0,520.51,35.88
254,621,373,0,0,204.97,70.44
255,886,40,1,3,348.72,69.65
256,1390,220,0,1,150.42,26.48
257,1026,329,0,2,204.69,10.16
258,989,78,1,3,605.6,43.31
259,1078,57,0,0,679.85,0.53
260,933,254,1,0,211.11,64.55
261,1250,277,2,2,959.57,53.88
262,371,301,0,2,273.04,18.86
263,757,353,0,0,258.15,5.41
264,1177,313,1,0,970.37,26.93
265,1247,39,0,1,353.86,31.7
266,378,214,0,0,182.18,13.3
267,1177,313,0,0,776.25,38.31
268,1304,25,2,1,374.12,61.38
269,428,175,2,2,1434.36,60.59
270,330,334,2,0,746.1,46.44
271,1329,105,0,0,870.82,29.94
272,908,24,0,1,154.63,25.52
273,828,236,0,2,80.02,47.9
274,443,306,1,1,393.49,38.79
275,305,117,1,1,180.44,64.67
276,340,253,0,0,374.84,31.76
277,898,47,0,1,222.4,12.44
278,1177,313,0,3,684.47,24.92
279,938,262,0,2,272.13,49.69
280,617,329,2,0,518.5,16.82
281,191,274,2,0,1025.5,36.28
282,704,155,1,2,199.79,70.22
283,1147,385,0,1,86.94,1.22
284,269,420,2,0,422.48,42.99
285,381,78,0,2,416.58,62.84
286,349,388,1,0,444.29,13.25
287,1295,298,1,0,489.71,61.09
288,26,317,0,2,93.41,22.75
289,505,366,1,2,326.54,43.0
290,1333,290,1,1,1034.33,58.94
291,847,136,1,0,524.09,19.83
292,266,212,0,0,253.6,41.16
293,1129,73,1,0,1055.9,38.94
294,1003,127,1,2,1185.43,15.8
295,13,63,0,3,153.18,31.21
296,375,53,1,1,520.08,24.11
297,598,298,1,1,412.39,22.82
298,776,341,1,2,241.2,33.49
299,1240,42,2,0,373.57,33.21
300,259,312,0,2,372.71,12.76
301,979,288,2,0,911.03,11.35
302,144,118,0,0,197.48,7.51
303,1188,149,0,0,348.75,42.92
304,191,274,0,0,325.57,37.44
305,338,345,0,2,273.41,25.36
306,1283,145,1,0,336.59,27.97
307,253,12,0,2,664.75,10.68
308,723,419,0,2,409.51,41.68
309,827,414,1,0,181.99,46.39
310,176,221,0,3,276.63,56.87
311,1143,386,0,3,348.36,127.11
312,710,109,0,1,143.28,0.0
313,746,2,2,0,271.0,69.84
314,202,392,0,1,125.52,12.3
315,904,333,2,3,545.0,49.34
316,69,186,0,0,590.43,96.23
317,589,379,0,3,379.88,15.92
318,909,18,1,0,416.38,18.91
319,1027,145,0,0,211.41,10.85
320,814,93,0,1,115.66,14.48
321,940,411,1,0,568.58,2.75
322,1255,29,1,0,991.22,20.48
323,489,250,0,1,117.24,82.48
324,736,20,0,3,135.05,51.96
325,404,168,0,0,150.46,0.0
326,1268,307,0,3,355.08,42.65
327,891,407,2,0,372.83,125.46
328,515,64,2,2,816.51,6.66
329,608,347,1,0,317.1,38.8
330,55,353,0,0,345.83,83.25
331,217,365,1,0,77.76,95.67
332,238,267,2,0,745.41,25.68
333,247,203,2,2,880.04,13.05
334,1041,162,2,0,378.25,61.74
335,273,255,0,2,278.26,12.27
336,1251,194,0,1,192.16,80.78
337,176,221,0,3,249.87,9.17
338,244,240,1,2,546.19,30.92
339,1226,394,0,0,215.23,35.01
340,779,385,0,0,180.08,1.01
341,545,391,2,1,518.8,20.63
342,973,333,0,0,93.33,23.48
343,831,211,0,2,160.62,20.46
344,302,150,0,1,129.22,11.01
345,1120,31,1,0,399.97,23.89
346,1234,388,0,1,149.45,72.38
347,1150,266,0,1,149.61,31.33
348,896,152,1,0,241.58,51.5
349,327,169,0,0,284.42,10.89
350,1381,161,1,0,212.44,45.2
351,156,265,0,0,206.67,39.74
352,507,92,1,0,523.32,14.02
353,403,237,0,0,253.87,60.44
354,89,282,2,0,1432.1,36.9
355,120,188,1,3,457.37,10.36
356,983,254,0,0,101.34,45.12
357,1334,118,1,1,159.15,14.53
358,977,123,1,0,576.71,46.16
359,1036,387,1,0,567.4,57.07
360,322,286,1,2,183.13,22.56
361,347,311,1,2,195.32,93.73
362,932,85,1,0,539.47,132.82
363,653,93,1,1,194.83,84.2
364,1312,84,0,0,158.64,11.61
365,1219,39,2,0,777.68,75.36
366,1038,180,0,0,123.67,17.88
367,690,25,0,1,200.03,29.67
368,1392,59,1,3,246.82,30.44
369,852,226,1,2,458.58,23.51
370,849,231,0,2,237.25,19.9
371,847,136,1,0,531.77,5.56
372,681,393,0,0,521.14,25.89
373,1393,414,0,2,117.74,29.7
374,212,336,0,0,151.39,21.54
375,635,40,1,0,296.8,36.32
376,1313,4,0,2,232.55,98.53
377,1276,248,1,1,503.96,21.95
378,8,56,2,2,657.27,70.62
379,596,293,1,0,338.88,6.8
380,319,380,1,0,391.02,97.04
381,1289,310,2,1,721.92,19.33
382,353,5,1,1,509.94,22.45
383,758,148,0,0,258.89,25.43
384,53,377,0,0,384.91,2.67
385,838,267,1,3,567.9,32.44
386,332,354,0,1,405.98,83.66
387,809,197,1,1,181.85,15.96
388,1095,130,1,2,584.68,40.19
389,324,196,1,0,426.92,23.36
390,229,228,1,1,1021.02,6.87
391,1321,325,2,2,1097.68,22.04
392,1177,313,1,2,1069.05,26.8
393,37,63,1,1,305.99,145.29
394,325,262,1,2,486.54,6.26
395,1006,137,2,0,431.91,32.92
396,194,29,1,0,1041.32,27.16
397,803,217,0,0,219.83,62.4
398,113,73,2,2,1494.86,7.21
399,1365,316,1,1,523.86,30.26
400,744,216,0,0,117.48,10.18
401,1030,41,0,0,156.48,64.79
402,564,26,0,2,214.79,59.65
403,750,289,2,3,458.39,39.78
404,400,28,0,3,215.61,4.67
405,712,167,0,1,649.06,8.54
406,287,55,0,1,45.0,14.92
407,1363,218,1,0,309.91,38.93
408,718,256,0,0,281.27,27.58
409,174,146,0,2,271.32,45.16
410,639,416,0,3,45.0,26.84
411,234,127,0,3,847.76,43.66
412,1329,105,1,3,1312.62,9.22
413,273,255,0,0,380.2,0.89
414,223,364,0,2,469.82,22.58
415,338,345,0,0,139.38,36.31
416,1311,420,0,0,114.31,21.09
417,102,191,0,0,223.26,16.64
418,655,1,0,1,220.98,18.43
419,1379,120,1,3,689.23,32.04
420,76,190,0,0,357.33,30.08
421,1057,67,2,0,1576.42,18.31
422,431,80,0,3,604.05,24.45
423,1369,377,0,3,246.04,49.26
424,682,401,1,1,537.53,22.34
425,1213,253,1,2,543.2,10.99
426,1289,310,2,0,647.18,32.01
427,123,101,1,0,532.62,33.02
428,905,321,0,3,209.66,10.99
429,220,227,1,1,567.52,48.78
430,858,415,1,3,140.01,14.17
431,1182,67,2,0,1590.15,61.24
432,1152,199,0,0,150.79,6.32
433,42,285,0,2,190.37,59.87
434,414,156,0,0,239.71,38.02
435,512,14,1,0,935.63,26.84
436,317,149,1,2,465.85,17.12
437,419,9,2,0,847.9,16.61
438,1229,18,0,1,264.37,46.72
439,135,280,1,2,378.43,128.34
440,731,259,1,0,150.96,37.28
441,585,379,2,0,779.57,22.89
442,1078,57,0,0,632.3,13.47
443,444,27,1,0,484.99,29.74
444,349,388,1,3,630.54,19.72
445,770,3,2,2,638.34,32.75
446,64,336,0,0,184.43,19.43
447,181,202,1,3,1123.87,34.04
448,859,188,1,0,545.64,21.64
449,430,377,1,0,520.11,13.23
450,172,277,1,0,601.98,24.55
451,571,419,1,2,526.23,5.09
452,807,331,0,2,151.8,40.64
453,508,102,0,0,188.69,62.43
454,871,193,0,0,165.78,2.56
455,448,77,0,1,192.12,150.91
456,363,368,2,0,509.36,38.14
457,796,95,0,2,309.63,24.01
458,781,252,0,1,195.16,41.78
459,369,346,0,1,353.76,44.28
460,644,245,0,0,237.87,41.25
461,939,40,1,0,237.81,14.86
462,1088,408,1,0,645.29,57.38
463,395,77,2,1,479.52,15.95
464,1046,332,0,0,221.23,38.28
465,1373,264,0,0,125.6,59.79
466,568,129,2,1,1652.24,10.57
467,258,143,0,0,151.9,21.0
468,569,106,2,0,743.41,53.85
469,193,364,0,0,315.45,11.03
470,1292,282,1,1,876.53,7.09
471,30,396,1,0,268.08,16.01
472,255,336,1,0,317.28,11.98
473,1246,226,0,3,385.21,37.73
474,786,96,2,0,1559.23,20.85
475,915,288,1,0,526.13,44.96
476,195,403,0,0,330.1,23.06
477,81,203,1,1,474.92,30.62
478,101,334,1,0,489.29,45.42
479,241,359,0,0,498.33,11.31
480,181,202,0,0,605.69,17.08
481,1377,18,0,0,342.13,8.52
482,1111,162,0,2,69.2,26.47
483,727,417,0,0,347.8,47.32
484,331,5,0,0,381.17,35.92
485,754,198,0,1,175.77,13.46
486,946,343,1,0,268.68,199.81
487,795,388,0,0,339.47,7.8
488,1333,290,0,0,624.97,2.22
489,1274,243,0,0,289.55,61.04
490,550,266,1,2,158.85,42.05
491,23,354,1,1,583.83,37.03
492,558,100,0,0,279.24,71.82
493,892,3,0,3,295.89,16.55
494,1081,52,0,2,109.03,8.48
495,1388,364,0,2,356.72,28.09
496,285,34,2,1,306.22,71.13
497,117,23,1,2,313.17,9.37
498,179,31,1,0,428.15,12.23
499,430,377,0,0,341.19,51.29
500,98,120,0,1,289.84,9.82
501,23,354,1,3,630.51,32.46
502,77,144,1,0,346.21,30.53
503,818,251,1,1,876.72,25.87
504,911,17,0,0,203.07,50.73
505,1119,264,0,1,78.21,42.02
506,1351,366,2,1,478.24,15.72
507,850,383,0,3,361.57,37.82
508,65,337,0,1,326.86,14.6
509,1168,161,0,2,110.17,38.75
510,11,413,2,1,454.18,18.3
511,584,416,0,2,128.37,24.17
512,949,116,2,2,387.92,35.33
513,219,168,0,1,219.29,63.57
514,178,18,0,2,346.18,47.02
515,1234,388,1,2,489.6,11.19
516,340,253,1,1,509.16,4.16
517,595,285,0,0,148.65,4.08
518,375,53,0,2,391.88,38.67
519,973,333,0,2,168.73,0.0
520,161,269,2,0,524.01,12.53
521,1174,291,1,2,952.45,35.18
522,1377,18,0,0,299.02,48.58
523,1206,187,2,3,336.58,36.23
524,346,81,0,0,113.53,25.29
525,1179,194,2,2,489.52,145.56
526,1115,252,0,2,166.16,19.86
527,639,416,0,0,171.76,84.72
528,426,369,0,1,177.02,26.13
529,599,206,0,0,97.41,20.1
530,1066,172,0,3,398.74,66.38
531,1304,25,1,3,225.83,52.79
532,1078,57,0,3,695.34,18.32
533,520,53,2,1,796.83,13.19
534,244,240,0,0,407.2,40.13
535,26,317,1,1,212.87,60.02
536,676,253,0,2,316.64,12.37
537,599,206,0,0,81.59,23.26
538,1178,8,2,0,1539.12,58.05
539,361,38,0,3,698.48,19.37
540,1295,298,0,0,293.09,17.3
541,1044,365,0,0,117.42,44.17
542,1013,80,1,0,897.7,12.39
543,1156,325,1,0,721.5,58.93
544,839,357,0,0,239.62,49.14
545,238,267,1,1,425.87,38.78
546,26,317,2,1,408.38,26.99
547,285,34,0,0,202.51,19.91
548,598,298,1,3,508.55,34.8
549,1225,290,0,2,668.76,50.7
550,144,118,0,1,114.98,14.04
551,135,280,1,2,217.12,33.64
552,175,344,1,0,220.78,43.06
553,233,344,2,0,366.98,24.57
554,361,38,1,3,1004.1,39.38
555,327,169,0,2,367.43,0.0
556,534,126,1,3,691.39,28.94
557,803,217,0,1,204.82,27.32
558,568,129,1,0,925.94,16.85
559,1332,309,2,0,803.79,17.54
560,1064,13,1,2,530.75,13.86
561,1082,7,1,0,517.45,28.44
562,728,149,0,3,321.02,49.02
563,717,236,0,1,179.88,38.48
564,1252,78,1,1,561.7,41.93
565,158,374,0,2,192.96,137.55
566,1127,369,1,3,440.18,37.53
567,392,367,1,0,308.88,9.44
568,683,105,0,2,816.71,17.64
569,250,168,1,3,272.51,12.61
570,796,95,0,3,343.55,26.1
571,991,128,2,2,376.03,20.07
572,405,83,1,1,571.6,45.05
573,441,12,2,2,1687.39,10.47
574,207,79,0,0,348.99,15.1
575,582,173,1,2,241.74,4.7
576,1258,112,1,0,306.26,10.48
577,202,392,0,0,200.53,37.27
578,1105,406,0,0,800.09,29.77
579,829,390,0,2,233.64,14.76
580,883,38,2,0,1290.13,66.1
581,368,370,1,0,895.41,64.26
582,503,90,0,2,342.54,73.83
583,1195,102,0,1,192.07,19.05
584,1335,9,0,2,365.55,21.62
585,1197,19,0,2,396.7,18.67
586,1375,373,1,2,410.45,31.37
587,1309,279,2,0,751.96,35.59
588,920,394,0,2,167.43,10.87
589,1004,398,0,0,346.4,37.25
590,500,326,1,3,174.94,60.29
591,825,49,1,2,439.27,6.71
592,1218,334,0,1,285.03,7.85
593,172,277,0,1,455.04,66.97
594,704,155,2,0,246.31,59.8
595,1259,388,1,2,654.76,26.17
596,96,241,2,2,404.54,20.5
597,359,130,0,0,317.26,23.82
598,243,418,0,3,322.24,18.11
599,430,377,0,0,354.1,39.87
600,1182,67,0,1,625.98,41.08
601,151,141,0,3,220.11,51.25
602,1297,15,0,2,250.89,64.62
603,461,81,0,1,122.38,14.19
604,879,235,0,3,133.81,0.0
605,1128,313,2,3,1643.13,18.9
606,404,168,2,0,552.43,19.23
607,1061,163,2,0,435.42,51.7
608,354,329,0,0,127.09,15.25
609,663,22,0,1,242.45,5.14
610,773,99,0,0,310.15,7.13
611,483,158,0,3,740.95,37.88
612,923,303,1,2,238.12,35.14
613,1178,8,0,0,569.06,18.43
614,226,254,0,2,88.61,25.35
615,44,261,0,0,147.88,8.28
616,226,254,0,3,118.35,39.71
617,688,417,0,0,312.3,40.46
618,1143,386,1,1,556.67,85.6
619,1203,18,0,2,246.3,23.42
620,792,357,0,3,301.14,53.14
621,238,267,1,3,544.57,64.65
622,276,351,0,2,175.98,10.89
623,799,25,1,0,233.03,39.04
624,187,41,1,3,339.88,13.97
625,885,348,0,1,170.44,12.36
626,260,161,0,2,161.79,27.97
627,572,22,1,2,362.31,41.86
628,644,245,1,1,415.54,13.06
629,1032,187,0,0,124.47,71.12
630,192,268,1,0,501.66,0.3
631,790,141,0,0,209.31,26.64
632,651,138,0,0,128.1,85.26
633,215,6,0,0,733.11,30.49
634,714,274,0,2,423.48,6.52
635,924,285,2,2,387.7,23.68
636,473,263,0,0,216.5,9.94
637,1297,15,0,1,277.77,40.98
638,467,90,0,0,430.39,12.58
639,548,172,0,1,206.44,10.12
640,535,226,0,1,368.16,29.32
641,1250,277,0,0,347.38,73.46
642,968,17,0,0,248.18,50.62
643,1341,280,0,0,156.09,34.91
644,725,368,2,1,434.62,47.11
645,1047,410,1,1,583.03,13.54
646,1245,380,0,0,135.34,38.74
647,1192,124,1,2,586.27,35.1
648,1155,268,1,1,473.15,25.9
649,850,383,0,1,312.95,15.79
650,221,410,0,0,369.21,8.5
651,371,301,2,1,711.39,30.61
652,937,219,0,0,146.18,39.65
653,1016,22,1,0,189.71,4.94
654,1218,334,0,0,276.26,47.71
655,482,163,1,2,291.05,6.35
656,1206,187,0,2,239.67,32.07
657,1003,127,1,0,1116.08,29.12
658,574,217,0,3,242.22,3.2
659,1138,60,0,1,167.57,33.67
660,706,70,0,0,258.64,49.85
661,90,232,0,3,287.21,20.89
662,436,187,0,0,164.08,22.87
663,405,83,0,3,435.53,52.98
664,803,217,2,3,518.26,96.93
665,272,74,0,2,159.95,72.22
666,1265,375,1,0,1103.81,125.07
667,93,286,1,2,174.27,43.48
668,1348,213,2,0,378.72,28.38
669,1289,310,0,2,290.54,1.23
670,1226,394,1,0,417.78,92.94
671,688,417,0,3,452.07,19.2
672,330,334,0,0,296.22,8.19
673,52,304,1,0,386.77,35.32
674,1210,118,0,1,145.47,97.56
675,385,336,1,0,301.5,68.81
676,112,259,0,0,180.8,43.35
677,1026,329,0,1,263.53,33.14
678,1321,325,2,1,1104.8,48.08
679,169,226,1,0,499.02,8.44
680,393,119,0,0,614.14,30.63
681,1065,197,1,2,147.11,24.19
682,1005,374,2,0,483.8,48.49
683,641,395,0,0,740.27,35.89
684,977,123,0,0,363.93,0.79
685,996,313,1,2,954.8,20.2
686,71,161,1,3,299.21,23.13
687,433,169,1,2,604.44,1.99
688,498,289,0,2,179.08,14.93
689,470,170,0,1,240.32,24.97
690,462,156,1,0,477.29,44.84
691,772,305,0,3,278.69,4.81
692,665,113,1,0,928.59,19.96
693,398,376,0,1,66.09,86.81
694,939,40,0,2,223.59,53.57
695,4,38,1,0,870.0,9.93
696,1069,244,0,1,93.82,26.1
697,649,337,0,3,376.83,12.64
698,1213,253,0,0,337.93,58.49
699,514,219,0,2,102.05,1.8
700,434,148,1,1,282.82,46.16
701,187,41,0,2,145.83,19.37
702,16,111,2,0,400.18,93.04
703,241,359,1,0,930.39,16.71
704,657,176,0,1,98.23,10.33
705,285,34,1,0,270.05,20.8
706,173,36,1,2,1087.57,32.05
707,813,159,0,2,203.76,15.94
708,1117,257,0,0,101.53,135.05
709,391,362,1,3,481.93,32.15
710,1192,124,0,3,422.58,18.69
711,1149,301,0,2,356.32,54.27
712,720,296,0,2,276.72,72.42
713,303,336,0,2,218.88,49.34
714,1284,315,0,3,184.71,68.96
715,78,253,0,3,386.56,4.81
716,581,96,0,2,612.78,59.47
717,633,4,1,0,187.51,12.73
718,969,220,0,3,168.38,38.21
719,577,166,2,0,1505.81,23.27
720,1142,320,1,1,518.29,43.16
721,1174,291,1,1,980.59,50.0
722,1234,388,0,0,275.01,0.0
723,735,293,0,0,215.81,43.0
724,397,119,1,1,806.64,8.02
725,1357,138,2,0,437.42,40.69
726,180,287,0,0,184.06,104.6
727,283,359,0,0,620.85,23.42
728,569,106,0,0,347.98,26.88
729,952,210,0,0,679.31,23.85
730,598,298,1,1,401.06,21.91
731,442,5,0,1,356.74,30.41
732,530,374,1,2,319.21,34.23
733,1196,9,1,0,616.3,12.6
734,208,138,2,0,474.81,53.93
735,135,280,0,3,180.19,33.42
736,67,194,0,2,178.15,14.04
737,880,371,0,0,175.59,34.47
738,639,416,0,0,115.96,8.96
739,986,226,0,1,258.12,66.12
740,1157,190,1,1,520.06,61.99
741,1335,9,0,3,522.44,37.37
742,802,162,0,0,180.81,31.15
743,1266,327,0,1,357.26,54.21
744,1049,115,0,2,275.32,22.52
745,271,363,0,1,282.29,13.11
746,956,171,0,0,366.08,5.23
747,620,8,0,0,662.49,139.85
748,133,335,0,3,212.97,82.5
749,734,158,0,0,625.85,83.19
750,994,244,2,1,430.33,9.97
751,1022,196,1,1,535.55,17.56
752,310,311,0,0,107.67,18.69
753,1335,9,0,0,438.71,29.14
754,1121,400,0,0,741.0,14.67
755,1310,279,0,2,331.52,54.18
756,1265,375,0,0,706.17,38.36
757,1165,354,0,2,387.11,0.0
758,809,197,0,0,82.7,41.96
759,609,279,0,0,388.88,50.01
