id,flight_id,ticket_price,loyalty_tier
86,39,409.2342620878358,0
87,15,676.4802395204373,1
88,376,1214.0507704708841,1
89,4,1774.2050592949122,1
90,349,1966.4566750038373,1
91,397,1796.9766660861173,0
92,210,1271.3711277666014,0
93,161,2597.648809083321,2
94,16,4143.901930341195,1
95,108,1470.5473385102482,0
96,382,4717.696393600942,2
97,311,4379.349642446854,0
98,227,892.6446356253371,1
99,170,3952.752188109763,0
100,34,2915.4781733570567,2
101,251,2876.219274639951,1
102,247,2016.1095389850548,0
103,269,2555.6496959918477,2
104,141,2046.176009403134,1
105,274,2744.68983192372,0
106,96,3176.9552585859155,0
107,227,3404.0886514043373,0
108,379,2709.1578435411884,0
109,39,3634.9681299107856,1
110,302,792.2624414499784,2
111,29,1138.7142054209687,1
112,318,4111.801519963923,0
113,245,1680.3870914474344,0
114,236,212.17974238298922,0
115,185,853.5766333733524,1
116,272,1195.710729031925,2
117,236,4790.882150683477,0
118,239,2907.9030017611617,2
119,377,4670.380628333649,2
120,266,2918.300417433462,1
121,359,2448.8367566754737,2
122,340,1637.2656868510705,1
123,389,3071.2176277235403,1
124,65,782.0703206258962,1
125,177,4501.48197373426,1
126,3,4163.72878519229,0
127,142,1655.9040945960114,0
128,376,4768.707885246342,0
129,158,4143.483760336284,1
130,324,3364.9037405916947,0
131,146,696.6333645138465,3
132,293,2443.346712935554,2
133,153,2579.9270187490793,1
134,193,1239.5016559903625,0
135,73,491.83043236057955,2
136,399,3905.945789311294,2
137,305,697.9717554095356,2
138,377,3012.0246777526963,0
139,344,4688.600952029937,1
140,140,4392.915443730409,0
141,187,1460.9878563713796,0
142,293,4272.0983240012,2
143,61,101.62927999039809,2
144,380,186.67026710496037,1
145,198,3052.510502830038,2
146,295,1887.5112738081943,1
147,319,1993.658121679821,1
148,302,2865.761344326524,0
149,344,1039.7340324001168,3
150,11,1137.601218260844,0
151,62,2474.547776392437,3
152,333,3795.842367284929,2
153,226,3135.5389818971794,0
154,153,1557.0397363605105,1
155,199,2208.6521697937137,2
156,52,936.2573168949922,1
157,260,465.68609025170036,3
158,59,3935.210599646331,3
159,72,1400.3983050221534,1
160,148,971.0553004711162,0
161,349,3488.9284722896646,3
162,63,3128.4532040072113,1
163,310,3202.6291674659738,0
164,373,1221.5835637484067,0
165,243,1239.9631389571368,1
166,366,1181.9328859496318,3
167,330,951.3877187452431,2
168,107,3313.045995552116,1
169,226,4255.277837722067,0
170,313,3649.15560141564,0
171,218,3981.2588054266616,2
172,241,2083.512302517479,0
173,259,3304.971397322791,0
174,376,1835.7575781793953,0
175,262,2674.972647646336,1
176,5,2460.0107480208253,3
177,261,966.7470112048866,0
178,54,1996.685925644591,1
179,47,4822.7291498635195,1
180,215,1318.043262803216,3
181,177,755.6383077694948,0
182,9,2151.045045957283,1
183,99,3972.654905714726,0
184,20,2952.526325921864,2
185,378,3436.7766534673983,1
186,241,1029.5047560559183,0
187,61,3132.8461457378353,1
188,379,1685.1519350662213,2
189,178,4188.086493178361,0
190,338,3183.564149452607,2
191,62,1074.39576109895,0
192,145,416.62173123602213,1
193,216,308.9027255064604,1
194,3,1919.9019814856897,2
195,160,1402.670569606136,0
196,227,3265.8416049662897,2
197,269,2546.7357913952296,2
198,120,1403.4944622263656,1
199,381,831.265111955863,2
200,89,723.278837168503,2
201,329,4336.835921488047,0
202,68,1293.0420451838495,0
203,398,3293.382174763745,3
204,357,4072.3610471327047,0
205,98,3108.998424805207,2
206,267,4311.869635070034,3
207,105,2022.729235489525,0
208,323,4785.488734179847,1
209,123,752.410520472675,1
210,29,600.5326953219367,1
211,137,3327.5915164164735,0
212,195,4719.872592924982,0
213,226,4063.5289620180074,1
214,332,474.44261124645203,2
215,170,1468.9017982801101,2
216,9,4658.562535705336,1
217,40,1339.9863207238443,0
218,25,3927.7350765559045,1
219,261,4143.147760050649,0
220,395,2527.7153069588107,3
221,226,1993.109658256746,2
222,124,2305.6097188568224,2
223,38,1212.1270023902844,3
224,328,4458.015489031337,0
225,251,2308.0363179758137,2
226,389,4424.051258234889,0
227,176,617.898051540743,3
228,90,4942.548827900644,0
229,37,2272.0381284737296,2
230,316,334.3710199311168,2
231,176,286.3070563635291,0
232,284,3756.415561661009,0
233,81,3329.274117598036,2
234,114,4030.4397348251787,1
235,40,616.3009163687492,0
236,301,274.2972484741869,0
237,224,2592.0385182931345,0
238,318,1999.2166342655707,2
239,349,2363.5399896876834,1
240,115,4958.7832034643425,0
241,186,4856.674792586284,0
242,323,4717.345409398645,0
243,56,3940.8291161616016,0
244,40,1838.7226652587628,1
245,354,2119.441558287581,0
246,40,2793.11861422273,0
247,347,4169.6188363837155,2
248,237,436.69287933951205,0
249,289,2179.0547408359516,1
250,262,504.82655095041656,1
251,216,2621.822174210207,1
252,147,4504.614037630553,1
253,336,3934.1761303632957,1
254,168,1216.4278459612387,2
255,92,4882.355163034083,1
256,353,3370.016950427499,1
257,59,151.09572704727503,2
258,59,1351.5260749575757,1
259,304,1377.4951696075912,0
260,169,439.34610080071366,0
261,269,4803.149938572052,0
262,363,2443.4509434220263,2
263,45,4489.491527122222,2
264,345,1678.8559668786788,3
265,181,713.6444951208529,1
266,170,2424.246938540448,1
267,356,658.3875101001541,0
268,191,2481.4759645899458,1
269,155,4609.456187975098,1
270,188,2651.7638949876423,3
271,7,3120.848661785909,0
272,133,867.5283411716607,1
273,235,314.30456681185046,1
274,45,642.9590146810544,1
275,314,3032.8047208533917,1
276,249,565.5573250622929,2
277,31,1942.365160712426,0
278,23,2795.4505082449646,2
279,394,2004.3987132862505,1
280,160,902.0506271799773,2
281,363,1441.577406819122,2
282,158,4648.755910958027,0
283,39,3412.3131503731415,0
284,82,2530.634409531444,3
285,356,162.30296093577823,1
286,258,4962.835462398404,3
287,206,3390.129180983752,0
288,77,1652.9201389902303,1
289,12,4408.416433989407,2
290,295,1366.3149394299087,3
291,224,2765.6812379954827,0
292,13,3216.746742276143,2
293,46,1183.2105201232694,1
294,155,4894.14666612292,0
295,113,3766.140339297088,1
296,233,2833.2848050042426,1
297,17,984.9135310589743,3
298,360,363.905214290328,1
299,223,1668.293179352819,0
300,354,3790.6179459756736,0
301,188,1419.7233616799228,1
302,344,2743.825480427975,0
303,365,3666.9411659806415,2
304,163,628.9242017676753,0
305,326,3457.9602789677797,3
306,74,550.167349779219,3
307,233,4829.135736422283,1
308,224,2493.131237318204,3
309,319,838.3129277783992,2
310,60,1777.6798165643777,1
311,335,2125.7406015467814,0
312,222,3815.106554275033,1
313,37,3742.7765517753855,1
314,278,3098.508476152922,2
315,196,619.0604915366155,1
316,352,842.6899207796006,2
317,242,559.4089111632275,1
318,324,2928.1466381089954,0
319,219,4397.9783634058795,3
320,192,2225.6225100483816,1
321,17,888.1560523929563,0
322,12,2834.4073932299384,1
323,394,4077.585862641978,0
324,374,3734.389101413357,1
325,193,4419.108820407605,1
326,22,1461.7202765194525,1
327,120,1050.3739496120968,3
328,210,4411.1007811155,1
329,306,3322.045532612313,0
330,270,1623.5517570370155,1
331,192,3737.505447805295,3
332,175,4094.080083953803,0
333,285,3113.3933776715485,0
334,204,3470.632138411584,0
335,164,1938.773531769065,0
336,251,2739.6087699808913,2
337,227,2668.379936558195,2
338,381,4255.434176540783,0
339,7,4215.823503382694,1
340,29,4180.134299800511,0
341,395,154.05490988608238,3
342,33,3772.7728738975525,3
343,134,3817.5143115439237,0
344,367,3424.056231990195,2
345,79,3805.6968236681178,2
346,58,4225.6548203338725,0
347,26,2404.5633650987497,0
348,226,2560.046046093391,1
349,285,711.0988788658134,2
350,4,1988.3418269320728,3
351,99,3252.4893815677433,2
352,397,3923.958903121645,2
353,39,1164.3245786869318,1
354,271,775.3322058802535,2
355,375,3348.905822052412,2
356,285,109.21142927206215,0
357,157,974.0256631059161,1
358,75,242.44976368537328,2
359,372,917.7370774888675,0
360,288,988.4644716349757,2
361,130,1999.6006142769315,0
362,175,2071.402910964124,1
363,84,4383.886105990165,2
364,22,2599.5375912442437,0
365,27,3644.6833515002027,0
366,195,610.2730538094085,1
367,337,1204.6499017720998,2
368,382,3544.422860795516,0
369,236,358.73940629578766,3
370,92,2484.32854499439,0
371,21,3036.907931748376,3
372,303,3050.513655857157,3
373,357,212.37077521340595,1
374,84,1678.329220723009,1
375,262,3218.8041901408546,1
376,147,830.0987071312928,1
377,387,3507.536676807461,0
378,257,3755.0335231870054,0
379,58,4911.649033186112,0
380,380,1128.225774796406,1
381,15,4143.140271563965,0
382,162,2649.453226901405,1
383,163,1929.9667211064498,3
384,320,699.6461108933719,0
385,281,3703.977471788934,1
386,280,1255.7022358040667,1
387,12,1919.9678091779242,2
388,274,406.45691179710536,3
389,271,4026.6978875156433,2
390,208,3856.2837674610523,3
391,27,3694.717567207331,0
392,72,1567.2732014102446,2
393,60,950.0523639031904,2
394,145,3224.0109959041256,0
395,93,2531.215282154775,3
396,309,973.4370878327437,0
397,8,3460.9652281443323,1
398,79,4956.519515924388,0
399,27,3761.3759799359846,1
400,174,3725.9332947594976,2
401,50,4756.532489359899,1
402,199,1094.3882011170208,1
403,387,2871.194828115058,0
404,349,4900.268903666029,2
405,181,909.9411437538553,0
406,24,3531.234601278153,1
407,316,2970.4697152623194,3
408,378,2973.7475517246644,2
409,387,3518.5860748483683,1
410,46,4655.122922090853,2
411,15,3934.651505271556,2
412,153,375.06690673942904,2
413,222,4278.367297390985,1
414,206,1205.1525166360898,0
415,273,1946.8794072082226,0
416,382,2362.4907867006727,0
417,236,2456.439403690041,1
418,340,2232.3839563512483,0
419,228,4693.031141657736,1
420,9,3559.4931375537203,0
421,166,3192.736165187861,0
422,319,344.2259361364136,2
423,214,4529.175318275836,1
424,117,4556.011940841141,0
425,386,3923.0440108075013,2
426,344,134.44309868673386,0
427,72,380.67323028035446,2
428,395,1203.5961411155997,2
429,64,743.6120999100428,0
430,205,2054.2965455482745,2
431,209,4620.852984630169,1
432,72,2413.0961275652917,1
433,277,165.6728695176115,0
434,274,1485.4538789359337,0
435,320,318.5150510275115,3
436,338,277.8093508061606,0
437,366,1451.027280168206,1
438,95,1450.5004595268326,1
439,166,3956.92035274786,1
440,32,4876.689798627448,0
441,11,1918.9147600609915,0
442,301,2201.545706419089,2
443,217,4239.468237801505,0
444,289,1413.8811984680156,0
445,102,866.270841576895,0
446,392,4280.139154677887,1
447,267,327.8528735563209,2
448,214,3136.527256977137,0
449,179,2853.764952587353,0
450,88,1795.0101927583019,0
451,41,1644.428653377059,2
452,76,3882.1028582899444,1
453,377,523.4805927364778,1
454,46,1260.2431156257885,2
455,160,3688.99878600664,1
456,80,2786.770860259479,2
457,310,727.1422218145733,2
458,86,4422.464509982095,0
459,92,2027.8944481615986,0
460,148,4156.555039078647,0
461,161,3959.7937760857726,0
462,202,3159.684687711467,3
463,242,2522.9575433459554,1
464,353,4899.799117870609,0
465,2,810.3288546611035,2
466,225,3653.2630650004626,1
467,289,1036.834437177466,0
468,233,1757.489216128507,0
469,77,1612.6238425286567,1
470,116,4740.476339919743,2
471,154,4840.0452711625485,0
472,103,996.775676750163,0
473,194,207.9722854577705,1
474,166,3628.039394349254,0
475,359,2148.150675965373,1
476,90,535.3172009290655,1
477,174,3450.395117327508,0
478,122,2771.0170884774284,3
479,143,4904.5324278054195,1
480,106,1214.3065297207568,0
481,375,2079.4915940000865,1
482,305,2758.474436637572,2
483,360,3979.329943421423,2
484,317,2789.3094179282875,0
485,123,3103.210788223551,3
486,390,1208.1205527907098,1
487,9,4249.901767633944,0
488,262,2200.289680155331,0
489,73,790.7021748566694,0
490,359,3354.520781076545,2
491,223,1158.8432206080067,0
492,41,578.0563001725687,0
493,370,4323.735851180934,2
494,204,2354.795095993354,0
495,264,3771.4901922093045,0
496,328,1523.87904305114,0
497,178,3956.153661096565,0
498,348,648.4860424054986,0
499,318,1844.2695315947783,1
500,84,4892.50290807029,0
501,318,3990.54961020323,0
502,111,2536.554058541972,2
503,251,1764.909610653237,1
504,383,4373.464930110135,1
505,7,2769.754019514127,1
506,84,3816.2825875586445,0
507,208,3795.127633549204,1
508,388,187.93382498560996,1
509,390,718.6435356838059,0
510,314,3332.183895334237,3
511,22,891.9370753007701,0
512,383,1351.917388812463,2
513,3,4738.525975578075,0
514,127,2844.8930660370684,2
515,297,3778.574584296801,1
516,188,2834.1056200349353,2
517,362,2807.3167124353536,0
518,14,561.3443596159198,1
519,12,1783.9496437846049,1
520,87,1483.9114035639075,2
521,12,2014.5689915067048,1
522,397,4011.8865222992085,1
523,25,1922.470072792638,1
524,301,2313.3144142352453,0
525,243,2047.1688133780508,1
526,122,557.6990626789484,0
527,147,2261.25357542884,3
528,55,1058.4854379181238,2
529,238,1014.9441492879032,3
530,356,560.7769117279051,0
531,173,1847.6877732946473,2
532,392,3811.661235468145,2
533,221,1454.5642838586407,1
534,119,1630.5105992390165,1
535,309,3249.1058225948755,0
536,183,1059.6199816759026,2
537,288,4495.0938590753185,1
538,307,2648.933563932617,0
539,300,2293.254407569063,0
540,82,2833.3189404530867,3
541,211,913.5681357393578,2
542,150,3106.018379331964,3
543,37,1879.1936095066512,1
544,352,4496.213070726632,0
545,312,927.385612720662,0
546,361,2584.5504089406613,0
547,59,3030.751883908188,0
548,131,263.579648753268,0
549,202,1882.0963113050873,0
550,243,3689.912650034081,1
551,35,4119.849786499969,3
552,93,1634.4937746046835,1
553,207,4013.107034675481,2
554,353,4842.003797806606,1
555,391,4298.682286767961,0
556,332,676.4555419806935,0
557,305,3724.678627219149,0
558,350,1666.3674789586692,0
559,213,4943.238348119175,1
560,159,2478.2590174834468,0
561,24,699.926101958811,0
562,293,3653.4091853342147,0
563,4,1682.7548720924478,3
564,220,4985.682969700142,2
565,364,4900.934043487157,2
566,382,3315.0566883008455,0
567,20,736.1495998634161,2
568,152,3465.6188886076425,2
569,50,555.8493836541334,1
570,177,243.88437960172234,3
571,96,4132.496386485282,0
572,105,1127.7894436500387,3
573,250,1957.2329184735772,3
574,117,4869.9412108832485,0
575,354,1750.5184591194059,1
576,228,1552.7999282882447,3
577,66,4599.219198151599,0
578,335,642.6673820628947,1
579,262,3821.953809561696,3
580,295,4941.5212765985925,1
581,243,4516.350452795779,0
582,371,3293.172801661487,1
583,186,1638.8978954643867,0
584,246,1346.177707773752,1
585,125,4114.35001387016,0
586,268,4411.127378363307,1
587,131,2674.631071473895,1
588,237,1297.265709853684,2
589,18,653.4217212147504,1
590,40,527.1793923759727,1
591,21,3623.4794920338923,1
592,399,2158.581766453852,0
593,225,4536.263383961565,1
594,355,3724.389373561142,0
595,282,1037.1760477814748,3
596,8,3107.509352196925,0
597,100,2233.976726550981,1
598,240,2928.523680766204,1
599,87,3716.538704358734,1
600,298,4050.359816918575,0
601,14,4234.312899392949,1
602,334,1344.4768854029212,1
603,2,252.46643959505266,2
604,375,3722.544202307389,0
605,293,621.0842586532955,1
606,325,1643.1059842035415,1
607,41,118.703957209301,1
608,318,3440.1804637679384,1
609,316,918.9468562089842,1
610,381,3310.883807489125,0
611,111,4959.53882412241,0
612,14,456.0872708890798,0
613,231,477.68225856215736,0
614,84,1767.862454066707,1
615,130,4345.293919831576,1
616,231,1156.0963570775261,0
617,326,1865.851317658703,3
618,145,435.67649247219987,0
619,379,3839.460927168558,2
620,345,2100.7010795213105,1
621,28,3820.31879199813,0
622,66,4527.678437299296,0
623,163,1240.539420796315,1
624,229,4056.2405486657617,0
625,261,389.56006138344105,3
626,164,4504.3522020832115,1
627,301,3288.765883037862,3
628,303,4383.710948277922,0
629,287,100.9231578272513,2
630,395,928.4972447443633,1
631,10,2009.8209983898112,2
632,195,1959.5642265361212,0
633,118,1210.9788763252022,1
634,270,1969.8985053492804,1
635,80,731.3586888012486,2
636,93,2122.5295334035277,0
637,266,4031.5362128803945,2
638,332,2447.443309206421,0
639,350,188.20043583155342,2
640,361,2165.0758037383125,2
641,257,233.15757884513638,2
642,133,4834.592712463311,1
643,276,724.524401172058,1
644,264,3567.672799020032,3
645,171,4866.60398217122,0
646,1,4147.591353166203,1
647,313,3526.645338118398,1
648,64,4213.358456553758,2
649,374,4910.813596977076,0
650,284,3144.588036542295,1
651,121,2840.0055534637,2
652,107,3178.366741270079,0
653,175,2710.1118451316192,3
654,204,3211.936618957622,0
655,165,2304.2268190655404,0
656,305,1170.3715961282048,0
657,120,689.2114099072106,0
658,44,434.87058410807595,3
659,312,1390.2473403906804,0
660,156,326.0054652450958,1
661,367,2879.1368216049896,0
662,207,1490.7593904152493,1
663,390,4140.2205596264575,1
664,108,463.78027764309354,0
665,251,1209.122322273281,0
666,370,3678.206120741715,2
667,334,3034.160652279108,0
668,130,416.00722912092095,1
669,293,4398.473340094782,0
670,20,4398.58263784828,2
671,282,1718.9992189912919,0
672,285,1767.988632412867,1
673,1,4946.238955915852,0
674,119,3168.2632408063773,3
675,35,2703.4509507834896,0
676,198,4206.945699404429,2
677,245,1497.9226579508504,1
678,59,2202.9947076421486,0
679,325,1412.1057098928375,2
680,161,3966.888148284784,0
681,179,2909.411793612568,2
682,206,3328.2428436863456,3
683,12,1336.3055242130922,2
684,276,1179.103976748844,0
685,181,2493.0356820163997,2
686,242,3714.0721705548513,1
687,216,2673.674811848785,2
688,251,259.96381997377614,1
689,299,4355.902380969415,2
690,126,416.9657782241447,1
691,217,4783.539970231686,1
692,306,223.19559555863634,0
693,285,3502.807235040473,2
694,185,502.8146121877301,1
695,39,4562.315239232184,1
696,223,2375.7228575051595,2
697,184,773.8664966033754,1
698,178,1769.9969289702483,0
699,294,907.640909199134,1
700,340,935.851366629741,1
701,151,4745.730768840067,1
702,384,2281.705950195462,0
703,126,3965.131093136262,0
704,301,3234.067249770641,0
705,308,3414.489175458122,2
706,336,745.2978485129887,0
707,234,1247.5037893958797,1
708,380,3955.076642256741,3
709,375,4856.754411726436,0
710,8,1387.1106487333934,1
711,341,1430.6869472800954,2
712,129,2417.1959507734337,3
713,264,4920.817532991646,2
714,157,1417.8988345497082,2
715,352,2094.1623572078934,2
716,358,4468.2520765551835,1
717,5,114.31305984467383,2
718,86,294.8532284439908,0
719,175,3059.9512176489743,3
720,290,4546.16280709295,1
721,193,1270.3976359694454,1
722,311,2401.2446959354743,0
723,119,2307.27997812331,2
724,218,2417.5595958679996,0
725,114,3150.3465090757513,2
726,145,2401.7444386543502,2
727,26,2292.5938924800435,0
728,136,2424.0132601131763,2
729,303,2995.2504622281035,2
730,232,2731.336692921656,1
731,369,4285.266388487471,0
732,76,342.53458211896645,0
733,328,4183.253650217761,0
734,345,4235.230601797448,0
735,302,1496.0493055017082,3
736,289,2367.974579577668,0
737,1,2248.838593833434,2
738,147,1170.6981883352385,0
739,287,2044.3045507229506,1
740,142,317.5000836371867,2
741,53,1461.3281566304986,2
742,304,4101.742659708519,0
743,69,1494.355278638198,1
744,361,4109.212676866413,1
745,90,2704.837376561711,0
746,220,4411.327119069684,0
747,192,2916.419815895634,1
748,63,245.3742930172251,1
749,73,3409.559016980737,2
750,161,319.7824833154864,0
751,169,2307.9253930173563,1
752,89,4654.190802918259,1
753,176,909.4993027554658,2
754,269,2010.374529413566,2
755,73,3676.315513357544,1
756,245,4423.066924864754,2
757,77,3387.6207232382885,0
758,159,1365.0489455367292,1
759,324,3405.578479289459,0
760,98,1553.965441410041,1
761,381,3620.303226111803,2
762,102,4774.762325166699,2
763,132,3634.8279104208127,0
764,102,4328.1144642708205,1
765,19,110.30883156182873,1
766,82,3616.1034111848126,0
767,397,4164.9790286397265,0
768,279,298.737813968939,0
769,339,4370.82886371233,0
770,365,1357.8017187192247,0
771,331,3359.9312996924705,0
772,129,4021.7389072146925,0
773,344,3347.056113990842,2
774,310,552.1954811589605,1
775,89,3021.975442415805,3
776,213,2792.9599179385036,1
777,143,4511.57421356393,2
778,65,2080.774675256625,2
779,76,1673.2973757265456,1
780,199,3774.2687457386846,1
781,143,2122.1090978086436,2
782,316,3265.8712575248087,0
783,93,3267.605441610574,0
784,305,4451.391415364577,1
785,224,3033.592771363577,1
786,291,2560.5526888137356,0
787,102,780.4694993429333,3
788,267,667.1142727256563,1
789,355,856.175669887089,1
790,110,942.0575585027631,3
791,330,3225.597754051806,1
792,265,3730.8081263454346,3
793,3,2696.9584623394517,1
794,85,4162.186889472906,0
795,282,4957.189810994802,2
796,328,4118.061882684844,1
797,304,3504.9236310122,2
798,117,2709.2142272420183,3
799,221,2299.38005120607,2
800,154,513.5226646682574,1
801,153,2056.9068671339855,2
802,12,4559.659720232457,1
803,133,4059.3108865421095,1
804,304,1158.6516885572673,2
805,293,2386.378145016358,0
806,300,4101.943692536868,2
807,228,430.18431844906036,2
808,271,1998.2236697764306,2
809,43,4274.022060682343,1
810,343,2079.099534433606,2
811,326,480.31175918406024,1
812,302,2758.4184058080323,2
813,364,4322.538225099647,0
814,379,2992.3991604704825,0
815,21,1208.767630249736,0
816,107,1982.7741386731686,1
817,336,2305.6044697914676,1
818,303,2938.4051337205815,2
819,117,3820.8200261878037,1
820,124,584.4807264391135,1
821,399,4459.294961786075,0
822,281,160.31754477877038,1
823,292,1913.2564399038506,1
824,203,234.3595188660225,0
825,51,2025.5737041919272,0
826,271,2676.4817344792864,0
827,324,2607.2387942494074,0
828,277,911.5789004385002,1
829,141,3264.1284994685,0
830,275,319.41440747287425,2
831,290,3833.3434186488353,2
832,334,4738.557726568377,1
833,381,1764.8672530404776,3
834,373,2634.4729704002266,1
835,52,1956.6603624881905,1
836,27,132.88091248989377,3
837,157,1990.785064186068,0
838,239,3979.4292703805977,3
839,156,3020.345326699061,0
840,291,596.1735816142788,1
841,136,4250.983499499547,0
842,144,2702.31818993769,2
843,106,4224.444472548913,1
844,158,2943.085442046644,2
845,146,2842.4733797059052,0
846,2,615.7700074653607,0
847,77,920.062692379277,0
848,132,4862.9237568332965,0
849,90,1219.5850590983766,3
850,345,4889.515378152802,0
851,350,2706.3722619688906,2
852,263,765.3663306132919,2
853,351,586.5807934930954,0
854,108,1123.4339464581258,1
855,74,4635.622917124146,0
856,39,2129.336099208311,0
857,397,2037.6279131652805,0
858,159,1634.7106792438526,1
859,71,820.6030677762831,1
860,312,2490.4708662427915,1
861,241,737.2341343045796,1
862,298,4193.853158273405,0
863,36,1914.9452327490017,1
864,84,1936.5374821308021,2
865,374,2422.631499567464,0
866,263,2276.225794512183,0
867,310,4974.804067990675,2
868,385,2772.3674939696825,0
869,172,532.1883485703663,1
870,376,3073.698973726957,0
871,173,842.7630350624117,0
872,362,251.59445918357568,0
873,47,4856.636553018516,0
874,379,3890.340568519363,1
875,141,4902.534062827458,1
876,375,2441.604395308988,2
877,118,2708.061902629983,2
878,277,924.8510840037382,1
879,214,1309.8463906711693,2
880,220,4208.891153023858,0
881,393,1845.3096708762114,1
882,26,4151.393371602453,2
883,9,3574.1672490064557,0
884,271,968.137533832141,1
885,10,2586.4871939867367,0
886,378,3419.1978754417123,1
887,121,1251.682352538743,2
888,125,4170.373701548377,2
889,170,2769.6555219714155,2
890,72,909.6860471687557,2
891,152,2956.623688206552,1
892,208,4998.597640363979,1
893,49,837.5553091507264,0
894,154,4102.108957585688,1
895,347,1115.814115619034,1
896,293,3933.7028143544276,3
897,68,3699.431823294925,1
898,50,1572.3979894421186,1
899,152,1696.533276065804,1
900,19,3983.354820618304,1
